datetime,TA2501
2024-01-16,5708.0
2024-01-17,5698.0
2024-01-18,5692.0
2024-01-19,5758.0
2024-01-22,5780.0
2024-01-23,5824.0
2024-01-24,5846.0
2024-01-25,5844.0
2024-01-26,5852.0
2024-01-29,5850.0
2024-01-30,5822.0
2024-01-31,5804.0
2024-02-01,5734.0
2024-02-02,5704.0
2024-02-05,5702.0
2024-02-06,5728.0
2024-02-07,5740.0
2024-02-08,5746.0
2024-02-19,5836.0
2024-02-20,5770.0
2024-02-21,5774.0
2024-02-22,5802.0
2024-02-23,5784.0
2024-02-26,5728.0
2024-02-27,5802.0
2024-02-28,5816.0
2024-02-29,5834.0
2024-03-01,5818.0
2024-03-04,5848.0
2024-03-05,5776.0
2024-03-06,5812.0
2024-03-07,5794.0
2024-03-08,5802.0
2024-03-11,5768.0
2024-03-12,5782.0
2024-03-13,5806.0
2024-03-14,5886.0
2024-03-15,5922.0
2024-03-18,5946.0
2024-03-19,5970.0
2024-03-20,5960.0
2024-03-21,5908.0
2024-03-22,5914.0
2024-03-25,5914.0
2024-03-26,5892.0
2024-03-27,5922.0
2024-03-28,5946.0
2024-03-29,5938.0
2024-04-01,6022.0
2024-04-02,6056.0
2024-04-03,6070.0
2024-04-08,6032.0
2024-04-09,6014.0
2024-04-10,6024.0
2024-04-11,6000.0
2024-04-12,5972.0
2024-04-15,6020.0
2024-04-16,6064.0
2024-04-17,6056.0
2024-04-18,5970.0
2024-04-19,5970.0
2024-04-22,5958.0
2024-04-23,5950.0
2024-04-24,5954.0
2024-04-25,5906.0
2024-04-26,5938.0
2024-04-29,5932.0
2024-04-30,5928.0
2024-05-06,5860.0
2024-05-07,5866.0
2024-05-08,5840.0
2024-05-09,5852.0
2024-05-10,5852.0
2024-05-13,5816.0
2024-05-14,5812.0
2024-05-15,5830.0
2024-05-16,5870.0
2024-05-17,5898.0
2024-05-20,5962.0
2024-05-21,5948.0
2024-05-22,5942.0
2024-05-23,5924.0
2024-05-24,5954.0
2024-05-27,5974.0
2024-05-28,5964.0
2024-05-29,6004.0
2024-05-30,6054.0
2024-05-31,6016.0
2024-06-03,5936.0
2024-06-04,5852.0
2024-06-05,5834.0
2024-06-06,5868.0
2024-06-07,5876.0
2024-06-11,5918.0
2024-06-12,5956.0
2024-06-13,5940.0
2024-06-14,5936.0
2024-06-17,5872.0
2024-06-18,5890.0
2024-06-19,5944.0
2024-06-20,5956.0
2024-06-21,5928.0
2024-06-24,5950.0
2024-06-25,5986.0
2024-06-26,5962.0
2024-06-27,5948.0
2024-06-28,5984.0
2024-07-01,5978.0
2024-07-02,5988.0
2024-07-03,6072.0
2024-07-04,6022.0
2024-07-05,5978.0
2024-07-08,5952.0
2024-07-09,5926.0
2024-07-10,5900.0
2024-07-11,5932.0
2024-07-12,5926.0
2024-07-15,5876.0
2024-07-16,5848.0
2024-07-17,5854.0
2024-07-18,5864.0
2024-07-19,5848.0
2024-07-22,5820.0
2024-07-23,5812.0
2024-07-24,5792.0
2024-07-25,5738.0
2024-07-26,5784.0
2024-07-29,5766.0
2024-07-30,5696.0
2024-07-31,5778.0
2024-08-01,5800.0
2024-08-02,5774.0
2024-08-05,5658.0
2024-08-06,5602.0
2024-08-07,5604.0
