datetime,CF2501
2024-01-16,15815.0
2024-01-17,15745.0
2024-01-18,16005.0
2024-01-19,16050.0
2024-01-22,16040.0
2024-01-23,16075.0
2024-01-24,16085.0
2024-01-25,16090.0
2024-01-26,16065.0
2024-01-29,16080.0
2024-01-31,16025.0
2024-02-01,15990.0
2024-02-02,15990.0
2024-02-05,15965.0
2024-02-06,15995.0
2024-02-07,15935.0
2024-02-08,15980.0
2024-02-19,16195.0
2024-02-20,16205.0
2024-02-21,16215.0
2024-02-22,16305.0
2024-02-23,16355.0
2024-02-26,16250.0
2024-02-27,16360.0
2024-02-28,16405.0
2024-02-29,16160.0
2024-03-04,16015.0
2024-03-05,16050.0
2024-03-06,16050.0
2024-03-07,16060.0
2024-03-08,16185.0
2024-03-11,16015.0
2024-03-12,15955.0
2024-03-13,15925.0
2024-03-14,15945.0
2024-03-15,15975.0
2024-03-18,16085.0
2024-03-19,16005.0
2024-03-20,15960.0
2024-03-21,16120.0
2024-03-22,15990.0
2024-03-25,15950.0
2024-03-26,15995.0
2024-03-27,15940.0
2024-03-28,15960.0
2024-03-29,16095.0
2024-04-01,16220.0
2024-04-02,16270.0
2024-04-03,16295.0
2024-04-08,16235.0
2024-04-09,16330.0
2024-04-10,16340.0
2024-04-11,16265.0
2024-04-12,16190.0
2024-04-15,16245.0
2024-04-16,16215.0
2024-04-17,15990.0
2024-04-18,15820.0
2024-04-19,15690.0
2024-04-22,15705.0
2024-04-23,15655.0
2024-04-24,15625.0
2024-04-25,15525.0
2024-04-26,15570.0
2024-04-29,15600.0
2024-04-30,15525.0
2024-05-06,15450.0
2024-05-07,15430.0
2024-05-08,15490.0
2024-05-09,15225.0
2024-05-10,15135.0
2024-05-13,15045.0
2024-05-14,15080.0
2024-05-15,14870.0
2024-05-16,15140.0
2024-05-17,15180.0
2024-05-20,15230.0
2024-05-21,15260.0
2024-05-22,15305.0
2024-05-23,15450.0
2024-05-24,15475.0
2024-05-27,15430.0
2024-05-28,15460.0
2024-05-29,15540.0
2024-05-30,15480.0
2024-05-31,15190.0
2024-06-03,15060.0
2024-06-04,14985.0
2024-06-05,15155.0
2024-06-06,15140.0
2024-06-07,15140.0
2024-06-11,14980.0
2024-06-12,15005.0
2024-06-13,14780.0
2024-06-14,14820.0
2024-06-17,14505.0
2024-06-18,14575.0
2024-06-19,14630.0
2024-06-20,14695.0
2024-06-21,14660.0
2024-06-24,14630.0
2024-06-25,14665.0
2024-06-26,14790.0
2024-06-27,14735.0
2024-06-28,14775.0
2024-07-01,14860.0
2024-07-02,14890.0
2024-07-03,14855.0
2024-07-04,14705.0
2024-07-05,14800.0
2024-07-08,14635.0
2024-07-09,14635.0
2024-07-10,14475.0
2024-07-11,14680.0
2024-07-12,14510.0
2024-07-15,14670.0
2024-07-16,14730.0
2024-07-17,14705.0
2024-07-18,14725.0
2024-07-19,14715.0
2024-07-22,14620.0
2024-07-23,14545.0
2024-07-24,14260.0
2024-07-25,14100.0
2024-07-26,14190.0
2024-07-29,14175.0
2024-07-30,14130.0
2024-07-31,14155.0
2024-08-01,14160.0
2024-08-02,14125.0
2024-08-05,13950.0
2024-08-06,13705.0
2024-08-07,13620.0
2024-08-08,13435.0
2024-08-09,13670.0
2024-08-12,13650.0
2024-08-13,13570.0
2024-08-14,13395.0
2024-08-15,13390.0
2024-08-16,13380.0
2024-08-19,13400.0
2024-08-20,13490.0
2024-08-21,13575.0
2024-08-22,13580.0
2024-08-23,13580.0
2024-08-26,13800.0
2024-08-27,13795.0
2024-08-28,13810.0
2024-08-29,13800.0
2024-08-30,13750.0
2024-09-02,13550.0
2024-09-03,13770.0
2024-09-04,13565.0
2024-09-05,13675.0
2024-09-06,13460.0
2024-09-09,13325.0
2024-09-10,13335.0
2024-09-11,13465.0
2024-09-12,13535.0
2024-09-13,13545.0
2024-09-18,13720.0
2024-09-19,13785.0
2024-09-20,14075.0
2024-09-23,14040.0
2024-09-24,14195.0
2024-09-25,14180.0
2024-09-26,14305.0
2024-09-27,14555.0
2024-09-30,14565.0
2024-10-08,14300.0
2024-10-09,14225.0
2024-10-10,14115.0
2024-10-11,14160.0
2024-10-14,14135.0
2024-10-15,14060.0
2024-10-16,14100.0
2024-10-17,13940.0
2024-10-18,14070.0
2024-10-21,14020.0
2024-10-22,14125.0
2024-10-23,14125.0
2024-10-24,14195.0
2024-10-25,14105.0
2024-10-28,14135.0
2024-10-29,14000.0
2024-10-30,14055.0
2024-10-31,14015.0
2024-11-01,14090.0
2024-11-04,14080.0
2024-11-05,14020.0
2024-11-06,13880.0
2024-11-07,14195.0
2024-11-08,14180.0
2024-11-11,14185.0
2024-11-12,14045.0
2024-11-13,14045.0
2024-11-14,14030.0
2024-11-15,13955.0
2024-11-18,13955.0
2024-11-19,13900.0
2024-11-20,13930.0
2024-11-21,13975.0
2024-11-22,13865.0
2024-11-25,13955.0
2024-11-26,13915.0
2024-11-27,13950.0
2024-11-28,13965.0
2024-11-29,14055.0
2024-12-02,13985.0
2024-12-03,13920.0
2024-12-04,13870.0
2024-12-05,13900.0
2024-12-06,13865.0
2024-12-09,13720.0
2024-12-10,13740.0
2024-12-11,13730.0
2024-12-12,13725.0
2024-12-13,13625.0
2024-12-16,13540.0
2024-12-17,13500.0
2024-12-18,13355.0
2024-12-19,13315.0
2024-12-20,13345.0
2024-12-23,13410.0
2024-12-24,13405.0
2024-12-25,13420.0
2024-12-26,13410.0
2024-12-27,13470.0
2024-12-30,13400.0
2024-12-31,13485.0
