datetime,OI2605
2025-05-20,9082.0
2025-05-21,9103.0
2025-05-22,9062.0
2025-05-23,9066.0
2025-05-26,9026.0
2025-05-27,9109.0
2025-05-28,9073.0
2025-05-29,9070.0
2025-05-30,8993.0
2025-06-03,8950.0
2025-06-04,8856.0
2025-06-05,8876.0
2025-06-06,8875.0
2025-06-09,8940.0
2025-06-10,8932.0
2025-06-11,8899.0
2025-06-12,8908.0
2025-06-13,9028.0
2025-06-16,9184.0
2025-06-17,9230.0
2025-06-18,9375.0
2025-06-19,9351.0
2025-06-20,9397.0
2025-06-23,9457.0
2025-06-24,9310.0
2025-06-25,9242.0
2025-06-26,9238.0
2025-06-27,9241.0
2025-06-30,9224.0
2025-07-01,9287.0
2025-07-02,9393.0
2025-07-03,9380.0
2025-07-04,9354.0
2025-07-07,9325.0
2025-07-08,9397.0
2025-07-09,9309.0
2025-07-10,9262.0
2025-07-11,9238.0
2025-07-14,9210.0
2025-07-15,9207.0
2025-07-16,9259.0
2025-07-17,9260.0
2025-07-18,9380.0
2025-07-21,9363.0
2025-07-22,9303.0
2025-07-23,9297.0
2025-07-24,9332.0
2025-07-25,9310.0
2025-07-28,9265.0
2025-07-29,9332.0
2025-07-30,9420.0
2025-07-31,9321.0
2025-08-01,9356.0
2025-08-04,9347.0
2025-08-05,9421.0
2025-08-06,9388.0
2025-08-07,9370.0
2025-08-08,9399.0
2025-08-11,9459.0
2025-08-12,9643.0
2025-08-13,9836.0
2025-08-14,9656.0
2025-08-15,9592.0
2025-08-18,9680.0
2025-08-19,9699.0
2025-08-20,9683.0
2025-08-21,9630.0
2025-08-22,9711.0
2025-08-25,9717.0
2025-08-26,9654.0
2025-08-27,9683.0
2025-08-28,9652.0
2025-08-29,9625.0
2025-09-01,9635.0
2025-09-02,9597.0
2025-09-03,9558.0
2025-09-04,9523.0
2025-09-05,9573.0
2025-09-08,9520.0
2025-09-09,9527.0
2025-09-10,9481.0
2025-09-11,9547.0
2025-09-12,9496.0
2025-09-15,9511.0
2025-09-16,9586.0
2025-09-17,9533.0
2025-09-18,9495.0
2025-09-19,9568.0
2025-09-22,9638.0
2025-09-23,9467.0
2025-09-24,9437.0
2025-09-25,9658.0
2025-09-26,9642.0
2025-09-29,9590.0
2025-09-30,9521.0
2025-10-09,9729.0
2025-10-10,9602.0
2025-10-13,9584.0
2025-10-14,9464.0
2025-10-15,9504.0
2025-10-16,9494.0
2025-10-17,9475.0
2025-10-20,9548.0
2025-10-21,9506.0
2025-10-22,9448.0
2025-10-23,9368.0
2025-10-24,9377.0
2025-10-27,9365.0
2025-10-28,9343.0
2025-10-29,9176.0
2025-10-30,9210.0
2025-10-31,9141.0
2025-11-03,9084.0
2025-11-04,9080.0
2025-11-05,9062.0
2025-11-06,9173.0
2025-11-07,9128.0
2025-11-10,9174.0
2025-11-11,9349.0
2025-11-12,9390.0
2025-11-13,9484.0
2025-11-14,9424.0
2025-11-17,9426.0
2025-11-18,9447.0
2025-11-19,9450.0
2025-11-20,9399.0
2025-11-21,9425.0
2025-11-24,9422.0
2025-11-25,9488.0
2025-11-26,9540.0
2025-11-27,9539.0
2025-11-28,9501.0
2025-12-01,9484.0
2025-12-02,9481.0
2025-12-03,9482.0
2025-12-04,9437.0
2025-12-05,9407.0
2025-12-08,9274.0
2025-12-09,9167.0
2025-12-10,9153.0
2025-12-11,9306.0
2025-12-12,9347.0
2025-12-15,9196.0
2025-12-16,9063.0
2025-12-17,8950.0
2025-12-18,8945.0
2025-12-19,8744.0
2025-12-22,8864.0
