datetime,SF2505
2024-05-20,7486.0
2024-05-21,7466.0
2024-05-22,7562.0
2024-05-23,7340.0
2024-05-24,7520.0
2024-05-27,7502.0
2024-05-28,7456.0
2024-05-29,7456.0
2024-05-30,8028.0
2024-05-31,8018.0
2024-06-03,7362.0
2024-06-04,7462.0
2024-06-05,7332.0
2024-06-06,7412.0
2024-06-07,7458.0
2024-06-11,7416.0
2024-06-12,7378.0
2024-06-13,7236.0
2024-06-14,7228.0
2024-06-17,7142.0
2024-06-18,7202.0
2024-06-19,7254.0
2024-06-20,7234.0
2024-06-21,7166.0
2024-06-24,7048.0
2024-06-25,7040.0
2024-06-26,7022.0
2024-06-27,6988.0
2024-06-28,7014.0
2024-07-01,7076.0
2024-07-02,7094.0
2024-07-03,7126.0
2024-07-04,7110.0
2024-07-05,7012.0
2024-07-08,6926.0
2024-07-09,6886.0
2024-07-10,6802.0
2024-07-11,6872.0
2024-07-12,6810.0
2024-07-15,6820.0
2024-07-16,6818.0
2024-07-17,6798.0
2024-07-18,6820.0
2024-07-19,6762.0
2024-07-22,6804.0
2024-07-23,6782.0
2024-07-24,6830.0
2024-07-25,6844.0
2024-07-26,6842.0
2024-07-29,6844.0
2024-07-30,6704.0
2024-07-31,6748.0
2024-08-01,6762.0
2024-08-02,6888.0
2024-08-05,6936.0
2024-08-06,6924.0
2024-08-07,6840.0
2024-08-08,6606.0
2024-08-09,6660.0
2024-08-12,6600.0
2024-08-13,6576.0
2024-08-14,6504.0
2024-08-15,6492.0
2024-08-16,6508.0
2024-08-19,6484.0
2024-08-20,6496.0
2024-08-21,6570.0
2024-08-22,6512.0
2024-08-23,6476.0
2024-08-26,6558.0
2024-08-27,6550.0
2024-08-28,6560.0
2024-08-29,6570.0
2024-08-30,6560.0
2024-09-02,6458.0
2024-09-03,6414.0
2024-09-04,6364.0
2024-09-05,6296.0
2024-09-06,6256.0
2024-09-09,6202.0
2024-09-10,6170.0
2024-09-11,6242.0
2024-09-12,6256.0
2024-09-13,6220.0
2024-09-18,6222.0
2024-09-19,6266.0
2024-09-20,6212.0
2024-09-23,6116.0
2024-09-24,6234.0
2024-09-25,6310.0
2024-09-26,6330.0
2024-09-27,6492.0
2024-09-30,6804.0
2024-10-08,6686.0
2024-10-09,6648.0
2024-10-10,6668.0
2024-10-11,6718.0
2024-10-14,6666.0
2024-10-15,6694.0
2024-10-16,6594.0
2024-10-17,6426.0
2024-10-18,6466.0
2024-10-21,6402.0
2024-10-22,6356.0
2024-10-23,6368.0
2024-10-24,6340.0
2024-10-25,6604.0
2024-10-28,6642.0
2024-10-29,6596.0
2024-10-30,6598.0
2024-10-31,6610.0
2024-11-01,6560.0
2024-11-04,6532.0
2024-11-05,6506.0
2024-11-06,6414.0
2024-11-07,6502.0
2024-11-08,6420.0
2024-11-11,6382.0
2024-11-12,6374.0
2024-11-13,6404.0
2024-11-14,6360.0
2024-11-15,6322.0
2024-11-18,6388.0
2024-11-19,6398.0
2024-11-20,6422.0
2024-11-21,6456.0
2024-11-22,6418.0
2024-11-25,6386.0
2024-11-26,6390.0
2024-11-27,6384.0
2024-11-28,6388.0
2024-11-29,6362.0
2024-12-02,6424.0
2024-12-03,6398.0
2024-12-04,6378.0
2024-12-05,6316.0
2024-12-06,6330.0
2024-12-09,6308.0
2024-12-10,6336.0
2024-12-11,6386.0
2024-12-12,6356.0
2024-12-13,6314.0
2024-12-16,6382.0
2024-12-17,6354.0
2024-12-18,6290.0
2024-12-19,6292.0
2024-12-20,6254.0
2024-12-23,6258.0
2024-12-24,6270.0
2024-12-25,6270.0
2024-12-26,6242.0
2024-12-27,6204.0
2024-12-30,6226.0
2024-12-31,6252.0
2025-01-02,6288.0
2025-01-03,6238.0
2025-01-06,6248.0
2025-01-07,6166.0
2025-01-08,6170.0
2025-01-09,6250.0
2025-01-10,6304.0
2025-01-13,6304.0
2025-01-14,6364.0
2025-01-15,6436.0
2025-01-16,6400.0
2025-01-17,6418.0
2025-01-20,6338.0
2025-01-21,6384.0
2025-01-22,6294.0
2025-01-23,6284.0
2025-01-24,6280.0
2025-01-27,6352.0
2025-02-05,6260.0
2025-02-06,6404.0
2025-02-07,6520.0
2025-02-10,6438.0
2025-02-11,6336.0
2025-02-12,6342.0
2025-02-13,6282.0
2025-02-14,6258.0
2025-02-17,6248.0
2025-02-18,6238.0
2025-02-19,6226.0
2025-02-20,6238.0
2025-02-21,6212.0
2025-02-24,6212.0
2025-02-25,6182.0
2025-02-26,6178.0
2025-02-27,6174.0
2025-02-28,6138.0
2025-03-03,6138.0
2025-03-04,6108.0
2025-03-05,6076.0
2025-03-06,6090.0
2025-03-07,6082.0
2025-03-10,6022.0
2025-03-11,6044.0
2025-03-12,5994.0
2025-03-13,5982.0
2025-03-14,6046.0
2025-03-17,6058.0
2025-03-18,6020.0
2025-03-19,5982.0
2025-03-20,6004.0
2025-03-21,5976.0
2025-03-24,6022.0
2025-03-25,6002.0
2025-03-26,6020.0
2025-03-27,6002.0
2025-03-28,6016.0
2025-03-31,5972.0
2025-04-01,5984.0
2025-04-02,5960.0
2025-04-03,5986.0
2025-04-07,5894.0
2025-04-08,5952.0
2025-04-09,5944.0
2025-04-10,5944.0
2025-04-11,5924.0
2025-04-14,5906.0
2025-04-15,5810.0
2025-04-16,5760.0
2025-04-17,5728.0
2025-04-18,5738.0
2025-04-21,5766.0
2025-04-22,5704.0
2025-04-23,5724.0
2025-04-24,5666.0
2025-04-25,5630.0
2025-04-28,5620.0
2025-04-29,5588.0
2025-04-30,5582.0
2025-05-06,5392.0
2025-05-07,5426.0
2025-05-08,5426.0
2025-05-09,5510.0
2025-05-12,5618.0
2025-05-13,5512.0
2025-05-14,5570.0
2025-05-15,5550.0
2025-05-16,5596.0
2025-05-19,5510.0
