datetime,J2505
2024-05-20,2337.0
2024-05-22,2391.5
2024-05-24,2382.5
2024-05-27,2391.5
2024-05-28,2385.0
2024-05-29,2410.0
2024-05-30,2380.0
2024-05-31,2343.0
2024-06-03,2331.0
2024-06-04,2300.0
2024-06-05,2310.5
2024-06-06,2279.0
2024-06-07,2334.5
2024-06-11,2275.5
2024-06-12,2287.5
2024-06-13,2315.0
2024-06-14,2389.5
2024-06-17,2350.0
2024-06-18,2350.0
2024-06-19,2360.0
2024-06-20,2306.0
2024-06-21,2300.0
2024-06-24,2284.5
2024-06-25,2284.5
2024-06-26,2380.0
2024-06-27,2344.0
2024-06-28,2340.0
2024-07-01,2398.0
2024-07-02,2390.0
2024-07-03,2430.0
2024-07-04,2406.0
2024-07-05,2356.0
2024-07-08,2311.5
2024-07-09,2325.0
2024-07-10,2318.0
2024-07-11,2340.0
2024-07-12,2330.0
2024-07-15,2370.0
2024-07-16,2356.5
2024-07-17,2330.0
2024-07-18,2318.0
2024-07-19,2296.5
2024-07-22,2246.0
2024-07-23,2216.0
2024-07-24,2212.5
2024-07-25,2179.5
2024-07-26,2213.5
2024-07-29,2175.0
2024-07-30,2142.0
2024-07-31,2166.0
2024-08-01,2133.0
2024-08-02,2151.0
2024-08-05,2158.5
2024-08-06,2135.5
2024-08-07,2121.5
2024-08-08,2104.0
2024-08-09,2112.5
2024-08-12,2068.0
2024-08-13,2013.0
2024-08-14,1947.0
2024-08-15,1941.0
2024-08-16,1947.0
2024-08-19,1934.0
2024-08-20,1932.0
2024-08-21,2001.0
2024-08-22,1968.5
2024-08-23,1949.5
2024-08-26,2016.0
2024-08-27,2010.0
2024-08-28,2018.0
2024-08-29,2011.0
2024-08-30,2020.0
2024-09-02,1973.5
2024-09-03,1959.0
2024-09-04,1889.0
2024-09-05,1867.5
2024-09-06,1860.5
2024-09-09,1835.0
2024-09-10,1836.0
2024-09-11,1890.0
2024-09-12,1918.5
2024-09-13,1892.0
2024-09-18,1897.0
2024-09-19,1937.5
2024-09-20,1921.0
2024-09-23,1855.0
2024-09-24,1963.0
2024-09-25,1994.5
2024-09-26,2041.0
2024-09-27,2077.5
2024-09-30,2293.0
2024-10-08,2174.5
2024-10-09,2162.0
2024-10-10,2137.0
2024-10-11,2169.0
2024-10-14,2206.0
2024-10-15,2186.5
2024-10-16,2145.5
2024-10-17,2043.5
2024-10-18,2056.0
2024-10-21,2074.5
2024-10-22,2040.0
2024-10-23,2026.0
2024-10-24,2028.5
2024-10-25,2065.5
2024-10-28,2147.0
2024-10-29,2114.5
2024-10-30,2133.5
2024-10-31,2120.5
2024-11-01,2087.5
2024-11-04,2126.5
2024-11-05,2127.0
2024-11-06,2064.0
2024-11-07,2090.0
2024-11-08,2066.0
2024-11-11,2016.0
2024-11-12,2009.0
2024-11-13,2002.0
2024-11-14,1991.5
2024-11-15,1986.5
2024-11-18,1995.0
2024-11-19,2017.5
2024-11-20,1997.5
2024-11-21,2022.0
2024-11-22,1991.5
2024-11-25,1992.0
2024-11-26,1985.0
2024-11-27,1973.5
2024-11-28,1943.0
2024-11-29,1956.0
2024-12-02,1962.0
2024-12-03,1957.0
2024-12-04,1922.5
2024-12-05,1902.0
2024-12-06,1895.5
2024-12-09,1887.5
2024-12-10,1938.5
2024-12-11,1964.0
2024-12-12,1979.0
2024-12-13,1917.0
2024-12-16,1896.0
2024-12-17,1880.0
2024-12-18,1833.5
2024-12-19,1827.5
2024-12-20,1820.0
2024-12-23,1825.0
2024-12-24,1824.5
2024-12-25,1817.5
2024-12-26,1805.5
2024-12-27,1780.0
2024-12-30,1798.5
2024-12-31,1812.0
2025-01-02,1825.0
2025-01-03,1760.5
2025-01-06,1745.5
2025-01-07,1722.5
2025-01-08,1690.0
2025-01-09,1697.0
2025-01-10,1681.5
2025-01-13,1725.0
2025-01-14,1730.5
2025-01-15,1735.5
2025-01-16,1786.5
2025-01-17,1798.0
2025-01-20,1748.0
2025-01-21,1770.0
2025-01-22,1759.0
2025-01-23,1751.0
2025-01-24,1764.5
2025-01-27,1785.0
2025-02-05,1712.0
2025-02-06,1745.5
2025-02-07,1786.5
2025-02-10,1746.0
2025-02-11,1727.0
2025-02-12,1722.0
2025-02-13,1692.5
2025-02-14,1681.5
2025-02-17,1692.5
2025-02-18,1704.0
2025-02-19,1697.5
2025-02-20,1742.0
2025-02-21,1750.0
2025-02-24,1695.5
2025-02-25,1672.0
2025-02-26,1665.5
2025-02-27,1682.0
2025-02-28,1684.0
2025-03-03,1681.5
2025-03-04,1666.0
2025-03-05,1631.0
2025-03-06,1638.0
2025-03-07,1657.0
2025-03-10,1618.5
2025-03-11,1622.0
2025-03-12,1625.0
2025-03-13,1655.0
2025-03-14,1642.5
2025-03-17,1614.5
2025-03-18,1605.0
2025-03-19,1563.0
2025-03-20,1560.0
2025-03-21,1536.0
2025-03-24,1595.5
2025-03-25,1592.0
2025-03-26,1615.5
2025-03-27,1637.5
2025-03-28,1617.5
2025-03-31,1582.5
2025-04-01,1648.0
2025-04-02,1636.5
2025-04-03,1628.5
2025-04-07,1594.0
2025-04-08,1527.0
2025-04-09,1523.5
2025-04-10,1550.5
2025-04-11,1522.0
2025-04-14,1548.0
2025-04-15,1567.0
2025-04-16,1558.5
2025-04-17,1538.5
2025-04-18,1558.0
2025-04-21,1573.0
2025-04-22,1539.5
2025-04-23,1591.0
2025-04-24,1592.0
2025-04-25,1565.5
2025-04-28,1569.0
2025-04-29,1574.0
2025-04-30,1601.0
2025-05-06,1470.5
2025-05-07,1559.0
2025-05-08,1530.0
2025-05-09,1568.5
2025-05-12,1578.5
2025-05-13,1598.0
2025-05-14,1587.5
2025-05-15,1520.0
2025-05-16,1644.0
2025-05-19,1619.5
