datetime,FG2609
2025-09-15,1354.0
2025-09-16,1390.0
2025-09-17,1393.0
2025-09-18,1387.0
2025-09-19,1405.0
2025-09-22,1398.0
2025-09-23,1389.0
2025-09-24,1424.0
2025-09-25,1446.0
2025-09-26,1436.0
2025-09-29,1419.0
2025-09-30,1399.0
2025-10-09,1407.0
2025-10-10,1407.0
2025-10-13,1392.0
2025-10-14,1359.0
2025-10-15,1351.0
2025-10-16,1360.0
2025-10-17,1322.0
2025-10-20,1319.0
2025-10-21,1322.0
2025-10-22,1330.0
2025-10-23,1343.0
2025-10-24,1327.0
2025-10-27,1334.0
2025-10-28,1343.0
2025-10-29,1357.0
2025-10-30,1327.0
2025-10-31,1328.0
2025-11-03,1330.0
2025-11-04,1330.0
2025-11-05,1321.0
2025-11-06,1319.0
2025-11-07,1315.0
2025-11-10,1292.0
2025-11-11,1261.0
2025-11-12,1240.0
2025-11-13,1244.0
2025-11-14,1240.0
2025-11-17,1242.0
2025-11-18,1232.0
2025-11-19,1225.0
2025-11-20,1195.0
2025-11-21,1219.0
2025-11-24,1232.0
2025-11-25,1223.0
2025-11-26,1228.0
2025-11-27,1213.0
2025-11-28,1223.0
2025-12-01,1214.0
2025-12-02,1195.0
2025-12-03,1179.0
2025-12-04,1188.0
2025-12-05,1176.0
2025-12-08,1169.0
2025-12-09,1143.0
2025-12-10,1135.0
2025-12-11,1126.0
2025-12-12,1092.0
2025-12-15,1115.0
2025-12-16,1117.0
2025-12-17,1120.0
2025-12-18,1156.0
2025-12-19,1138.0
2025-12-22,1131.0
2025-12-23,1130.0
2025-12-24,1145.0
2025-12-25,1147.0
2025-12-26,1160.0
2025-12-29,1158.0
2025-12-30,1191.0
2025-12-31,1191.0
2026-01-05,1183.0
2026-01-06,1194.0
2026-01-07,1253.0
2026-01-08,1249.0
2026-01-09,1238.0
2026-01-12,1241.0
2026-01-13,1208.0
2026-01-14,1211.0
2026-01-15,1196.0
2026-01-16,1209.0
2026-01-19,1180.0
2026-01-20,1165.0
2026-01-21,1146.0
2026-01-22,1161.0
2026-01-23,1170.0
2026-01-26,1189.0
2026-01-27,1172.0
2026-01-28,1173.0
2026-01-29,1189.0
2026-01-30,1167.0
2026-02-02,1164.0
2026-02-03,1176.0
2026-02-04,1210.0
2026-02-05,1189.0
2026-02-06,1171.0
2026-02-09,1174.0
2026-02-10,1163.0
2026-02-11,1168.0
2026-02-12,1159.0
2026-02-13,1138.0
2026-02-24,1147.0
2026-02-25,1160.0
2026-02-26,1155.0
2026-02-27,1166.0
2026-03-02,1154.0
2026-03-03,1170.0
2026-03-04,1158.0
2026-03-05,1164.0
2026-03-06,1194.0
2026-03-09,1211.0
2026-03-10,1193.0
2026-03-11,1225.0
2026-03-12,1228.0
2026-03-13,1248.0
2026-03-16,1233.0
2026-03-17,1222.0
2026-03-18,1194.0
2026-03-19,1191.0
2026-03-20,1181.0
2026-03-23,1231.0
2026-03-24,1214.0
2026-03-25,1204.0
2026-03-26,1184.0
2026-03-27,1179.0
2026-03-30,1182.0
2026-03-31,1151.0
2026-04-01,1131.0
2026-04-02,1137.0
2026-04-03,1120.0
2026-04-07,1095.0
2026-04-08,1094.0
2026-04-09,1081.0
2026-04-10,1072.0
2026-04-13,1063.0
2026-04-14,1069.0
2026-04-15,1072.0
2026-04-16,1062.0
2026-04-17,1078.0
2026-04-20,1091.0
2026-04-21,1077.0
2026-04-22,1088.0
2026-04-23,1084.0
2026-04-24,1079.0
2026-04-27,1073.0
2026-04-28,1042.0
2026-04-29,1036.0
2026-04-30,1057.0
2026-05-06,1067.0
2026-05-07,1078.0
2026-05-08,1055.0
2026-05-11,1070.0
2026-05-12,1056.0
2026-05-13,1066.0
2026-05-14,1051.0
2026-05-15,1037.0
2026-05-18,1038.0
2026-05-19,1021.0
2026-05-20,1013.0
2026-05-21,1028.0
2026-05-22,1020.0
2026-05-25,1044.0
2026-05-26,1023.0
2026-05-27,1037.0
2026-05-28,1038.0
2026-05-29,1057.0
2026-06-01,1056.0
2026-06-02,1043.0
2026-06-03,1049.0
2026-06-04,1031.0
2026-06-05,1010.0
2026-06-08,1004.0
