datetime,A2601
2025-01-16,3953.0
2025-01-17,3969.0
2025-01-20,3973.0
2025-01-21,3998.0
2025-01-22,4010.0
2025-01-23,3981.0
2025-01-24,3998.0
2025-01-27,3994.0
2025-02-05,4045.0
2025-02-06,4043.0
2025-02-07,4046.0
2025-02-10,4034.0
2025-02-11,4021.0
2025-02-12,4007.0
2025-02-13,4000.0
2025-02-14,4043.0
2025-02-17,4007.0
2025-02-18,4011.0
2025-02-19,4013.0
2025-02-20,4012.0
2025-02-21,4044.0
2025-02-24,4085.0
2025-02-25,4077.0
2025-02-26,4052.0
2025-02-27,4125.0
2025-02-28,4114.0
2025-03-03,4152.0
2025-03-04,4147.0
2025-03-05,4114.0
2025-03-06,4115.0
2025-03-07,4093.0
2025-03-10,4113.0
2025-03-11,4049.0
2025-03-12,4007.0
2025-03-13,4019.0
2025-03-14,4024.0
2025-03-17,4007.0
2025-03-18,3982.0
2025-03-19,3970.0
2025-03-20,3910.0
2025-03-21,3921.0
2025-03-24,3928.0
2025-03-25,3919.0
2025-03-26,3920.0
2025-03-27,3908.0
2025-03-28,3921.0
2025-03-31,3953.0
2025-04-01,3929.0
2025-04-02,3968.0
2025-04-03,3989.0
2025-04-07,4011.0
2025-04-08,4086.0
2025-04-09,4087.0
2025-04-10,4111.0
2025-04-11,4171.0
2025-04-14,4180.0
2025-04-15,4169.0
2025-04-16,4139.0
2025-04-17,4152.0
2025-04-18,4094.0
2025-04-21,4135.0
2025-04-22,4193.0
2025-04-23,4188.0
2025-04-24,4231.0
2025-04-25,4199.0
2025-04-28,4171.0
2025-04-29,4110.0
2025-04-30,4120.0
2025-05-06,4138.0
2025-05-07,4171.0
2025-05-08,4101.0
2025-05-09,4093.0
2025-05-12,4107.0
2025-05-13,4073.0
2025-05-14,4089.0
2025-05-15,4091.0
2025-05-16,4081.0
2025-05-19,4091.0
2025-05-20,4095.0
2025-05-21,4135.0
2025-05-22,4105.0
2025-05-23,4071.0
2025-05-26,4045.0
2025-05-27,4039.0
2025-05-28,4018.0
2025-05-29,4014.0
2025-05-30,4013.0
2025-06-03,4038.0
2025-06-04,4014.0
2025-06-05,4012.0
2025-06-06,4023.0
2025-06-09,4021.0
2025-06-10,4062.0
2025-06-11,4069.0
2025-06-12,4091.0
2025-06-13,4118.0
2025-06-16,4130.0
2025-06-17,4126.0
2025-06-18,4159.0
2025-06-19,4132.0
2025-06-20,4155.0
2025-06-23,4150.0
2025-06-24,4122.0
2025-06-25,4084.0
2025-06-26,4067.0
2025-06-27,4057.0
2025-06-30,4060.0
2025-07-01,4049.0
2025-07-02,4060.0
2025-07-03,4053.0
2025-07-04,4036.0
2025-07-07,4016.0
2025-07-08,4030.0
2025-07-09,4029.0
2025-07-10,4027.0
2025-07-11,4034.0
2025-07-14,4044.0
2025-07-15,4053.0
2025-07-16,4081.0
2025-07-17,4100.0
2025-07-18,4110.0
2025-07-21,4114.0
2025-07-22,4131.0
2025-07-23,4121.0
2025-07-24,4120.0
2025-07-25,4122.0
2025-07-28,4089.0
2025-07-29,4103.0
2025-07-30,4131.0
2025-07-31,4106.0
2025-08-01,4098.0
2025-08-04,4095.0
2025-08-05,4104.0
2025-08-06,4095.0
2025-08-07,4100.0
2025-08-08,4089.0
2025-08-11,4053.0
2025-08-12,4031.0
2025-08-13,4105.0
2025-08-14,4047.0
2025-08-15,4055.0
2025-08-18,4043.0
2025-08-19,4047.0
2025-08-20,4033.0
2025-08-21,3999.0
2025-08-22,3991.0
2025-08-25,3999.0
2025-08-26,3979.0
2025-08-27,3936.0
2025-08-28,3931.0
2025-08-29,3948.0
2025-09-01,3964.0
2025-09-02,3963.0
2025-09-03,3961.0
2025-09-04,3966.0
2025-09-05,3977.0
2025-09-08,3976.0
2025-09-09,3969.0
2025-09-10,3917.0
2025-09-11,3948.0
2025-09-12,3957.0
2025-09-15,3940.0
2025-09-16,3930.0
2025-09-17,3900.0
2025-09-18,3898.0
2025-09-19,3902.0
2025-09-22,3907.0
2025-09-23,3871.0
2025-09-24,3893.0
2025-09-25,3914.0
2025-09-26,3904.0
2025-09-29,3895.0
2025-09-30,3904.0
2025-10-09,3973.0
2025-10-10,3948.0
2025-10-13,3967.0
2025-10-14,3967.0
2025-10-15,3999.0
2025-10-16,4018.0
2025-10-17,4028.0
2025-10-20,4086.0
2025-10-21,4061.0
2025-10-22,4057.0
2025-10-23,4113.0
2025-10-24,4104.0
2025-10-27,4077.0
2025-10-28,4115.0
2025-10-29,4113.0
2025-10-30,4103.0
2025-10-31,4102.0
2025-11-03,4076.0
2025-11-04,4055.0
2025-11-05,4123.0
2025-11-06,4146.0
2025-11-07,4118.0
2025-11-10,4116.0
2025-11-11,4112.0
2025-11-12,4127.0
2025-11-13,4129.0
2025-11-14,4215.0
2025-11-17,4178.0
2025-11-18,4149.0
2025-11-19,4145.0
2025-11-20,4107.0
2025-11-21,4109.0
2025-11-24,4150.0
2025-11-25,4108.0
2025-11-26,4094.0
2025-11-27,4106.0
2025-11-28,4108.0
2025-12-01,4126.0
2025-12-02,4123.0
2025-12-03,4139.0
2025-12-04,4105.0
2025-12-05,4075.0
2025-12-08,4085.0
2025-12-09,4089.0
2025-12-10,4161.0
2025-12-11,4173.0
2025-12-12,4138.0
2025-12-15,4130.0
2025-12-16,4090.0
2025-12-17,4090.0
2025-12-18,4041.0
2025-12-19,4052.0
2025-12-22,4066.0
2025-12-23,4069.0
2025-12-24,4075.0
2025-12-25,4090.0
2025-12-26,4080.0
2025-12-29,4111.0
2025-12-30,4167.0
2025-12-31,4232.0
