datetime,L2401
2023-01-18,8340.0
2023-01-19,8380.0
2023-01-20,8400.0
2023-01-30,8448.0
2023-01-31,8362.0
2023-02-01,8365.0
2023-02-02,8261.0
2023-02-03,8223.0
2023-02-06,8165.0
2023-02-07,8128.0
2023-02-08,8118.0
2023-02-09,8180.0
2023-02-10,8090.0
2023-02-13,8094.0
2023-02-14,8129.0
2023-02-15,8097.0
2023-02-16,8113.0
2023-02-17,8128.0
2023-02-20,8174.0
2023-02-21,8259.0
2023-02-22,8200.0
2023-02-23,8221.0
2023-02-24,8223.0
2023-02-27,8167.0
2023-02-28,8224.0
2023-03-01,8293.0
2023-03-02,8282.0
2023-03-03,8280.0
2023-03-06,8256.0
2023-03-07,8232.0
2023-03-08,8210.0
2023-03-09,8158.0
2023-03-10,8139.0
2023-03-13,8163.0
2023-03-14,8086.0
2023-03-15,8035.0
2023-03-16,7862.0
2023-03-17,7934.0
2023-03-20,7899.0
2023-03-21,7928.0
2023-03-22,7950.0
2023-03-23,7897.0
2023-03-24,7913.0
2023-03-27,7921.0
2023-03-28,7972.0
2023-03-29,7990.0
2023-03-30,7965.0
2023-03-31,8045.0
2023-04-03,8100.0
2023-04-04,8083.0
2023-04-06,7986.0
2023-04-07,8005.0
2023-04-10,7969.0
2023-04-11,7989.0
2023-04-12,8017.0
2023-04-13,7990.0
2023-04-14,8025.0
2023-04-17,8101.0
2023-04-18,8135.0
2023-04-19,8129.0
2023-04-20,8127.0
2023-04-21,8164.0
2023-04-24,8090.0
2023-04-25,8151.0
2023-04-26,8149.0
2023-04-27,7991.0
2023-04-28,7985.0
2023-05-04,7874.0
2023-05-05,7822.0
2023-05-08,7839.0
2023-05-09,7755.0
2023-05-10,7742.0
2023-05-11,7674.0
2023-05-12,7611.0
2023-05-15,7642.0
2023-05-16,7647.0
2023-05-17,7680.0
2023-05-18,7670.0
2023-05-19,7603.0
2023-05-22,7502.0
2023-05-23,7510.0
2023-05-24,7575.0
2023-05-25,7567.0
2023-05-26,7552.0
2023-05-29,7636.0
2023-05-30,7616.0
2023-05-31,7529.0
2023-06-01,7657.0
2023-06-02,7695.0
2023-06-05,7632.0
2023-06-06,7645.0
2023-06-07,7611.0
2023-06-08,7662.0
2023-06-09,7654.0
2023-06-12,7573.0
2023-06-13,7619.0
2023-06-14,7702.0
2023-06-15,7700.0
2023-06-16,7774.0
2023-06-19,7748.0
2023-06-20,7761.0
2023-06-21,7782.0
2023-06-26,7686.0
2023-06-27,7711.0
2023-06-28,7706.0
2023-06-29,7773.0
2023-06-30,7797.0
2023-07-03,7788.0
2023-07-04,7808.0
2023-07-05,7804.0
2023-07-06,7827.0
2023-07-07,7913.0
2023-07-10,7903.0
2023-07-11,7934.0
2023-07-12,7979.0
2023-07-13,8026.0
2023-07-14,8086.0
2023-07-17,7955.0
2023-07-18,8026.0
2023-07-19,8045.0
2023-07-20,8033.0
2023-07-21,8021.0
2023-07-24,7993.0
2023-07-25,8075.0
2023-07-26,8137.0
2023-07-27,8125.0
2023-07-28,8193.0
2023-07-31,8199.0
2023-08-01,8188.0
2023-08-02,8235.0
2023-08-03,8111.0
2023-08-04,8169.0
2023-08-07,8140.0
2023-08-08,8090.0
2023-08-09,8162.0
2023-08-10,8166.0
2023-08-11,8160.0
2023-08-14,8070.0
2023-08-15,8090.0
2023-08-16,8044.0
2023-08-17,8137.0
2023-08-18,8302.0
2023-08-21,8352.0
2023-08-22,8384.0
2023-08-23,8376.0
2023-08-24,8357.0
2023-08-25,8399.0
2023-08-28,8288.0
2023-08-29,8233.0
2023-08-30,8336.0
2023-08-31,8325.0
2023-09-01,8420.0
2023-09-04,8385.0
2023-09-05,8401.0
2023-09-06,8459.0
2023-09-07,8383.0
2023-09-08,8317.0
2023-09-11,8354.0
2023-09-12,8402.0
2023-09-13,8358.0
2023-09-14,8349.0
2023-09-15,8417.0
2023-09-18,8430.0
2023-09-19,8520.0
2023-09-20,8384.0
2023-09-21,8273.0
2023-09-22,8295.0
2023-09-25,8258.0
2023-09-26,8230.0
2023-09-27,8219.0
