datetime,CY2601
2025-02-21,20360.0
2025-02-25,20295.0
2025-02-28,20030.0
2025-03-03,20145.0
2025-03-05,20025.0
2025-03-10,20210.0
2025-03-12,20070.0
2025-03-18,20040.0
2025-03-21,19945.0
2025-03-26,19840.0
2025-04-09,18830.0
2025-04-10,18845.0
2025-04-23,19110.0
2025-04-24,19155.0
2025-04-25,19215.0
2025-04-28,19255.0
2025-04-29,18980.0
2025-04-30,18950.0
2025-05-06,19030.0
2025-05-08,19125.0
2025-05-09,19180.0
2025-05-12,19500.0
2025-05-15,19710.0
2025-05-19,19625.0
2025-05-20,19685.0
2025-05-29,19665.0
2025-05-30,19625.0
2025-06-03,19605.0
2025-06-05,19655.0
2025-06-06,19665.0
2025-06-09,19895.0
2025-06-10,19820.0
2025-06-11,19895.0
2025-06-12,19715.0
2025-06-16,19690.0
2025-06-18,19810.0
2025-06-19,19770.0
2025-06-24,19870.0
2025-06-25,19990.0
2025-06-26,20020.0
2025-06-27,20055.0
2025-06-30,20160.0
2025-07-02,20085.0
2025-07-07,19965.0
2025-07-09,19955.0
2025-07-10,19980.0
2025-07-11,20090.0
2025-07-14,20070.0
2025-07-15,20035.0
2025-07-16,20135.0
2025-07-17,20285.0
2025-07-18,20200.0
2025-07-21,20215.0
2025-07-22,20235.0
2025-07-23,20270.0
2025-07-24,20265.0
2025-07-25,20280.0
2025-07-28,20165.0
2025-07-29,20005.0
2025-07-30,19700.0
2025-07-31,19710.0
2025-08-01,19680.0
2025-08-04,19705.0
2025-08-05,19735.0
2025-08-06,19790.0
2025-08-07,19765.0
2025-08-08,19680.0
2025-08-11,19800.0
2025-08-12,19980.0
2025-08-13,20165.0
2025-08-14,20195.0
2025-08-15,20160.0
2025-08-18,20165.0
2025-08-19,20140.0
2025-08-20,20085.0
2025-08-21,20055.0
2025-08-22,20055.0
2025-08-25,20155.0
2025-08-26,20160.0
2025-08-27,20095.0
2025-08-28,20090.0
2025-08-29,20205.0
2025-09-01,20025.0
2025-09-02,20035.0
2025-09-03,19995.0
2025-09-04,19995.0
2025-09-05,19985.0
2025-09-08,19915.0
2025-09-09,19875.0
2025-09-10,19890.0
2025-09-11,19870.0
2025-09-12,19875.0
2025-09-15,19910.0
2025-09-16,19965.0
2025-09-17,19935.0
2025-09-18,19810.0
2025-09-19,19765.0
2025-09-22,19680.0
2025-09-23,19635.0
2025-09-24,19710.0
2025-09-25,19680.0
2025-09-26,19550.0
2025-09-29,19485.0
2025-09-30,19335.0
2025-10-09,19375.0
2025-10-10,19375.0
2025-10-13,19360.0
2025-10-14,19290.0
2025-10-15,19325.0
2025-10-16,19405.0
2025-10-17,19470.0
2025-10-20,19605.0
2025-10-21,19775.0
2025-10-22,19760.0
2025-10-23,19820.0
2025-10-24,19810.0
2025-10-27,19770.0
2025-10-28,19765.0
2025-10-29,19865.0
2025-10-30,19895.0
2025-10-31,19875.0
2025-11-03,19920.0
2025-11-04,19795.0
2025-11-05,19820.0
2025-11-06,19870.0
2025-11-07,19850.0
2025-11-10,19865.0
2025-11-11,19855.0
2025-11-12,19790.0
2025-11-13,19790.0
2025-11-14,19695.0
2025-11-17,19740.0
2025-11-18,19680.0
2025-11-19,19795.0
2025-11-20,19745.0
2025-11-21,19725.0
2025-11-24,20075.0
2025-11-25,20065.0
2025-11-26,20070.0
2025-11-27,20050.0
2025-11-28,20090.0
2025-12-01,20045.0
2025-12-02,20005.0
2025-12-03,19925.0
2025-12-04,19890.0
2025-12-05,19795.0
2025-12-08,19775.0
2025-12-09,19795.0
2025-12-10,19840.0
2025-12-11,19860.0
2025-12-12,19790.0
2025-12-15,19895.0
2025-12-16,19855.0
2025-12-17,19935.0
2025-12-18,19905.0
2025-12-19,19930.0
2025-12-22,20040.0
2025-12-23,20075.0
2025-12-24,20125.0
2025-12-25,20190.0
2025-12-26,20450.0
2025-12-29,20100.0
2025-12-30,20125.0
2025-12-31,20475.0
2026-01-06,20250.0
2026-01-07,20225.0
2026-01-09,20225.0
2026-01-14,19830.0
2026-01-16,20250.0
