datetime,CF2609
2025-09-15,13900.0
2025-09-16,14015.0
2025-09-17,14000.0
2025-09-18,13905.0
2025-09-19,13895.0
2025-09-22,13805.0
2025-09-23,13725.0
2025-09-24,13735.0
2025-09-25,13710.0
2025-09-26,13585.0
2025-09-29,13530.0
2025-09-30,13430.0
2025-10-09,13520.0
2025-10-10,13550.0
2025-10-13,13530.0
2025-10-14,13500.0
2025-10-15,13505.0
2025-10-16,13525.0
2025-10-17,13565.0
2025-10-20,13700.0
2025-10-21,13770.0
2025-10-22,13740.0
2025-10-23,13755.0
2025-10-24,13700.0
2025-10-27,13735.0
2025-10-28,13725.0
2025-10-29,13780.0
2025-10-30,13775.0
2025-10-31,13755.0
2025-11-03,13780.0
2025-11-04,13725.0
2025-11-05,13790.0
2025-11-06,13785.0
2025-11-07,13745.0
2025-11-10,13755.0
2025-11-11,13735.0
2025-11-12,13705.0
2025-11-13,13670.0
2025-11-14,13635.0
2025-11-17,13625.0
2025-11-18,13580.0
2025-11-19,13665.0
2025-11-20,13630.0
2025-11-21,13610.0
2025-11-24,13665.0
2025-11-25,13700.0
2025-11-26,13710.0
2025-11-27,13765.0
2025-11-28,13790.0
2025-12-01,13860.0
2025-12-02,13905.0
2025-12-03,13870.0
2025-12-04,13885.0
2025-12-05,13855.0
2025-12-08,13845.0
2025-12-09,13860.0
2025-12-10,13900.0
2025-12-11,14025.0
2025-12-12,14025.0
2025-12-15,14165.0
2025-12-16,14120.0
2025-12-17,14090.0
2025-12-18,14130.0
2025-12-19,14175.0
2025-12-22,14245.0
2025-12-23,14310.0
2025-12-24,14345.0
2025-12-25,14430.0
2025-12-26,14720.0
2025-12-29,14620.0
2025-12-30,14730.0
2025-12-31,14760.0
2026-01-05,14845.0
2026-01-06,15040.0
2026-01-07,15225.0
2026-01-08,14930.0
2026-01-09,14860.0
2026-01-12,14795.0
2026-01-13,14915.0
2026-01-14,14930.0
2026-01-15,14825.0
2026-01-16,14745.0
2026-01-19,14710.0
2026-01-20,14700.0
2026-01-21,14705.0
2026-01-22,14885.0
2026-01-23,14860.0
2026-01-26,14805.0
2026-01-27,14710.0
2026-01-28,15010.0
2026-01-29,15000.0
2026-01-30,14810.0
2026-02-02,14685.0
2026-02-03,14780.0
2026-02-04,14805.0
2026-02-05,14735.0
2026-02-06,14700.0
2026-02-09,14705.0
2026-02-10,14770.0
2026-02-11,14825.0
2026-02-12,14855.0
2026-02-13,14800.0
2026-02-24,15230.0
2026-02-25,15285.0
2026-02-26,15365.0
2026-02-27,15395.0
2026-03-02,15305.0
2026-03-03,15300.0
2026-03-04,15255.0
2026-03-05,15320.0
2026-03-06,15345.0
2026-03-09,15340.0
2026-03-10,15380.0
2026-03-11,15530.0
2026-03-12,15595.0
2026-03-13,15510.0
2026-03-16,15555.0
2026-03-17,15490.0
2026-03-18,15305.0
2026-03-19,15255.0
2026-03-20,15320.0
2026-03-23,15400.0
2026-03-24,15355.0
2026-03-25,15465.0
2026-03-26,15545.0
2026-03-27,15530.0
2026-03-30,15515.0
2026-03-31,15430.0
2026-04-01,15375.0
2026-04-02,15340.0
2026-04-03,15315.0
2026-04-07,15335.0
2026-04-08,15305.0
2026-04-09,15340.0
2026-04-10,15705.0
2026-04-13,15450.0
2026-04-14,15520.0
2026-04-15,15560.0
2026-04-16,15890.0
2026-04-17,15935.0
2026-04-20,16000.0
2026-04-21,15985.0
2026-04-22,16230.0
2026-04-23,16285.0
2026-04-24,16195.0
2026-04-27,16420.0
2026-04-28,16420.0
2026-04-29,16385.0
2026-04-30,16555.0
2026-05-06,16715.0
2026-05-07,16640.0
2026-05-08,16310.0
2026-05-11,16335.0
2026-05-12,16375.0
2026-05-13,16495.0
2026-05-14,16435.0
2026-05-15,16085.0
2026-05-18,16090.0
2026-05-19,16160.0
2026-05-20,16120.0
2026-05-21,15985.0
2026-05-22,15895.0
2026-05-25,15935.0
2026-05-26,16105.0
2026-05-27,16045.0
2026-05-28,16150.0
2026-05-29,16100.0
2026-06-01,16335.0
2026-06-02,16355.0
2026-06-03,16355.0
2026-06-04,16160.0
2026-06-05,15915.0
2026-06-08,15830.0
