datetime,JM2509
2024-09-18,1249.5
2024-09-19,1334.0
2024-09-20,1312.5
2024-09-23,1289.0
2024-09-24,1327.0
2024-09-25,1361.5
2024-09-26,1401.0
2024-09-27,1452.0
2024-09-30,1605.5
2024-10-08,1544.5
2024-10-09,1521.0
2024-10-10,1488.0
2024-10-11,1522.0
2024-10-14,1547.0
2024-10-15,1548.5
2024-10-16,1503.0
2024-10-17,1419.0
2024-10-18,1425.0
2024-10-21,1436.5
2024-10-22,1403.5
2024-10-23,1413.0
2024-10-24,1414.0
2024-10-25,1439.0
2024-10-28,1495.0
2024-10-29,1473.5
2024-10-30,1472.0
2024-10-31,1457.0
2024-11-01,1450.0
2024-11-04,1481.5
2024-11-05,1483.0
2024-11-06,1435.0
2024-11-07,1456.0
2024-11-08,1437.0
2024-11-11,1412.5
2024-11-12,1385.5
2024-11-13,1369.5
2024-11-14,1367.0
2024-11-15,1379.0
2024-11-18,1363.5
2024-11-19,1384.5
2024-11-20,1368.0
2024-11-21,1388.0
2024-11-22,1369.0
2024-11-25,1359.0
2024-11-26,1356.5
2024-11-27,1340.5
2024-11-28,1326.5
2024-11-29,1332.0
2024-12-02,1339.0
2024-12-03,1348.0
2024-12-04,1320.0
2024-12-05,1300.0
2024-12-06,1298.5
2024-12-09,1283.0
2024-12-10,1307.5
2024-12-11,1325.0
2024-12-12,1336.5
2024-12-13,1312.0
2024-12-16,1289.5
2024-12-17,1279.0
2024-12-18,1241.0
2024-12-19,1214.0
2024-12-20,1228.5
2024-12-23,1221.5
2024-12-24,1222.5
2024-12-25,1224.5
2024-12-26,1215.5
2024-12-27,1214.0
2024-12-30,1229.5
2024-12-31,1234.5
2025-01-02,1244.0
2025-01-03,1222.0
2025-01-06,1231.5
2025-01-07,1203.5
2025-01-08,1177.0
2025-01-09,1174.0
2025-01-10,1165.0
2025-01-13,1191.0
2025-01-14,1204.5
2025-01-15,1203.0
2025-01-16,1225.5
2025-01-17,1244.5
2025-01-20,1216.0
2025-01-21,1223.5
2025-01-22,1213.5
2025-01-23,1211.5
2025-01-24,1207.0
2025-01-27,1214.0
2025-02-05,1182.5
2025-02-06,1208.5
2025-02-07,1234.5
2025-02-10,1230.0
2025-02-11,1208.0
2025-02-12,1218.5
2025-02-13,1189.0
2025-02-14,1171.5
2025-02-17,1169.0
2025-02-18,1174.5
2025-02-19,1174.5
2025-02-20,1203.5
2025-02-21,1209.5
2025-02-24,1190.0
2025-02-25,1171.0
2025-02-26,1167.0
2025-02-27,1164.0
2025-02-28,1166.0
2025-03-03,1178.5
2025-03-04,1165.0
2025-03-05,1124.0
2025-03-06,1128.0
2025-03-07,1131.0
2025-03-10,1105.0
2025-03-11,1109.5
2025-03-12,1119.0
2025-03-13,1150.0
2025-03-14,1148.5
2025-03-17,1127.5
2025-03-18,1116.0
2025-03-19,1091.0
2025-03-20,1087.0
2025-03-21,1077.0
2025-03-24,1088.5
2025-03-25,1083.5
2025-03-26,1079.0
2025-03-27,1087.5
2025-03-28,1080.5
2025-03-31,1059.0
2025-04-01,1072.5
2025-04-02,1075.0
2025-04-03,1073.5
2025-04-07,1047.5
2025-04-08,1012.5
2025-04-09,1005.0
2025-04-10,1010.5
2025-04-11,996.5
2025-04-14,996.0
2025-04-15,985.5
2025-04-16,966.0
2025-04-17,950.5
2025-04-18,952.5
2025-04-21,956.5
2025-04-22,928.5
2025-04-23,962.5
2025-04-24,956.0
2025-04-25,956.0
2025-04-28,947.0
2025-04-29,932.0
2025-04-30,930.5
2025-05-06,911.5
2025-05-07,908.0
2025-05-08,894.0
2025-05-09,877.5
2025-05-12,889.5
2025-05-13,870.5
2025-05-14,894.5
2025-05-15,883.0
2025-05-16,852.5
2025-05-19,845.0
2025-05-20,838.5
2025-05-21,842.0
2025-05-22,827.5
2025-05-23,801.5
2025-05-26,799.5
2025-05-27,799.5
2025-05-28,779.0
2025-05-29,759.0
2025-05-30,726.0
2025-06-03,719.0
2025-06-04,768.0
2025-06-05,757.0
2025-06-06,778.5
2025-06-09,780.0
2025-06-10,785.0
2025-06-11,783.5
2025-06-12,766.5
2025-06-13,774.5
2025-06-16,795.5
2025-06-17,789.5
2025-06-18,790.5
2025-06-19,790.5
2025-06-20,795.0
2025-06-23,807.0
2025-06-24,784.0
2025-06-25,804.5
2025-06-26,819.5
2025-06-27,847.5
2025-06-30,825.0
2025-07-01,814.5
2025-07-02,843.5
2025-07-03,856.0
2025-07-04,839.5
2025-07-07,835.0
2025-07-08,843.5
2025-07-09,871.5
2025-07-10,897.0
2025-07-11,913.0
2025-07-14,920.0
2025-07-15,911.5
2025-07-16,897.0
2025-07-17,918.5
2025-07-18,926.0
2025-07-21,1006.0
2025-07-22,1048.5
2025-07-23,1135.5
2025-07-24,1198.5
2025-07-25,1259.0
2025-07-28,1100.5
2025-07-29,1120.5
2025-07-30,1117.0
2025-07-31,1045.5
2025-08-01,985.0
2025-08-04,1005.5
2025-08-05,1035.0
2025-08-06,1074.0
2025-08-07,1087.0
2025-08-08,1069.5
2025-08-11,1106.5
2025-08-12,1162.5
2025-08-13,1100.5
2025-08-14,1066.0
2025-08-15,1080.5
2025-08-18,1035.0
2025-08-19,1051.5
2025-08-20,1044.5
2025-08-21,1030.0
2025-08-22,1048.0
2025-08-25,1061.5
2025-08-26,1031.0
2025-08-27,1011.5
2025-08-28,1020.0
2025-08-29,986.5
2025-09-01,943.0
2025-09-02,972.5
2025-09-03,928.5
2025-09-04,970.5
2025-09-05,953.0
2025-09-08,966.5
2025-09-09,955.0
2025-09-10,988.5
2025-09-11,960.0
2025-09-12,900.0
