datetime,PP2009
2019-09-17,7878.0
2019-09-18,7740.0
2019-09-19,7655.0
2019-09-20,7678.0
2019-09-23,7689.0
2019-09-24,7696.0
2019-09-25,7696.0
2019-09-26,7690.0
2019-09-27,7611.0
2019-09-30,7668.0
2019-10-08,7620.0
2019-10-09,7591.0
2019-10-10,7584.0
2019-10-11,7630.0
2019-10-14,7692.0
2019-10-15,7650.0
2019-10-16,7590.0
2019-10-17,7568.0
2019-10-18,7606.0
2019-10-21,7534.0
2019-10-22,7540.0
2019-10-23,7570.0
2019-10-24,7605.0
2019-10-25,7586.0
2019-10-28,7597.0
2019-10-29,7550.0
2019-10-30,7540.0
2019-10-31,7526.0
2019-11-01,7527.0
2019-11-04,7543.0
2019-11-05,7557.0
2019-11-06,7529.0
2019-11-07,7525.0
2019-11-08,7515.0
2019-11-11,7479.0
2019-11-12,7519.0
2019-11-13,7491.0
2019-11-14,7485.0
2019-11-15,7393.0
2019-11-18,7409.0
2019-11-19,7380.0
2019-11-20,7377.0
2019-11-21,7410.0
2019-11-22,7435.0
2019-11-25,7487.0
2019-11-26,7451.0
2019-11-27,7440.0
2019-11-28,7418.0
2019-11-29,7466.0
2019-12-02,7477.0
2019-12-03,7502.0
2019-12-04,7473.0
2019-12-05,7487.0
2019-12-06,7514.0
2019-12-09,7485.0
2019-12-10,7513.0
2019-12-11,7455.0
2019-12-12,7464.0
2019-12-13,7466.0
2019-12-16,7515.0
2019-12-17,7473.0
2019-12-18,7433.0
2019-12-19,7466.0
2019-12-20,7476.0
2019-12-23,7490.0
2019-12-24,7465.0
2019-12-25,7498.0
2019-12-26,7558.0
2019-12-27,7585.0
2019-12-30,7601.0
2019-12-31,7567.0
2020-01-02,7593.0
2020-01-03,7566.0
2020-01-06,7655.0
2020-01-07,7583.0
2020-01-08,7659.0
2020-01-09,7633.0
2020-01-10,7697.0
2020-01-13,7757.0
2020-01-14,7691.0
2020-01-15,7592.0
2020-01-16,7571.0
2020-01-17,7552.0
2020-01-20,7550.0
2020-01-21,7489.0
2020-01-22,7374.0
2020-01-23,7358.0
2020-02-03,6936.0
2020-02-04,7023.0
2020-02-05,7028.0
2020-02-06,7058.0
2020-02-07,7019.0
2020-02-10,6989.0
2020-02-11,7002.0
2020-02-12,7005.0
2020-02-13,6976.0
2020-02-14,7000.0
2020-02-17,7065.0
2020-02-18,7102.0
2020-02-19,7189.0
2020-02-20,7254.0
2020-02-21,7223.0
2020-02-24,7208.0
2020-02-25,7206.0
2020-02-26,7171.0
2020-02-27,7146.0
2020-02-28,6975.0
2020-03-02,7102.0
2020-03-03,7189.0
2020-03-04,7231.0
2020-03-05,7263.0
2020-03-06,7245.0
2020-03-09,6938.0
2020-03-10,7062.0
2020-03-11,7051.0
2020-03-12,6934.0
2020-03-13,6935.0
2020-03-16,6790.0
2020-03-17,6777.0
2020-03-18,6585.0
2020-03-19,6524.0
2020-03-20,6616.0
2020-03-23,6400.0
2020-03-24,6428.0
2020-03-25,6415.0
2020-03-26,6176.0
2020-03-27,5911.0
2020-03-30,5638.0
2020-03-31,5819.0
2020-04-01,5820.0
2020-04-02,6151.0
2020-04-03,6326.0
2020-04-07,6639.0
2020-04-08,6546.0
2020-04-09,6743.0
2020-04-10,6984.0
2020-04-13,7218.0
2020-04-14,6744.0
2020-04-15,6677.0
2020-04-16,6757.0
2020-04-17,6875.0
