datetime,PF2501
2024-01-17,7426.0
2024-01-18,7374.0
2024-01-19,7444.0
2024-01-22,7440.0
2024-02-02,7296.0
2024-02-05,7300.0
2024-02-06,7326.0
2024-02-08,7338.0
2024-02-19,7398.0
2024-02-20,7388.0
2024-02-21,7436.0
2024-02-22,7442.0
2024-02-23,7470.0
2024-02-26,7414.0
2024-02-28,7448.0
2024-02-29,7440.0
2024-03-04,7420.0
2024-03-05,7342.0
2024-03-08,7366.0
2024-03-14,7474.0
2024-03-15,7540.0
2024-03-18,7550.0
2024-03-19,7538.0
2024-03-21,7468.0
2024-03-27,7490.0
2024-03-28,7510.0
2024-04-01,7540.0
2024-04-02,7604.0
2024-04-03,7598.0
2024-04-08,7570.0
2024-04-09,7580.0
2024-04-11,7538.0
2024-04-12,7500.0
2024-04-15,7544.0
2024-04-16,7594.0
2024-04-17,7568.0
2024-04-18,7504.0
2024-04-19,7488.0
2024-04-22,7526.0
2024-04-23,7502.0
2024-04-24,7492.0
2024-04-25,7454.0
2024-04-26,7492.0
2024-04-29,7466.0
2024-04-30,7466.0
2024-05-06,7414.0
2024-05-07,7434.0
2024-05-08,7398.0
2024-05-09,7386.0
2024-05-10,7368.0
2024-05-13,7360.0
2024-05-14,7354.0
2024-05-15,7380.0
2024-05-16,7444.0
2024-05-17,7502.0
2024-05-20,7530.0
2024-05-21,7540.0
2024-05-22,7530.0
2024-05-23,7466.0
2024-05-24,7528.0
2024-05-27,7562.0
2024-05-28,7570.0
2024-05-29,7570.0
2024-05-30,7614.0
2024-05-31,7538.0
2024-06-03,7484.0
2024-06-04,7426.0
2024-06-05,7416.0
2024-06-06,7428.0
2024-06-07,7460.0
2024-06-11,7486.0
2024-06-12,7506.0
2024-06-13,7478.0
2024-06-14,7486.0
2024-06-17,7424.0
2024-06-18,7430.0
2024-06-19,7490.0
2024-06-20,7504.0
2024-06-21,7502.0
2024-06-24,7560.0
2024-06-25,7620.0
2024-06-26,7596.0
2024-06-27,7584.0
2024-06-28,7624.0
2024-07-01,7626.0
2024-07-02,7630.0
2024-07-03,7720.0
2024-07-04,7704.0
2024-07-05,7652.0
2024-07-08,7624.0
2024-07-09,7586.0
2024-07-10,7536.0
2024-07-11,7584.0
2024-07-12,7576.0
2024-07-15,7520.0
2024-07-16,7516.0
2024-07-17,7498.0
2024-07-18,7512.0
2024-07-19,7478.0
2024-07-22,7466.0
2024-07-23,7450.0
2024-07-24,7426.0
2024-07-25,7392.0
2024-07-26,7406.0
2024-07-29,7422.0
2024-07-30,7344.0
2024-07-31,7428.0
2024-08-01,7454.0
2024-08-02,7450.0
2024-08-05,7326.0
2024-08-06,7268.0
2024-08-07,7228.0
2024-08-08,7220.0
2024-08-09,7210.0
2024-08-12,7226.0
2024-08-13,7238.0
2024-08-14,7196.0
2024-08-15,7162.0
2024-08-16,7212.0
2024-08-19,7070.0
2024-08-20,7084.0
2024-08-21,7152.0
2024-08-22,7078.0
2024-08-23,7050.0
2024-08-26,7172.0
2024-08-27,7204.0
2024-08-28,7128.0
2024-08-29,7138.0
2024-08-30,7146.0
2024-09-02,6902.0
2024-09-03,6930.0
2024-09-04,6850.0
2024-09-05,6776.0
2024-09-06,6774.0
2024-09-09,6742.0
2024-09-10,6526.0
2024-09-11,6576.0
2024-09-12,6660.0
2024-09-13,6744.0
2024-09-18,6610.0
2024-09-19,6710.0
2024-09-20,6636.0
2024-09-23,6580.0
2024-09-24,6716.0
2024-09-25,6778.0
2024-09-26,6714.0
2024-09-27,6826.0
2024-09-30,7038.0
2024-10-08,7172.0
2024-10-09,7146.0
2024-10-10,7096.0
2024-10-11,7102.0
2024-10-14,7066.0
2024-10-15,6932.0
2024-10-16,6858.0
2024-10-17,6754.0
2024-10-18,6822.0
2024-10-21,6770.0
2024-10-22,6808.0
2024-10-23,6826.0
2024-10-24,6828.0
2024-10-25,6840.0
2024-10-28,6832.0
2024-10-29,6722.0
2024-10-30,6728.0
2024-10-31,6792.0
2024-11-01,6834.0
2024-11-04,6810.0
2024-11-05,6848.0
2024-11-06,6764.0
2024-11-07,6892.0
2024-11-08,6916.0
2024-11-11,6922.0
2024-11-12,6904.0
2024-11-13,6934.0
2024-11-14,6898.0
2024-11-15,6838.0
2024-11-18,6860.0
2024-11-19,6834.0
2024-11-20,6882.0
2024-11-21,6870.0
2024-11-22,6868.0
2024-11-25,6848.0
2024-11-26,6830.0
2024-11-27,6844.0
2024-11-28,6782.0
2024-11-29,6858.0
2024-12-02,6892.0
2024-12-03,6884.0
2024-12-04,6882.0
2024-12-05,6822.0
2024-12-06,6836.0
2024-12-09,6796.0
2024-12-10,6850.0
2024-12-11,6880.0
2024-12-12,6916.0
2024-12-13,6956.0
2024-12-16,7030.0
2024-12-17,7026.0
2024-12-18,6992.0
2024-12-19,6938.0
2024-12-20,6918.0
2024-12-23,6940.0
2024-12-24,6864.0
2024-12-25,6876.0
2024-12-26,6842.0
2024-12-27,6798.0
2024-12-30,6802.0
2024-12-31,6750.0
2025-01-02,6848.0
2025-01-03,6868.0
2025-01-06,6872.0
2025-01-09,6800.0
