datetime,TA2305
2022-05-19,6284.0
2022-05-20,6326.0
2022-05-23,6318.0
2022-05-24,6220.0
2022-05-25,6272.0
2022-05-26,6274.0
2022-05-27,6282.0
2022-05-30,6336.0
2022-05-31,6412.0
2022-06-01,6276.0
2022-06-02,6278.0
2022-06-06,6628.0
2022-06-07,6726.0
2022-06-08,6842.0
2022-06-09,6874.0
2022-06-10,6930.0
2022-06-13,6808.0
2022-06-14,6762.0
2022-06-15,6668.0
2022-06-16,6602.0
2022-06-17,6572.0
2022-06-20,6512.0
2022-06-21,6466.0
2022-06-22,6342.0
2022-06-23,6344.0
2022-06-24,6058.0
2022-06-27,6150.0
2022-06-28,6300.0
2022-06-29,6130.0
2022-06-30,6078.0
2022-07-01,5896.0
2022-07-04,6026.0
2022-07-05,5942.0
2022-07-06,5758.0
2022-07-07,5570.0
2022-07-08,5670.0
2022-07-11,5708.0
2022-07-12,5644.0
2022-07-13,5420.0
2022-07-14,5332.0
2022-07-15,5158.0
2022-07-18,5510.0
2022-07-19,5400.0
2022-07-20,5440.0
2022-07-21,5408.0
2022-07-22,5398.0
2022-07-25,5300.0
2022-07-26,5474.0
2022-07-27,5424.0
2022-07-28,5614.0
2022-07-29,5522.0
2022-08-01,5540.0
2022-08-02,5538.0
2022-08-03,5552.0
2022-08-04,5382.0
2022-08-05,5252.0
2022-08-08,5418.0
2022-08-09,5420.0
2022-08-10,5386.0
2022-08-11,5444.0
2022-08-12,5518.0
2022-08-15,5542.0
2022-08-16,5406.0
2022-08-17,5326.0
2022-08-18,5362.0
2022-08-19,5222.0
2022-08-22,5284.0
2022-08-23,5498.0
2022-08-24,5564.0
2022-08-25,5550.0
2022-08-26,5516.0
2022-08-29,5392.0
2022-08-30,5382.0
2022-08-31,5384.0
2022-09-01,5412.0
2022-09-02,5222.0
2022-09-05,5490.0
2022-09-06,5494.0
2022-09-07,5314.0
2022-09-08,5294.0
2022-09-09,5464.0
2022-09-13,5552.0
2022-09-14,5502.0
2022-09-15,5472.0
2022-09-16,5450.0
2022-09-19,5302.0
2022-09-20,5348.0
2022-09-21,5390.0
2022-09-22,5384.0
2022-09-23,5330.0
2022-09-26,5168.0
2022-09-27,5162.0
2022-09-28,5056.0
2022-09-29,5166.0
2022-09-30,5216.0
2022-10-10,5502.0
2022-10-11,5410.0
2022-10-12,5366.0
2022-10-13,5306.0
2022-10-14,5358.0
2022-10-17,5292.0
2022-10-18,5370.0
2022-10-19,5252.0
2022-10-20,5312.0
2022-10-21,5254.0
2022-10-24,5236.0
2022-10-25,5186.0
2022-10-26,5182.0
2022-10-27,5162.0
2022-10-28,5018.0
2022-10-31,4926.0
2022-11-01,5064.0
2022-11-02,5080.0
2022-11-03,5108.0
2022-11-04,5310.0
2022-11-07,5266.0
2022-11-08,5248.0
2022-11-09,5236.0
2022-11-10,5208.0
2022-11-11,5368.0
2022-11-14,5354.0
2022-11-15,5352.0
2022-11-16,5354.0
2022-11-17,5264.0
2022-11-18,5318.0
2022-11-21,5138.0
2022-11-22,5102.0
2022-11-23,5094.0
2022-11-24,5090.0
2022-11-25,5088.0
2022-11-28,5012.0
2022-11-29,5114.0
2022-11-30,5134.0
2022-12-01,5158.0
2022-12-02,5184.0
2022-12-05,5114.0
2022-12-06,4996.0
2022-12-07,4872.0
2022-12-08,4972.0
2022-12-09,5028.0
2022-12-12,5084.0
2022-12-13,5172.0
2022-12-14,5186.0
2022-12-15,5284.0
2022-12-16,5352.0
2022-12-19,5300.0
2022-12-20,5340.0
2022-12-21,5424.0
2022-12-22,5428.0
2022-12-23,5406.0
2022-12-26,5432.0
2022-12-27,5496.0
2022-12-28,5492.0
2022-12-29,5488.0
2022-12-30,5540.0
2023-01-03,5530.0
2023-01-04,5438.0
2023-01-05,5296.0
2023-01-06,5326.0
2023-01-09,5288.0
2023-01-10,5310.0
2023-01-11,5322.0
2023-01-12,5470.0
2023-01-13,5580.0
2023-01-16,5514.0
2023-01-17,5532.0
2023-01-18,5728.0
2023-01-19,5726.0
2023-01-20,5850.0
2023-01-30,5810.0
2023-01-31,5742.0
2023-02-01,5794.0
2023-02-02,5618.0
2023-02-03,5638.0
2023-02-06,5640.0
2023-02-07,5666.0
2023-02-08,5624.0
2023-02-09,5620.0
2023-02-10,5460.0
2023-02-13,5474.0
2023-02-14,5466.0
2023-02-15,5462.0
2023-02-16,5518.0
2023-02-17,5438.0
2023-02-20,5466.0
2023-02-21,5590.0
2023-02-22,5602.0
2023-02-23,5574.0
2023-02-24,5638.0
2023-02-27,5542.0
2023-02-28,5618.0
2023-03-01,5746.0
2023-03-02,5724.0
2023-03-03,5762.0
2023-03-06,5776.0
2023-03-07,5798.0
2023-03-08,5808.0
2023-03-09,5758.0
2023-03-10,5734.0
2023-03-13,5806.0
2023-03-14,5612.0
2023-03-15,5620.0
2023-03-16,5524.0
2023-03-17,5710.0
2023-03-20,5858.0
2023-03-21,5852.0
2023-03-22,5876.0
2023-03-23,5852.0
2023-03-24,6070.0
2023-03-27,6044.0
2023-03-28,6096.0
2023-03-29,6188.0
2023-03-30,6270.0
2023-03-31,6220.0
2023-04-03,6300.0
2023-04-04,6398.0
2023-04-06,6298.0
2023-04-07,6260.0
2023-04-10,6234.0
2023-04-11,6322.0
2023-04-12,6150.0
2023-04-13,6226.0
2023-04-14,6374.0
2023-04-17,6472.0
2023-04-18,6396.0
2023-04-19,6334.0
2023-04-20,6292.0
2023-04-21,6218.0
2023-04-24,6130.0
2023-04-25,6126.0
2023-04-26,6118.0
2023-04-27,6084.0
2023-04-28,6148.0
2023-05-04,5886.0
2023-05-05,5910.0
2023-05-08,5938.0
2023-05-09,5812.0
2023-05-10,5686.0
2023-05-11,5724.0
2023-05-12,5502.0
2023-05-15,5498.0
2023-05-16,5486.0
2023-05-17,5484.0
