datetime,SM2305
2022-05-25,8202.0
2022-05-26,8096.0
2022-05-27,8262.0
2022-05-30,8352.0
2022-06-01,8274.0
2022-06-02,8416.0
2022-06-06,8360.0
2022-06-07,8394.0
2022-06-08,8470.0
2022-06-09,8570.0
2022-06-10,8516.0
2022-06-13,8290.0
2022-06-14,8210.0
2022-06-15,8176.0
2022-06-16,8110.0
2022-06-17,8000.0
2022-06-20,7794.0
2022-06-21,7780.0
2022-06-22,7656.0
2022-06-23,7704.0
2022-06-24,7624.0
2022-06-27,7904.0
2022-06-28,7884.0
2022-06-29,7914.0
2022-06-30,7818.0
2022-07-01,7824.0
2022-07-04,7586.0
2022-07-05,7618.0
2022-07-06,7772.0
2022-07-07,7640.0
2022-07-08,7630.0
2022-07-11,7672.0
2022-07-12,7478.0
2022-07-13,7290.0
2022-07-14,7300.0
2022-07-15,6984.0
2022-07-18,7112.0
2022-07-19,7056.0
2022-07-20,7140.0
2022-07-21,7100.0
2022-07-22,7192.0
2022-07-25,7036.0
2022-07-26,7136.0
2022-07-27,7014.0
2022-07-28,7168.0
2022-07-29,7170.0
2022-08-01,7206.0
2022-08-02,7192.0
2022-08-03,7240.0
2022-08-04,7078.0
2022-08-05,7030.0
2022-08-08,7072.0
2022-08-09,7126.0
2022-08-10,7190.0
2022-08-11,7266.0
2022-08-12,7312.0
2022-08-15,7284.0
2022-08-16,7324.0
2022-08-17,7136.0
2022-08-18,7070.0
2022-08-19,6962.0
2022-08-22,6938.0
2022-08-23,7068.0
2022-08-24,7170.0
2022-08-25,7294.0
2022-08-26,7330.0
2022-08-29,7046.0
2022-08-30,7086.0
2022-08-31,6996.0
2022-09-01,6874.0
2022-09-02,6814.0
2022-09-05,6832.0
2022-09-06,6832.0
2022-09-07,6786.0
2022-09-08,6804.0
2022-09-09,7088.0
2022-09-13,7174.0
2022-09-14,7084.0
2022-09-15,7042.0
2022-09-16,7094.0
2022-09-19,7130.0
2022-09-20,7186.0
2022-09-21,7236.0
2022-09-22,7312.0
2022-09-23,7290.0
2022-09-26,7260.0
2022-09-27,7284.0
2022-09-28,7236.0
2022-09-29,7308.0
2022-09-30,7320.0
2022-10-10,7446.0
2022-10-11,7272.0
2022-10-12,7174.0
2022-10-13,7138.0
2022-10-14,7166.0
2022-10-17,7100.0
2022-10-18,7052.0
2022-10-19,6930.0
2022-10-20,6812.0
2022-10-21,6824.0
2022-10-24,6834.0
2022-10-25,6848.0
2022-10-26,6782.0
2022-10-27,6750.0
2022-10-28,6786.0
2022-10-31,6668.0
2022-11-01,6650.0
2022-11-02,6746.0
2022-11-03,6966.0
2022-11-04,7052.0
2022-11-07,7100.0
2022-11-08,7098.0
2022-11-09,7134.0
2022-11-10,7014.0
2022-11-11,7202.0
2022-11-14,7180.0
2022-11-15,7208.0
2022-11-16,7240.0
2022-11-17,7236.0
2022-11-18,7314.0
2022-11-21,7156.0
2022-11-22,6970.0
2022-11-23,6968.0
2022-11-24,7190.0
2022-11-25,7216.0
2022-11-28,7222.0
2022-11-29,7274.0
2022-11-30,7310.0
2022-12-01,7326.0
2022-12-02,7408.0
2022-12-05,7370.0
2022-12-06,7390.0
2022-12-07,7366.0
2022-12-08,7400.0
2022-12-09,7512.0
2022-12-12,7510.0
2022-12-13,7536.0
2022-12-14,7590.0
2022-12-15,7674.0
2022-12-16,7580.0
2022-12-19,7266.0
2022-12-20,7208.0
2022-12-21,7300.0
2022-12-22,7456.0
2022-12-23,7388.0
2022-12-26,7470.0
2022-12-27,7488.0
2022-12-28,7458.0
2022-12-29,7646.0
2022-12-30,7684.0
2023-01-03,7566.0
2023-01-04,7546.0
2023-01-05,7520.0
2023-01-06,7526.0
2023-01-09,7626.0
2023-01-10,7632.0
2023-01-11,7660.0
2023-01-12,7672.0
2023-01-13,7694.0
2023-01-16,7592.0
2023-01-17,7788.0
2023-01-18,7770.0
2023-01-19,7824.0
2023-01-20,7674.0
2023-01-30,7692.0
2023-01-31,7542.0
2023-02-01,7440.0
2023-02-02,7472.0
2023-02-03,7430.0
2023-02-06,7422.0
2023-02-07,7402.0
2023-02-08,7460.0
2023-02-09,7528.0
2023-02-10,7392.0
2023-02-13,7366.0
2023-02-14,7440.0
2023-02-15,7474.0
2023-02-16,7526.0
2023-02-17,7414.0
2023-02-20,7458.0
2023-02-21,7600.0
2023-02-22,7594.0
2023-02-23,7578.0
2023-02-24,7482.0
2023-02-27,7386.0
2023-02-28,7406.0
2023-03-01,7502.0
2023-03-02,7494.0
2023-03-03,7482.0
2023-03-06,7392.0
2023-03-07,7372.0
2023-03-08,7378.0
2023-03-09,7408.0
2023-03-10,7356.0
2023-03-13,7340.0
2023-03-14,7354.0
2023-03-15,7320.0
2023-03-16,7244.0
2023-03-17,7340.0
2023-03-20,7368.0
2023-03-21,7332.0
2023-03-22,7276.0
2023-03-23,7260.0
2023-03-24,7328.0
2023-03-27,7356.0
2023-03-28,7366.0
2023-03-29,7226.0
2023-03-30,7208.0
2023-03-31,7232.0
2023-04-03,7220.0
2023-04-04,7216.0
2023-04-06,7120.0
2023-04-07,7138.0
2023-04-10,7086.0
2023-04-11,7106.0
2023-04-12,7144.0
2023-04-13,7162.0
2023-04-14,7132.0
2023-04-17,7150.0
2023-04-18,7172.0
2023-04-19,7206.0
2023-04-20,7164.0
2023-04-21,7052.0
2023-04-24,7022.0
2023-04-25,7010.0
2023-04-26,6962.0
2023-04-27,7142.0
2023-04-28,7186.0
2023-05-04,7142.0
2023-05-05,7086.0
2023-05-08,7118.0
2023-05-09,7056.0
2023-05-10,7024.0
2023-05-11,7002.0
2023-05-12,7000.0
2023-05-17,6900.0
