datetime,CY2205
2021-06-11,24420.0
2021-06-21,23965.0
2021-06-28,24230.0
2021-06-29,24000.0
2021-07-01,24055.0
2021-07-02,24170.0
2021-07-05,24420.0
2021-07-23,25425.0
2021-07-28,26035.0
2021-07-29,26155.0
2021-07-30,26155.0
2021-08-03,25850.0
2021-08-06,26140.0
2021-08-09,26295.0
2021-08-12,26265.0
2021-08-13,26645.0
2021-08-16,26530.0
2021-08-17,26665.0
2021-08-18,26665.0
2021-08-19,26465.0
2021-08-20,25650.0
2021-08-23,25995.0
2021-08-24,25580.0
2021-08-26,25850.0
2021-08-30,25145.0
2021-08-31,24990.0
2021-09-01,24690.0
2021-09-02,24700.0
2021-09-03,25245.0
2021-09-06,25445.0
2021-09-08,25650.0
2021-09-09,25755.0
2021-09-10,24850.0
2021-09-13,24360.0
2021-09-14,24555.0
2021-09-15,24505.0
2021-09-16,24735.0
2021-09-17,24545.0
2021-09-22,24245.0
2021-09-23,24105.0
2021-09-24,24480.0
2021-09-27,25335.0
2021-09-28,25900.0
2021-09-29,26125.0
2021-09-30,26805.0
2021-10-08,28680.0
2021-10-11,28565.0
2021-10-12,28740.0
2021-10-13,28170.0
2021-10-14,28430.0
2021-10-15,30015.0
2021-10-18,29000.0
2021-10-19,28805.0
2021-10-20,28600.0
2021-10-21,28705.0
2021-10-22,28570.0
2021-10-25,28750.0
2021-10-26,28535.0
2021-10-27,28385.0
2021-10-28,28745.0
2021-10-29,28510.0
2021-11-01,28745.0
2021-11-02,28770.0
2021-11-03,28535.0
2021-11-04,28210.0
2021-11-05,28225.0
2021-11-08,28400.0
2021-11-09,28250.0
2021-11-10,28315.0
2021-11-11,28385.0
2021-11-12,28390.0
2021-11-15,28530.0
2021-11-16,28800.0
2021-11-17,28755.0
2021-11-18,28715.0
2021-11-19,28675.0
2021-11-22,28585.0
2021-11-23,28235.0
2021-11-24,28510.0
2021-11-25,28365.0
2021-11-26,28155.0
2021-11-29,27640.0
2021-11-30,26310.0
2021-12-01,26735.0
2021-12-02,26385.0
2021-12-03,26580.0
2021-12-06,26695.0
2021-12-07,26780.0
2021-12-08,26680.0
2021-12-09,26575.0
2021-12-10,26525.0
2021-12-13,26435.0
2021-12-14,26315.0
2021-12-15,26395.0
2021-12-16,26505.0
2021-12-17,26945.0
2021-12-20,26640.0
2021-12-21,26765.0
2021-12-22,26735.0
2021-12-23,26900.0
2021-12-24,26935.0
2021-12-27,26830.0
2021-12-28,27355.0
2021-12-29,27205.0
2021-12-30,27680.0
2021-12-31,27840.0
2022-01-04,27980.0
2022-01-05,28250.0
2022-01-06,28190.0
2022-01-07,28530.0
2022-01-10,28630.0
2022-01-11,28540.0
2022-01-12,28690.0
2022-01-13,28885.0
2022-01-14,28745.0
2022-01-17,29010.0
2022-01-18,28705.0
2022-01-19,29130.0
2022-01-20,29060.0
2022-01-21,29060.0
2022-01-24,28980.0
2022-01-25,28940.0
2022-01-26,28985.0
2022-01-27,28895.0
2022-01-28,28800.0
2022-02-07,29255.0
2022-02-08,28995.0
2022-02-09,29010.0
2022-02-10,29000.0
2022-02-11,29075.0
2022-02-14,29115.0
2022-02-15,28710.0
2022-02-16,28440.0
2022-02-17,28455.0
2022-02-18,28350.0
2022-02-21,28325.0
2022-02-22,28305.0
2022-02-23,28385.0
2022-02-24,28605.0
2022-02-25,28030.0
2022-02-28,27755.0
2022-03-01,28025.0
2022-03-02,28490.0
2022-03-03,28325.0
2022-03-04,28150.0
2022-03-07,28325.0
2022-03-08,28560.0
2022-03-09,28725.0
2022-03-10,28455.0
2022-03-11,28540.0
2022-03-14,28205.0
2022-03-15,27775.0
2022-03-16,28165.0
2022-03-17,28145.0
2022-03-18,28380.0
2022-03-21,28560.0
2022-03-22,28760.0
2022-03-23,28710.0
2022-03-24,28605.0
2022-03-25,28855.0
2022-03-28,28815.0
2022-03-29,28480.0
2022-03-30,28440.0
2022-03-31,28220.0
2022-04-01,28285.0
2022-04-06,28290.0
2022-04-07,28050.0
2022-04-08,27860.0
2022-04-11,27380.0
2022-04-12,27385.0
2022-04-13,27495.0
2022-04-14,27515.0
2022-04-15,27585.0
2022-04-18,27735.0
2022-04-19,27830.0
2022-04-20,27290.0
2022-04-21,27395.0
2022-04-22,27365.0
2022-04-25,26650.0
2022-04-26,26635.0
2022-04-27,26730.0
2022-04-28,26905.0
2022-04-29,27400.0
2022-05-05,27555.0
2022-05-06,26710.0
2022-05-09,26600.0
2022-05-11,26795.0
2022-05-12,26900.0
