d,c
2024-09-18,2624.0
2024-09-19,2643.0
2024-09-20,2656.0
2024-09-23,2632.0
2024-09-24,2635.0
2024-09-25,2645.0
2024-09-26,2654.0
2024-09-27,2686.0
2024-09-30,2728.0
2024-10-08,2702.0
2024-10-09,2700.0
2024-10-10,2699.0
2024-10-11,2695.0
2024-10-14,2710.0
2024-10-15,2709.0
2024-10-16,2699.0
2024-10-17,2680.0
2024-10-18,2687.0
2024-10-21,2667.0
2024-10-22,2690.0
2024-10-23,2721.0
2024-10-24,2721.0
2024-10-25,2721.0
2024-10-28,2732.0
2024-10-29,2726.0
2024-10-30,2755.0
2024-10-31,2758.0
2024-11-01,2747.0
2024-11-04,2725.0
2024-11-05,2730.0
2024-11-06,2721.0
2024-11-07,2734.0
2024-11-08,2722.0
2024-11-11,2709.0
2024-11-12,2709.0
2024-11-13,2710.0
2024-11-14,2717.0
2024-11-15,2703.0
2024-11-18,2722.0
2024-11-19,2724.0
2024-11-20,2712.0
2024-11-21,2713.0
2024-11-22,2704.0
2024-11-25,2697.0
2024-11-26,2694.0
2024-11-27,2680.0
2024-11-28,2669.0
2024-11-29,2660.0
2024-12-02,2646.0
2024-12-03,2643.0
2024-12-04,2615.0
2024-12-05,2618.0
2024-12-06,2599.0
2024-12-09,2604.0
2024-12-10,2631.0
2024-12-11,2639.0
2024-12-12,2636.0
2024-12-13,2634.0
2024-12-16,2641.0
2024-12-17,2615.0
2024-12-18,2609.0
2024-12-19,2613.0
2024-12-20,2622.0
2024-12-23,2620.0
2024-12-24,2623.0
2024-12-25,2638.0
2024-12-26,2639.0
2024-12-27,2661.0
2024-12-30,2669.0
2024-12-31,2664.0
2025-01-02,2665.0
2025-01-03,2655.0
2025-01-06,2659.0
2025-01-07,2664.0
2025-01-08,2669.0
2025-01-09,2669.0
2025-01-10,2678.0
2025-01-13,2695.0
2025-01-14,2693.0
2025-01-15,2691.0
2025-01-16,2698.0
2025-01-17,2702.0
2025-01-20,2703.0
2025-01-21,2698.0
2025-01-22,2686.0
2025-01-23,2693.0
2025-01-24,2674.0
2025-01-27,2693.0
2025-02-05,2684.0
2025-02-06,2711.0
2025-02-07,2697.0
2025-02-10,2710.0
2025-02-11,2722.0
2025-02-12,2732.0
2025-02-13,2724.0
2025-02-14,2732.0
2025-02-17,2718.0
2025-02-18,2716.0
2025-02-19,2711.0
2025-02-20,2701.0
2025-02-21,2712.0
2025-02-24,2730.0
2025-02-25,2722.0
2025-02-26,2718.0
2025-02-27,2742.0
2025-02-28,2743.0
2025-03-03,2765.0
2025-03-04,2770.0
2025-03-05,2734.0
2025-03-06,2765.0
2025-03-07,2763.0
2025-03-10,2775.0
2025-03-11,2787.0
2025-03-12,2776.0
2025-03-13,2763.0
2025-03-14,2775.0
2025-03-17,2762.0
2025-03-18,2766.0
2025-03-19,2755.0
2025-03-20,2753.0
2025-03-21,2760.0
2025-03-24,2740.0
2025-03-25,2739.0
2025-03-26,2712.0
2025-03-27,2717.0
2025-03-28,2710.0
2025-03-31,2697.0
2025-04-01,2702.0
2025-04-02,2720.0
2025-04-03,2735.0
2025-04-07,2732.0
2025-04-08,2749.0
2025-04-09,2725.0
2025-04-10,2726.0
2025-04-11,2732.0
2025-04-14,2730.0
2025-04-15,2733.0
2025-04-16,2740.0
2025-04-17,2733.0
2025-04-18,2707.0
2025-04-21,2722.0
2025-04-22,2751.0
2025-04-23,2751.0
2025-04-24,2765.0
2025-04-25,2772.0
2025-04-28,2800.0
2025-04-29,2798.0
2025-04-30,2816.0
2025-05-06,2804.0
2025-05-07,2811.0
2025-05-08,2802.0
2025-05-09,2810.0
2025-05-12,2802.0
2025-05-13,2771.0
2025-05-14,2773.0
2025-05-15,2761.0
2025-05-16,2756.0
2025-05-19,2743.0
2025-05-20,2729.0
2025-05-21,2738.0
2025-05-22,2740.0
2025-05-23,2737.0
2025-05-26,2723.0
2025-05-27,2712.0
2025-05-28,2723.0
2025-05-29,2734.0
2025-05-30,2738.0
2025-06-03,2727.0
2025-06-04,2733.0
2025-06-05,2735.0
2025-06-06,2730.0
2025-06-09,2758.0
2025-06-10,2775.0
2025-06-11,2775.0
2025-06-12,2776.0
2025-06-13,2782.0
2025-06-16,2781.0
2025-06-17,2778.0
2025-06-18,2778.0
2025-06-19,2790.0
2025-06-20,2788.0
2025-06-23,2786.0
2025-06-24,2744.0
2025-06-25,2732.0
2025-06-26,2728.0
2025-06-27,2743.0
