datetime,SA2609
2025-09-15,1412.0
2025-09-16,1448.0
2025-09-17,1452.0
2025-09-18,1442.0
2025-09-19,1454.0
2025-09-22,1438.0
2025-09-23,1423.0
2025-09-24,1448.0
2025-09-25,1459.0
2025-09-26,1439.0
2025-09-29,1427.0
2025-09-30,1410.0
2025-10-09,1409.0
2025-10-10,1406.0
2025-10-13,1406.0
2025-10-14,1389.0
2025-10-15,1384.0
2025-10-16,1384.0
2025-10-17,1360.0
2025-10-20,1365.0
2025-10-21,1361.0
2025-10-22,1370.0
2025-10-23,1379.0
2025-10-24,1379.0
2025-10-27,1390.0
2025-10-28,1384.0
2025-10-29,1400.0
2025-10-30,1382.0
2025-10-31,1383.0
2025-11-03,1362.0
2025-11-04,1354.0
2025-11-05,1355.0
2025-11-06,1364.0
2025-11-07,1363.0
2025-11-10,1364.0
2025-11-11,1356.0
2025-11-12,1354.0
2025-11-13,1375.0
2025-11-14,1369.0
2025-11-17,1374.0
2025-11-18,1352.0
2025-11-19,1325.0
2025-11-20,1298.0
2025-11-21,1303.0
2025-11-24,1317.0
2025-11-25,1311.0
2025-11-26,1309.0
2025-11-27,1304.0
2025-11-28,1303.0
2025-12-01,1304.0
2025-12-02,1307.0
2025-12-03,1295.0
2025-12-04,1294.0
2025-12-05,1275.0
2025-12-08,1254.0
2025-12-09,1241.0
2025-12-10,1218.0
2025-12-11,1212.0
2025-12-12,1184.0
2025-12-15,1208.0
2025-12-16,1221.0
2025-12-17,1221.0
2025-12-18,1250.0
2025-12-19,1236.0
2025-12-22,1223.0
2025-12-23,1232.0
2025-12-24,1241.0
2025-12-25,1240.0
2025-12-26,1258.0
2025-12-29,1247.0
2025-12-30,1277.0
2025-12-31,1274.0
2026-01-05,1249.0
2026-01-06,1259.0
2026-01-07,1329.0
2026-01-08,1305.0
2026-01-09,1295.0
2026-01-12,1302.0
2026-01-13,1273.0
2026-01-14,1284.0
2026-01-15,1256.0
2026-01-16,1259.0
2026-01-19,1253.0
2026-01-20,1238.0
2026-01-21,1226.0
2026-01-22,1247.0
2026-01-23,1261.0
2026-01-26,1266.0
2026-01-27,1255.0
2026-01-28,1259.0
2026-01-29,1281.0
2026-01-30,1266.0
2026-02-02,1263.0
2026-02-03,1265.0
2026-02-04,1289.0
2026-02-05,1273.0
2026-02-06,1253.0
2026-02-09,1243.0
2026-02-10,1234.0
2026-02-11,1240.0
2026-02-12,1229.0
2026-02-13,1219.0
2026-02-24,1231.0
2026-02-25,1253.0
2026-02-26,1253.0
2026-02-27,1257.0
2026-03-02,1252.0
2026-03-03,1276.0
2026-03-04,1265.0
2026-03-05,1281.0
2026-03-06,1299.0
2026-03-09,1330.0
2026-03-10,1301.0
2026-03-11,1322.0
2026-03-12,1322.0
2026-03-13,1335.0
2026-03-16,1318.0
2026-03-17,1306.0
2026-03-18,1278.0
2026-03-19,1287.0
2026-03-20,1274.0
2026-03-23,1334.0
2026-03-24,1320.0
2026-03-25,1325.0
2026-03-26,1308.0
2026-03-27,1310.0
2026-03-30,1292.0
2026-03-31,1252.0
2026-04-01,1240.0
2026-04-02,1252.0
2026-04-03,1239.0
2026-04-07,1211.0
2026-04-08,1213.0
2026-04-09,1203.0
2026-04-10,1224.0
2026-04-13,1211.0
2026-04-14,1220.0
2026-04-15,1226.0
2026-04-16,1241.0
2026-04-17,1238.0
2026-04-20,1247.0
2026-04-21,1247.0
2026-04-22,1266.0
2026-04-23,1254.0
2026-04-24,1247.0
2026-04-27,1259.0
2026-04-28,1237.0
2026-04-29,1238.0
2026-04-30,1239.0
2026-05-06,1267.0
2026-05-07,1266.0
2026-05-08,1228.0
2026-05-11,1227.0
2026-05-12,1221.0
2026-05-13,1222.0
2026-05-14,1208.0
2026-05-15,1190.0
2026-05-18,1198.0
2026-05-19,1193.0
2026-05-20,1178.0
2026-05-21,1182.0
2026-05-22,1181.0
2026-05-25,1218.0
2026-05-26,1198.0
2026-05-27,1202.0
2026-05-28,1204.0
2026-05-29,1215.0
2026-06-01,1221.0
2026-06-02,1206.0
2026-06-03,1200.0
2026-06-04,1182.0
2026-06-05,1162.0
2026-06-08,1157.0
