datetime,PP2505
2024-05-20,7858.0
2024-05-21,7768.0
2024-05-22,7790.0
2024-05-23,7725.0
2024-05-24,7760.0
2024-05-27,7830.0
2024-05-28,7824.0
2024-05-29,7820.0
2024-05-30,7862.0
2024-05-31,7849.0
2024-06-03,7737.0
2024-06-04,7715.0
2024-06-05,7694.0
2024-06-06,7698.0
2024-06-07,7722.0
2024-06-11,7722.0
2024-06-12,7779.0
2024-06-13,7724.0
2024-06-14,7736.0
2024-06-17,7719.0
2024-06-18,7713.0
2024-06-19,7749.0
2024-06-20,7772.0
2024-06-21,7753.0
2024-06-24,7694.0
2024-06-25,7730.0
2024-06-26,7715.0
2024-06-27,7724.0
2024-06-28,7753.0
2024-07-01,7751.0
2024-07-02,7796.0
2024-07-03,7816.0
2024-07-04,7764.0
2024-07-05,7736.0
2024-07-08,7708.0
2024-07-09,7724.0
2024-07-10,7666.0
2024-07-11,7693.0
2024-07-12,7676.0
2024-07-15,7669.0
2024-07-16,7650.0
2024-07-17,7630.0
2024-07-18,7642.0
2024-07-19,7600.0
2024-07-22,7570.0
2024-07-23,7563.0
2024-07-24,7565.0
2024-07-25,7532.0
2024-07-26,7558.0
2024-07-29,7545.0
2024-07-30,7482.0
2024-07-31,7550.0
2024-08-01,7569.0
2024-08-02,7571.0
2024-08-05,7497.0
2024-08-06,7466.0
2024-08-07,7452.0
2024-08-08,7441.0
2024-08-09,7457.0
2024-08-12,7460.0
2024-08-13,7495.0
2024-08-14,7476.0
2024-08-15,7430.0
2024-08-16,7420.0
2024-08-19,7447.0
2024-08-20,7440.0
2024-08-21,7482.0
2024-08-22,7467.0
2024-08-23,7441.0
2024-08-26,7549.0
2024-08-27,7589.0
2024-08-28,7586.0
2024-08-29,7574.0
2024-08-30,7597.0
2024-09-02,7491.0
2024-09-03,7471.0
2024-09-04,7348.0
2024-09-05,7294.0
2024-09-06,7267.0
2024-09-09,7240.0
2024-09-10,7192.0
2024-09-11,7204.0
2024-09-12,7249.0
2024-09-13,7193.0
2024-09-18,7202.0
2024-09-19,7272.0
2024-09-20,7255.0
2024-09-23,7183.0
2024-09-24,7311.0
2024-09-25,7341.0
2024-09-26,7321.0
2024-09-27,7387.0
2024-09-30,7550.0
2024-10-08,7686.0
2024-10-09,7628.0
2024-10-10,7594.0
2024-10-11,7636.0
2024-10-14,7629.0
2024-10-15,7545.0
2024-10-16,7533.0
2024-10-17,7461.0
2024-10-18,7515.0
2024-10-21,7442.0
2024-10-22,7464.0
2024-10-23,7476.0
2024-10-24,7506.0
2024-10-25,7511.0
2024-10-28,7534.0
2024-10-29,7454.0
2024-10-30,7416.0
2024-10-31,7449.0
2024-11-01,7459.0
2024-11-04,7467.0
2024-11-05,7484.0
2024-11-06,7443.0
2024-11-07,7501.0
2024-11-08,7472.0
2024-11-11,7435.0
2024-11-12,7430.0
2024-11-13,7444.0
2024-11-14,7433.0
2024-11-15,7417.0
2024-11-18,7438.0
2024-11-19,7483.0
2024-11-20,7518.0
2024-11-21,7499.0
2024-11-22,7506.0
2024-11-25,7516.0
2024-11-26,7536.0
2024-11-27,7528.0
2024-11-28,7520.0
2024-11-29,7546.0
2024-12-02,7565.0
2024-12-03,7546.0
2024-12-04,7512.0
2024-12-05,7459.0
2024-12-06,7425.0
2024-12-09,7425.0
2024-12-10,7440.0
2024-12-11,7457.0
2024-12-12,7491.0
2024-12-13,7463.0
2024-12-16,7467.0
2024-12-17,7441.0
2024-12-18,7417.0
2024-12-19,7406.0
2024-12-20,7359.0
2024-12-23,7419.0
2024-12-24,7428.0
2024-12-25,7402.0
2024-12-26,7407.0
2024-12-27,7370.0
2024-12-30,7393.0
2024-12-31,7477.0
2025-01-02,7495.0
2025-01-03,7432.0
2025-01-06,7354.0
2025-01-07,7323.0
2025-01-08,7310.0
2025-01-09,7343.0
2025-01-10,7362.0
2025-01-13,7434.0
2025-01-14,7425.0
2025-01-15,7442.0
2025-01-16,7467.0
2025-01-17,7469.0
2025-01-20,7444.0
2025-01-21,7400.0
2025-01-22,7359.0
2025-01-23,7333.0
2025-01-24,7335.0
2025-01-27,7381.0
2025-02-05,7346.0
2025-02-06,7339.0
2025-02-07,7401.0
2025-02-10,7412.0
2025-02-11,7430.0
2025-02-12,7445.0
2025-02-13,7371.0
2025-02-14,7395.0
2025-02-17,7417.0
2025-02-18,7412.0
2025-02-19,7414.0
2025-02-20,7410.0
2025-02-21,7378.0
2025-02-24,7366.0
2025-02-25,7353.0
2025-02-26,7320.0
2025-02-27,7370.0
2025-02-28,7368.0
2025-03-03,7387.0
2025-03-04,7343.0
2025-03-05,7307.0
2025-03-06,7323.0
2025-03-07,7319.0
2025-03-10,7318.0
2025-03-11,7309.0
2025-03-12,7251.0
2025-03-13,7255.0
2025-03-14,7291.0
2025-03-17,7282.0
2025-03-18,7267.0
2025-03-19,7234.0
2025-03-20,7254.0
2025-03-21,7254.0
2025-03-24,7336.0
2025-03-25,7314.0
2025-03-26,7328.0
2025-03-27,7347.0
2025-03-28,7339.0
2025-03-31,7313.0
2025-04-01,7352.0
2025-04-02,7365.0
2025-04-03,7348.0
2025-04-07,7197.0
