datetime,PP2601
2025-01-17,7471.0
2025-01-20,7450.0
2025-01-21,7430.0
2025-01-22,7374.0
2025-01-23,7349.0
2025-01-24,7350.0
2025-01-27,7399.0
2025-02-05,7360.0
2025-02-06,7351.0
2025-02-07,7420.0
2025-02-10,7405.0
2025-02-11,7413.0
2025-02-12,7440.0
2025-02-13,7365.0
2025-02-17,7395.0
2025-02-18,7400.0
2025-02-20,7415.0
2025-02-21,7403.0
2025-02-24,7371.0
2025-02-25,7368.0
2025-02-26,7326.0
2025-02-27,7355.0
2025-02-28,7369.0
2025-03-03,7377.0
2025-03-04,7335.0
2025-03-05,7300.0
2025-03-06,7294.0
2025-03-07,7296.0
2025-03-10,7296.0
2025-03-11,7280.0
2025-03-12,7247.0
2025-03-13,7240.0
2025-03-14,7279.0
2025-03-17,7253.0
2025-03-18,7236.0
2025-03-19,7217.0
2025-03-20,7239.0
2025-03-21,7231.0
2025-03-24,7305.0
2025-03-25,7283.0
2025-03-26,7293.0
2025-03-27,7323.0
2025-03-28,7306.0
2025-03-31,7285.0
2025-04-01,7319.0
2025-04-02,7334.0
2025-04-03,7308.0
2025-04-07,7118.0
2025-04-08,7081.0
2025-04-09,7010.0
2025-04-10,7122.0
2025-04-11,7118.0
2025-04-14,7115.0
2025-04-15,7071.0
2025-04-16,7039.0
2025-04-17,7030.0
2025-04-18,7048.0
2025-04-21,7042.0
2025-04-22,7002.0
2025-04-23,7063.0
2025-04-24,7017.0
2025-04-25,7028.0
2025-04-28,7054.0
2025-04-29,7028.0
2025-04-30,6983.0
2025-05-06,6899.0
2025-05-07,6952.0
2025-05-08,6904.0
2025-05-09,6886.0
2025-05-12,6978.0
2025-05-13,7023.0
2025-05-14,7136.0
2025-05-15,7094.0
2025-05-16,7034.0
2025-05-19,7018.0
2025-05-20,6990.0
2025-05-21,6996.0
2025-05-22,6945.0
2025-05-23,6896.0
2025-05-26,6885.0
2025-05-27,6852.0
2025-05-28,6838.0
2025-05-29,6864.0
2025-05-30,6802.0
2025-06-03,6822.0
2025-06-04,6887.0
2025-06-05,6864.0
2025-06-06,6877.0
2025-06-09,6893.0
2025-06-10,6896.0
2025-06-11,6908.0
2025-06-12,6918.0
2025-06-13,7035.0
2025-06-16,7081.0
