d,c
2023-09-15,786.0
2023-09-18,777.0
2023-09-19,767.0
2023-09-20,770.0
2023-09-21,757.0
2023-09-22,768.0
2023-09-25,743.5
2023-09-26,738.5
2023-09-27,742.5
2023-09-28,744.0
2023-10-09,727.5
2023-10-10,714.0
2023-10-11,717.0
2023-10-12,722.5
2023-10-13,728.5
2023-10-16,745.5
2023-10-17,748.0
2023-10-18,739.5
2023-10-19,747.0
2023-10-20,719.0
2023-10-23,717.0
2023-10-24,744.0
2023-10-25,750.0
2023-10-26,757.5
2023-10-27,780.5
2023-10-30,796.0
2023-10-31,796.0
2023-11-01,813.0
2023-11-02,805.5
2023-11-03,805.5
2023-11-06,819.0
2023-11-07,822.0
2023-11-08,824.5
2023-11-09,827.0
2023-11-10,845.0
2023-11-13,853.5
2023-11-14,848.5
2023-11-15,852.5
2023-11-16,854.5
2023-11-17,844.5
2023-11-20,859.5
2023-11-21,868.0
2023-11-22,888.0
2023-11-23,875.5
2023-11-24,887.5
2023-11-27,880.0
2023-11-28,844.0
2023-11-29,850.5
2023-11-30,861.0
2023-12-01,865.5
2023-12-04,842.0
2023-12-05,844.5
2023-12-06,867.5
2023-12-07,893.5
2023-12-08,904.0
2023-12-11,896.0
2023-12-12,911.0
2023-12-13,889.5
2023-12-14,883.0
2023-12-15,875.5
2023-12-18,865.5
2023-12-19,861.5
2023-12-20,876.5
2023-12-21,904.5
2023-12-22,913.0
2023-12-25,905.0
2023-12-26,917.5
2023-12-27,916.0
2023-12-28,886.5
2023-12-29,902.0
2024-01-02,920.0
2024-01-03,934.0
2024-01-04,931.0
2024-01-05,919.5
2024-01-08,912.5
2024-01-09,916.5
2024-01-10,885.0
2024-01-11,896.5
2024-01-12,864.5
2024-01-15,855.5
2024-01-16,863.0
2024-01-17,850.5
2024-01-18,873.5
2024-01-19,881.5
2024-01-22,874.5
2024-01-23,887.0
2024-01-24,900.5
2024-01-25,915.0
2024-01-26,914.5
2024-01-29,924.0
2024-01-30,907.0
2024-01-31,888.0
2024-02-01,900.5
2024-02-02,873.0
2024-02-05,878.5
2024-02-06,873.0
2024-02-07,877.0
2024-02-08,894.0
2024-02-19,884.5
2024-02-20,845.0
2024-02-21,829.0
2024-02-22,833.5
2024-02-23,838.0
2024-02-26,812.5
2024-02-27,830.5
2024-02-28,822.0
2024-02-29,823.0
2024-03-01,805.5
2024-03-04,825.5
2024-03-05,819.0
2024-03-06,830.5
2024-03-07,840.0
2024-03-08,836.0
2024-03-11,795.0
2024-03-12,805.0
2024-03-13,785.5
2024-03-14,775.0
2024-03-15,756.0
2024-03-18,777.0
2024-03-19,794.5
2024-03-20,791.0
2024-03-21,813.5
2024-03-22,809.0
2024-03-25,804.5
2024-03-26,770.5
2024-03-27,758.0
2024-03-28,758.0
2024-03-29,740.0
2024-04-01,768.0
2024-04-02,768.0
2024-04-03,749.0
2024-04-08,791.5
2024-04-09,815.5
2024-04-10,813.5
2024-04-11,826.0
2024-04-12,843.5
2024-04-15,845.5
2024-04-16,826.0
2024-04-17,870.0
2024-04-18,874.0
2024-04-19,871.0
2024-04-22,866.5
2024-04-23,849.0
2024-04-24,888.0
2024-04-25,879.5
2024-04-26,884.5
2024-04-29,874.5
2024-04-30,874.0
2024-05-06,896.0
2024-05-07,886.5
2024-05-08,866.0
2024-05-09,865.5
2024-05-10,873.5
2024-05-13,888.0
2024-05-14,865.5
2024-05-15,858.0
2024-05-16,881.0
2024-05-17,891.5
2024-05-20,894.5
2024-05-21,908.0
2024-05-22,921.0
2024-05-23,906.5
2024-05-24,908.0
2024-05-27,899.0
2024-05-28,882.5
2024-05-29,891.0
2024-05-30,865.0
2024-05-31,865.0
2024-06-03,843.5
2024-06-04,834.0
2024-06-05,825.0
2024-06-06,839.5
2024-06-07,839.5
2024-06-11,806.0
2024-06-12,810.5
2024-06-13,817.0
2024-06-14,827.5
2024-06-17,813.0
2024-06-18,820.5
2024-06-19,824.0
2024-06-20,824.5
2024-06-21,811.5
2024-06-24,795.5
2024-06-25,801.0
2024-06-26,826.0
2024-06-27,819.0
2024-06-28,825.0
2024-07-01,840.0
2024-07-02,843.0
2024-07-03,864.0
2024-07-04,864.5
2024-07-05,845.5
2024-07-08,825.5
2024-07-09,834.0
2024-07-10,813.0
2024-07-11,828.0
2024-07-12,827.0
2024-07-15,834.0
2024-07-16,824.0
2024-07-17,805.0
2024-07-18,811.5
2024-07-19,804.5
2024-07-22,798.5
2024-07-23,774.5
2024-07-24,775.5
2024-07-25,764.5
2024-07-26,779.0
2024-07-29,780.5
2024-07-30,756.0
2024-07-31,768.0
2024-08-01,783.5
2024-08-02,795.0
2024-08-05,793.5
2024-08-06,783.5
2024-08-07,773.0
2024-08-08,753.5
2024-08-09,766.5
2024-08-12,760.5
2024-08-13,762.5
2024-08-14,740.0
2024-08-15,720.0
2024-08-16,712.0
2024-08-19,722.5
2024-08-20,721.5
2024-08-21,753.5
2024-08-22,749.0
2024-08-23,737.0
2024-08-26,770.0
2024-08-27,778.0
2024-08-28,774.5
2024-08-29,777.5
2024-08-30,777.0
2024-09-02,729.5
2024-09-03,706.0
2024-09-04,707.5
2024-09-05,696.0
2024-09-06,715.0
2024-09-09,697.0
2024-09-10,710.0
2024-09-11,710.0
2024-09-12,715.0
2024-09-13,715.0
