datetime,JM1909
2018-09-20,1321.0
2018-09-21,1323.5
2018-09-25,1323.0
2018-09-26,1317.0
2018-09-27,1296.0
2018-09-28,1295.5
2018-10-08,1336.0
2018-10-09,1338.5
2018-10-10,1363.0
2018-10-11,1360.5
2018-10-12,1367.0
2018-10-15,1354.5
2018-10-16,1358.0
2018-10-17,1398.0
2018-10-18,1378.5
2018-10-19,1361.0
2018-10-22,1365.0
2018-10-23,1369.5
2018-10-24,1380.0
2018-10-25,1388.5
2018-10-26,1382.5
2018-10-29,1369.5
2018-10-30,1373.0
2018-10-31,1369.0
2018-11-01,1350.0
2018-11-02,1324.0
2018-11-05,1334.0
2018-11-06,1332.0
2018-11-07,1329.5
2018-11-08,1315.0
2018-11-09,1295.5
2018-11-12,1268.0
2018-11-13,1264.5
2018-11-14,1280.0
2018-11-15,1301.0
2018-11-16,1308.0
2018-11-19,1299.5
2018-11-20,1282.0
2018-11-21,1304.5
2018-11-22,1297.0
2018-11-23,1277.0
2018-11-26,1206.5
2018-11-27,1196.0
2018-11-28,1207.0
2018-11-29,1226.5
2018-11-30,1219.0
2018-12-03,1242.5
2018-12-04,1257.0
2018-12-05,1265.5
2018-12-06,1246.5
2018-12-07,1274.0
2018-12-10,1252.5
2018-12-11,1251.0
2018-12-12,1266.0
2018-12-13,1302.0
2018-12-14,1313.0
2018-12-17,1306.0
2018-12-18,1294.5
2018-12-19,1272.0
2018-12-20,1275.0
2018-12-21,1286.0
2018-12-24,1278.5
2018-12-25,1252.0
2018-12-26,1254.0
2018-12-27,1254.0
2018-12-28,1261.5
2019-01-02,1233.0
2019-01-03,1254.0
2019-01-04,1265.0
2019-01-07,1276.0
2019-01-08,1269.0
2019-01-09,1273.0
2019-01-10,1279.0
2019-01-11,1315.5
2019-01-14,1322.0
2019-01-15,1315.0
2019-01-16,1317.0
2019-01-17,1319.0
2019-01-18,1325.0
2019-01-21,1303.0
2019-01-22,1299.0
2019-01-23,1312.0
2019-01-24,1300.5
2019-01-25,1296.5
2019-01-28,1305.5
2019-01-29,1291.0
2019-01-30,1292.0
2019-01-31,1347.0
2019-02-01,1365.0
2019-02-11,1356.5
2019-02-12,1372.0
2019-02-13,1359.5
2019-02-14,1355.0
2019-02-15,1356.5
2019-02-18,1345.0
2019-02-19,1342.5
2019-02-20,1354.5
2019-02-21,1372.5
2019-02-22,1390.5
2019-02-25,1390.0
2019-02-26,1390.0
2019-02-27,1393.5
2019-02-28,1391.0
2019-03-01,1406.5
2019-03-04,1379.0
2019-03-05,1374.0
2019-03-06,1366.0
2019-03-07,1370.0
2019-03-08,1341.0
2019-03-11,1319.0
2019-03-12,1331.0
2019-03-13,1332.0
2019-03-14,1329.5
2019-03-15,1330.5
2019-03-18,1325.5
2019-03-19,1322.0
2019-03-20,1312.0
2019-03-21,1317.0
2019-03-22,1327.5
2019-03-25,1323.0
2019-03-26,1327.0
2019-03-27,1321.0
2019-03-28,1323.0
2019-03-29,1318.0
2019-04-01,1337.5
2019-04-02,1326.0
2019-04-03,1331.5
2019-04-04,1335.5
2019-04-08,1360.0
2019-04-09,1336.0
2019-04-10,1322.0
2019-04-11,1313.0
2019-04-12,1318.0
2019-04-15,1326.0
2019-04-16,1320.0
2019-04-17,1325.0
2019-04-18,1318.0
2019-04-19,1337.0
2019-04-23,1337.5
2019-04-24,1350.0
2019-04-25,1345.0
2019-04-26,1347.0
2019-04-29,1354.5
2019-04-30,1351.0
2019-05-06,1362.5
2019-05-07,1373.0
2019-05-08,1368.0
2019-05-09,1357.0
2019-05-10,1362.0
2019-05-13,1350.5
2019-05-14,1337.0
2019-05-15,1370.0
2019-05-16,1369.0
2019-05-17,1390.0
2019-05-20,1387.0
2019-05-21,1403.5
2019-05-22,1387.5
2019-05-23,1392.0
2019-05-24,1418.0
2019-05-27,1388.0
2019-05-28,1383.0
2019-05-29,1391.5
2019-05-30,1396.5
2019-05-31,1386.0
2019-06-03,1369.0
2019-06-04,1380.5
2019-06-05,1378.0
2019-06-06,1388.5
2019-06-10,1415.0
2019-06-11,1437.0
2019-06-12,1399.0
2019-06-13,1405.0
2019-06-14,1386.0
2019-06-17,1383.5
2019-06-18,1389.0
2019-06-19,1393.0
2019-06-20,1398.5
2019-06-21,1393.5
2019-06-24,1376.0
2019-06-25,1381.5
2019-06-26,1378.5
2019-06-27,1375.0
2019-06-28,1392.5
2019-07-01,1404.0
2019-07-02,1400.0
2019-07-03,1374.0
2019-07-04,1376.0
2019-07-05,1368.0
2019-07-08,1374.0
2019-07-09,1384.0
2019-07-10,1373.0
2019-07-11,1394.0
2019-07-12,1396.5
2019-07-15,1398.0
2019-07-16,1420.5
2019-07-17,1413.5
2019-07-18,1415.0
2019-07-19,1418.0
2019-07-22,1395.5
2019-07-23,1393.5
2019-07-24,1409.0
2019-07-25,1409.0
2019-07-26,1402.0
2019-07-29,1393.0
2019-07-30,1397.5
2019-07-31,1399.5
2019-08-01,1391.5
2019-08-02,1401.5
2019-08-05,1400.5
2019-08-06,1406.0
2019-08-07,1395.5
2019-08-08,1411.0
2019-08-09,1416.0
2019-08-12,1409.0
2019-08-13,1414.0
2019-08-14,1395.0
2019-08-15,1391.5
2019-08-16,1410.5
2019-08-19,1409.5
2019-08-20,1405.0
2019-08-21,1400.0
2019-08-22,1406.0
2019-08-23,1403.5
2019-08-26,1406.0
2019-08-27,1401.0
2019-08-28,1405.0
2019-08-29,1405.0
2019-08-30,1438.0
2019-09-02,1442.0
2019-09-03,1446.0
2019-09-04,1440.0
2019-09-05,1413.5
2019-09-06,1445.5
2019-09-09,1451.0
2019-09-10,1537.0
2019-09-11,1604.0
2019-09-12,1561.5
2019-09-16,1700.0
