datetime,Y2401
2023-01-17,8434.0
2023-01-18,8532.0
2023-01-19,8514.0
2023-01-20,8560.0
2023-01-30,8702.0
2023-01-31,8660.0
2023-02-01,8612.0
2023-02-02,8418.0
2023-02-03,8478.0
2023-02-06,8480.0
2023-02-07,8548.0
2023-02-08,8586.0
2023-02-09,8572.0
2023-02-10,8464.0
2023-02-13,8496.0
2023-02-14,8556.0
2023-02-15,8500.0
2023-02-16,8542.0
2023-02-17,8688.0
2023-02-20,8674.0
2023-02-21,8662.0
2023-02-22,8660.0
2023-02-23,8638.0
2023-02-24,8718.0
2023-02-27,8678.0
2023-02-28,8642.0
2023-03-01,8620.0
2023-03-02,8666.0
2023-03-03,8794.0
2023-03-06,8716.0
2023-03-07,8708.0
2023-03-08,8580.0
2023-03-09,8584.0
2023-03-10,8432.0
2023-03-13,8416.0
2023-03-14,8260.0
2023-03-15,8278.0
2023-03-16,8136.0
2023-03-17,8158.0
2023-03-20,8090.0
2023-03-21,8104.0
2023-03-22,7958.0
2023-03-23,7874.0
2023-03-24,7866.0
2023-03-27,7812.0
2023-03-28,7932.0
2023-03-29,7938.0
2023-03-30,8012.0
2023-03-31,8004.0
2023-04-03,8100.0
2023-04-04,8148.0
2023-04-06,8056.0
2023-04-07,8078.0
2023-04-10,7972.0
2023-04-11,8024.0
2023-04-12,7948.0
2023-04-13,7888.0
2023-04-14,7832.0
2023-04-17,7860.0
2023-04-18,8018.0
2023-04-19,7924.0
2023-04-20,7764.0
2023-04-21,7588.0
2023-04-24,7560.0
2023-04-25,7596.0
2023-04-26,7654.0
2023-04-27,7530.0
2023-04-28,7520.0
2023-05-04,7622.0
2023-05-05,7618.0
2023-05-08,7694.0
2023-05-09,7572.0
2023-05-10,7504.0
2023-05-11,7302.0
2023-05-12,7280.0
2023-05-15,7308.0
2023-05-16,7218.0
2023-05-17,7134.0
2023-05-18,7120.0
2023-05-19,7158.0
2023-05-22,7012.0
2023-05-23,7042.0
2023-05-24,6954.0
2023-05-25,7032.0
2023-05-26,7146.0
2023-05-29,7054.0
2023-05-30,6996.0
2023-05-31,6764.0
2023-06-01,6888.0
2023-06-02,6950.0
2023-06-05,6996.0
2023-06-06,6990.0
2023-06-07,6954.0
2023-06-08,6948.0
2023-06-09,7126.0
2023-06-12,7110.0
2023-06-13,7142.0
2023-06-14,7246.0
2023-06-15,7310.0
2023-06-16,7614.0
2023-06-19,7650.0
2023-06-20,7686.0
2023-06-21,7554.0
2023-06-26,7570.0
2023-06-27,7580.0
2023-06-28,7680.0
2023-06-29,7640.0
2023-06-30,7690.0
2023-07-03,8080.0
2023-07-04,7978.0
2023-07-05,7998.0
2023-07-06,7990.0
2023-07-07,7898.0
2023-07-10,7922.0
2023-07-11,7954.0
2023-07-12,7986.0
2023-07-13,7866.0
2023-07-14,7968.0
2023-07-17,7942.0
2023-07-18,7982.0
2023-07-19,8094.0
2023-07-20,8186.0
2023-07-21,8090.0
2023-07-24,7988.0
2023-07-25,8044.0
2023-07-26,8184.0
2023-07-27,8180.0
2023-07-28,8122.0
2023-07-31,7936.0
2023-08-01,7986.0
2023-08-02,8032.0
2023-08-03,7854.0
2023-08-04,7966.0
2023-08-07,7902.0
2023-08-08,7774.0
2023-08-09,7884.0
2023-08-10,7862.0
2023-08-11,7800.0
2023-08-14,7788.0
2023-08-15,8006.0
2023-08-16,8002.0
2023-08-17,8076.0
2023-08-18,8084.0
2023-08-21,8168.0
2023-08-22,8130.0
2023-08-23,8134.0
2023-08-24,8290.0
2023-08-25,8486.0
2023-08-28,8416.0
2023-08-29,8438.0
2023-08-30,8460.0
2023-08-31,8470.0
2023-09-01,8590.0
2023-09-04,8402.0
2023-09-05,8388.0
2023-09-06,8410.0
2023-09-07,8320.0
2023-09-08,8252.0
2023-09-11,8258.0
2023-09-12,8274.0
2023-09-13,8160.0
2023-09-14,8290.0
2023-09-15,8310.0
2023-09-18,8216.0
2023-09-19,8050.0
2023-09-20,8090.0
2023-09-21,7844.0
2023-09-22,7938.0
2023-09-25,7962.0
2023-09-26,7946.0
2023-09-27,8052.0
2023-09-28,8150.0
2023-10-09,7932.0
2023-10-10,7756.0
2023-10-11,7790.0
2023-10-12,7878.0
2023-10-13,8022.0
2023-10-16,8040.0
2023-10-17,8068.0
2023-10-18,8066.0
2023-10-19,8088.0
2023-10-20,7972.0
2023-10-23,7892.0
2023-10-24,7806.0
2023-10-25,7756.0
2023-10-26,7990.0
2023-10-27,7974.0
2023-10-30,8020.0
2023-10-31,7926.0
2023-11-01,7986.0
2023-11-02,8124.0
2023-11-03,8178.0
2023-11-06,8208.0
2023-11-07,8150.0
2023-11-08,8240.0
2023-11-09,8192.0
2023-11-10,8232.0
2023-11-13,8240.0
2023-11-14,8360.0
2023-11-15,8474.0
2023-11-16,8454.0
2023-11-17,8310.0
2023-11-20,8324.0
2023-11-21,8280.0
2023-11-22,8360.0
2023-11-23,8230.0
2023-11-24,8172.0
