datetime,B2009
2019-09-17,3236.0
2019-09-18,3216.0
2019-09-23,3226.0
2019-09-24,3233.0
2019-09-25,3232.0
2019-09-26,3232.0
2019-09-27,3180.0
2019-09-30,3200.0
2019-10-09,3277.0
2019-10-10,3255.0
2019-10-11,3322.0
2019-10-14,3273.0
2019-10-15,3284.0
2019-10-17,3305.0
2019-10-18,3320.0
2019-10-22,3347.0
2019-10-23,3340.0
2019-10-24,3320.0
2019-10-25,3331.0
2019-10-28,3322.0
2019-10-30,3306.0
2019-10-31,3321.0
2019-11-01,3320.0
2019-11-04,3302.0
2019-11-05,3305.0
2019-11-06,3261.0
2019-11-07,3269.0
2019-11-08,3269.0
2019-11-11,3253.0
2019-11-12,3257.0
2019-11-13,3261.0
2019-11-14,3260.0
2019-11-15,3245.0
2019-11-19,3250.0
2019-11-20,3253.0
2019-11-21,3235.0
2019-11-25,3267.0
2019-11-26,3236.0
2019-11-27,3235.0
2019-11-28,3209.0
2019-11-29,3212.0
2019-12-02,3202.0
2019-12-03,3216.0
2019-12-04,3209.0
2019-12-05,3219.0
2019-12-06,3226.0
2019-12-09,3242.0
2019-12-10,3256.0
2019-12-11,3260.0
2019-12-12,3249.0
2019-12-13,3223.0
2019-12-16,3263.0
2019-12-17,3292.0
2019-12-18,3292.0
2019-12-19,3283.0
2019-12-20,3281.0
2019-12-23,3282.0
2019-12-24,3283.0
2019-12-25,3270.0
2019-12-26,3270.0
2019-12-27,3303.0
2019-12-30,3350.0
2019-12-31,3350.0
2020-01-02,3342.0
2020-01-03,3347.0
2020-01-06,3324.0
2020-01-07,3325.0
2020-01-08,3322.0
2020-01-09,3326.0
2020-01-10,3285.0
2020-01-13,3280.0
2020-01-14,3265.0
2020-01-15,3248.0
2020-01-16,3223.0
2020-01-17,3218.0
2020-01-20,3222.0
2020-01-21,3209.0
2020-01-22,3193.0
2020-01-23,3157.0
2020-02-03,3031.0
2020-02-04,3104.0
2020-02-05,3104.0
2020-02-06,3132.0
2020-02-07,3127.0
2020-02-10,3138.0
2020-02-11,3129.0
2020-02-12,3111.0
2020-02-13,3131.0
2020-02-14,3115.0
2020-02-17,3141.0
2020-02-18,3107.0
2020-02-19,3118.0
2020-02-20,3130.0
2020-02-21,3129.0
2020-02-24,3093.0
2020-02-25,3100.0
2020-02-26,3094.0
2020-02-27,3100.0
2020-02-28,3024.0
2020-03-02,3134.0
2020-03-03,3138.0
2020-03-04,3135.0
2020-03-05,3146.0
2020-03-06,3116.0
2020-03-09,3013.0
2020-03-10,3064.0
2020-03-11,3033.0
2020-03-12,3000.0
2020-03-13,3041.0
2020-03-16,3019.0
2020-03-17,3036.0
2020-03-18,3031.0
2020-03-19,3033.0
2020-03-20,3105.0
2020-03-23,3213.0
2020-03-24,3202.0
2020-03-25,3256.0
2020-03-26,3173.0
2020-03-27,3214.0
2020-03-30,3269.0
2020-03-31,3223.0
2020-04-01,3146.0
2020-04-02,3137.0
2020-04-03,3108.0
2020-04-07,3135.0
2020-04-08,3158.0
2020-04-09,3171.0
2020-04-10,3165.0
2020-04-13,3132.0
2020-04-14,3110.0
2020-04-15,3124.0
2020-04-16,3083.0
2020-04-17,3082.0
2020-04-20,3056.0
2020-04-21,3016.0
2020-04-22,3049.0
2020-04-23,3099.0
2020-04-24,3068.0
2020-04-27,3070.0
2020-04-28,3022.0
2020-04-29,3007.0
2020-04-30,3019.0
2020-05-06,3020.0
2020-05-07,3019.0
2020-05-08,3022.0
2020-05-11,3010.0
2020-05-12,3003.0
2020-05-13,3010.0
2020-05-14,2964.0
2020-05-15,2984.0
2020-05-18,3013.0
2020-05-19,3015.0
2020-05-20,3033.0
2020-05-21,3024.0
2020-05-22,3023.0
2020-05-25,3062.0
2020-05-26,3071.0
2020-05-27,3102.0
2020-05-28,3090.0
2020-05-29,3103.0
2020-06-01,3099.0
2020-06-02,3094.0
2020-06-03,3115.0
2020-06-04,3137.0
2020-06-05,3139.0
2020-06-08,3118.0
2020-06-09,3142.0
2020-06-10,3130.0
2020-06-11,3108.0
2020-06-12,3137.0
2020-06-15,3089.0
2020-06-16,3127.0
2020-06-17,3110.0
2020-06-18,3119.0
2020-06-19,3142.0
2020-06-22,3159.0
2020-06-23,3135.0
2020-06-24,3123.0
2020-06-29,3087.0
2020-06-30,3108.0
2020-07-01,3170.0
2020-07-02,3201.0
2020-07-03,3205.0
2020-07-06,3245.0
2020-07-07,3206.0
2020-07-08,3195.0
2020-07-09,3222.0
2020-07-10,3230.0
2020-07-13,3193.0
2020-07-14,3187.0
2020-07-15,3224.0
2020-07-16,3242.0
2020-07-17,3291.0
2020-07-20,3330.0
2020-07-21,3318.0
2020-07-22,3331.0
2020-07-23,3396.0
2020-07-24,3436.0
2020-07-27,3447.0
2020-07-28,3326.0
2020-07-29,3335.0
2020-07-30,3343.0
2020-07-31,3354.0
2020-08-03,3409.0
2020-08-04,3418.0
2020-08-05,3337.0
2020-08-06,3299.0
2020-08-07,3266.0
2020-08-10,3247.0
2020-08-11,3255.0
2020-08-12,3269.0
2020-08-13,3329.0
2020-08-14,3338.0
2020-08-17,3349.0
2020-08-18,3352.0
2020-08-19,3286.0
2020-08-20,3251.0
2020-08-21,3192.0
2020-08-24,3172.0
2020-08-25,3224.0
2020-08-26,3233.0
2020-08-27,3255.0
2020-08-28,3213.0
2020-08-31,3427.0
2020-09-01,3434.0
2020-09-02,3415.0
2020-09-03,3404.0
2020-09-04,3642.0
2020-09-07,3388.0
2020-09-08,3500.0
2020-09-09,3500.0
