datetime,SA2309
2022-09-16,1898.0
2022-09-19,1893.0
2022-09-20,1889.0
2022-09-21,1890.0
2022-09-22,1905.0
2022-09-23,1912.0
2022-09-26,1924.0
2022-09-27,1955.0
2022-09-28,1962.0
2022-09-29,1990.0
2022-09-30,2016.0
2022-10-10,2053.0
2022-10-11,2003.0
2022-10-12,2010.0
2022-10-13,2002.0
2022-10-14,2007.0
2022-10-17,1994.0
2022-10-18,1986.0
2022-10-19,1994.0
2022-10-20,1976.0
2022-10-21,1973.0
2022-10-24,1955.0
2022-10-25,1917.0
2022-10-26,1924.0
2022-10-27,1883.0
2022-10-28,1851.0
2022-10-31,1794.0
2022-11-01,1824.0
2022-11-02,1828.0
2022-11-03,1818.0
2022-11-04,1861.0
2022-11-07,1872.0
2022-11-08,1884.0
2022-11-09,1890.0
2022-11-10,1880.0
2022-11-11,1940.0
2022-11-14,1968.0
2022-11-15,1976.0
2022-11-16,2016.0
2022-11-17,2027.0
2022-11-18,2008.0
2022-11-21,1934.0
2022-11-22,1920.0
2022-11-23,1952.0
2022-11-24,1982.0
2022-11-25,2003.0
2022-11-28,2016.0
2022-11-29,2057.0
2022-11-30,2078.0
2022-12-01,2146.0
2022-12-02,2175.0
2022-12-05,2182.0
2022-12-06,2150.0
2022-12-07,2137.0
2022-12-08,2198.0
2022-12-09,2285.0
2022-12-12,2301.0
2022-12-13,2287.0
2022-12-14,2287.0
2022-12-15,2380.0
2022-12-16,2387.0
2022-12-19,2307.0
2022-12-20,2356.0
2022-12-21,2376.0
2022-12-22,2302.0
2022-12-23,2304.0
2022-12-26,2334.0
2022-12-27,2364.0
2022-12-28,2377.0
2022-12-29,2362.0
2022-12-30,2381.0
2023-01-03,2396.0
2023-01-04,2391.0
2023-01-05,2380.0
2023-01-06,2404.0
2023-01-09,2396.0
2023-01-10,2294.0
2023-01-11,2328.0
2023-01-12,2372.0
2023-01-13,2390.0
2023-01-16,2421.0
2023-01-17,2461.0
2023-01-18,2493.0
2023-01-19,2505.0
2023-01-20,2525.0
2023-01-30,2529.0
2023-01-31,2500.0
2023-02-01,2548.0
2023-02-02,2545.0
2023-02-03,2554.0
2023-02-06,2565.0
2023-02-07,2522.0
2023-02-08,2545.0
2023-02-09,2566.0
2023-02-10,2564.0
2023-02-13,2497.0
2023-02-14,2523.0
2023-02-15,2479.0
2023-02-16,2472.0
2023-02-17,2486.0
2023-02-20,2438.0
2023-02-21,2508.0
2023-02-22,2531.0
2023-02-23,2535.0
2023-02-24,2530.0
2023-02-27,2517.0
2023-02-28,2539.0
2023-03-01,2557.0
2023-03-02,2572.0
2023-03-03,2574.0
2023-03-06,2551.0
2023-03-07,2542.0
2023-03-08,2498.0
2023-03-09,2503.0
2023-03-10,2498.0
2023-03-13,2482.0
2023-03-14,2429.0
2023-03-15,2437.0
2023-03-16,2374.0
2023-03-17,2375.0
2023-03-20,2387.0
2023-03-21,2372.0
2023-03-22,2398.0
2023-03-23,2402.0
2023-03-24,2495.0
2023-03-27,2530.0
2023-03-28,2507.0
2023-03-29,2452.0
2023-03-30,2466.0
2023-03-31,2463.0
2023-04-03,2433.0
2023-04-04,2440.0
2023-04-06,2408.0
2023-04-07,2433.0
2023-04-10,2376.0
2023-04-11,2343.0
2023-04-12,2330.0
2023-04-13,2314.0
2023-04-14,2348.0
2023-04-17,2369.0
2023-04-18,2366.0
2023-04-19,2317.0
2023-04-20,2220.0
2023-04-21,2226.0
2023-04-24,2133.0
2023-04-25,2121.0
2023-04-26,2143.0
2023-04-27,2141.0
2023-04-28,2094.0
2023-05-04,2051.0
2023-05-05,2035.0
2023-05-08,2070.0
2023-05-09,1988.0
2023-05-10,1972.0
2023-05-11,1921.0
2023-05-12,1874.0
