d,c
2024-01-16,6820.0
2024-01-17,6812.0
2024-01-18,6852.0
2024-01-19,6902.0
2024-01-22,6916.0
2024-01-23,6920.0
2024-01-24,6978.0
2024-01-25,6996.0
2024-01-26,6984.0
2024-01-29,6888.0
2024-01-30,6738.0
2024-01-31,6736.0
2024-02-01,6718.0
2024-02-02,6664.0
2024-02-05,6668.0
2024-02-06,6698.0
2024-02-07,6692.0
2024-02-08,6750.0
2024-02-19,6746.0
2024-02-20,6776.0
2024-02-21,6756.0
2024-02-22,6760.0
2024-02-23,6722.0
2024-02-26,6704.0
2024-02-27,6768.0
2024-02-28,6800.0
2024-02-29,6832.0
2024-03-01,6910.0
2024-03-04,6888.0
2024-03-05,6884.0
2024-03-06,6988.0
2024-03-07,7000.0
2024-03-08,7062.0
2024-03-11,7018.0
2024-03-12,7172.0
2024-03-13,7216.0
2024-03-14,7278.0
2024-03-15,7236.0
2024-03-18,7290.0
2024-03-19,7348.0
2024-03-20,7416.0
2024-03-21,7374.0
2024-03-22,7338.0
2024-03-25,7384.0
2024-03-26,7352.0
2024-03-27,7276.0
2024-03-28,7300.0
2024-03-29,7408.0
2024-04-01,7496.0
2024-04-02,7524.0
2024-04-03,7764.0
2024-04-08,7554.0
2024-04-09,7626.0
2024-04-10,7666.0
2024-04-11,7672.0
2024-04-12,7604.0
2024-04-15,7516.0
2024-04-16,7448.0
2024-04-17,7338.0
2024-04-18,7358.0
2024-04-19,7284.0
2024-04-22,7256.0
2024-04-23,7350.0
2024-04-24,7426.0
2024-04-25,7278.0
2024-04-26,7348.0
2024-04-29,7408.0
2024-04-30,7338.0
2024-05-06,7380.0
2024-05-07,7524.0
2024-05-08,7474.0
2024-05-09,7378.0
2024-05-10,7302.0
2024-05-13,7448.0
2024-05-14,7454.0
2024-05-15,7500.0
2024-05-16,7448.0
2024-05-17,7638.0
2024-05-20,7670.0
2024-05-21,7672.0
2024-05-22,7690.0
2024-05-23,7634.0
2024-05-24,7610.0
2024-05-27,7630.0
2024-05-28,7792.0
2024-05-29,7878.0
2024-05-30,7782.0
2024-05-31,7938.0
2024-06-03,7696.0
2024-06-04,7672.0
2024-06-05,7620.0
2024-06-06,7744.0
2024-06-07,7804.0
2024-06-11,7618.0
2024-06-12,7730.0
2024-06-13,7712.0
2024-06-14,7672.0
2024-06-17,7494.0
2024-06-18,7590.0
2024-06-19,7688.0
2024-06-20,7684.0
2024-06-21,7626.0
2024-06-24,7620.0
2024-06-25,7570.0
2024-06-26,7610.0
2024-06-27,7556.0
2024-06-28,7634.0
2024-07-01,7792.0
2024-07-02,7890.0
2024-07-03,7896.0
2024-07-04,7908.0
2024-07-05,7854.0
2024-07-08,7824.0
2024-07-09,7702.0
2024-07-10,7542.0
2024-07-11,7554.0
2024-07-12,7652.0
2024-07-15,7580.0
2024-07-16,7668.0
2024-07-17,7718.0
2024-07-18,7752.0
2024-07-19,7710.0
2024-07-22,7792.0
2024-07-23,7764.0
2024-07-24,7642.0
2024-07-25,7640.0
2024-07-26,7750.0
2024-07-29,7700.0
2024-07-30,7672.0
2024-07-31,7654.0
2024-08-01,7630.0
2024-08-02,7784.0
2024-08-05,7670.0
2024-08-06,7434.0
2024-08-07,7408.0
2024-08-08,7436.0
2024-08-09,7578.0
2024-08-12,7568.0
2024-08-13,7436.0
2024-08-14,7420.0
2024-08-15,7496.0
2024-08-16,7484.0
2024-08-19,7578.0
2024-08-20,7638.0
2024-08-21,7648.0
2024-08-22,7772.0
2024-08-23,7812.0
2024-08-26,8078.0
2024-08-27,8062.0
2024-08-28,8014.0
2024-08-29,7988.0
2024-08-30,8056.0
2024-09-02,7906.0
2024-09-03,7998.0
2024-09-04,7874.0
2024-09-05,7862.0
2024-09-06,7886.0
2024-09-09,7898.0
2024-09-10,7840.0
2024-09-11,7880.0
2024-09-12,7828.0
2024-09-13,7766.0
2024-09-18,7952.0
2024-09-19,8166.0
2024-09-20,8180.0
2024-09-23,8228.0
2024-09-24,8258.0
2024-09-25,8390.0
