datetime,MA2401
2023-01-17,2717.0
2023-01-18,2725.0
2023-01-19,2766.0
2023-01-20,2796.0
2023-01-30,2766.0
2023-01-31,2756.0
2023-02-01,2728.0
2023-02-02,2698.0
2023-02-03,2686.0
2023-02-06,2682.0
2023-02-07,2671.0
2023-02-08,2645.0
2023-02-09,2639.0
2023-02-10,2598.0
2023-02-13,2580.0
2023-02-14,2569.0
2023-02-15,2561.0
2023-02-16,2578.0
2023-02-17,2583.0
2023-02-20,2585.0
2023-02-21,2618.0
2023-02-22,2624.0
2023-02-23,2643.0
2023-02-24,2660.0
2023-02-27,2644.0
2023-02-28,2622.0
2023-03-01,2633.0
2023-03-02,2629.0
2023-03-03,2620.0
2023-03-06,2622.0
2023-03-07,2643.0
2023-03-08,2617.0
2023-03-09,2613.0
2023-03-10,2588.0
2023-03-13,2607.0
2023-03-14,2603.0
2023-03-15,2585.0
2023-03-16,2505.0
2023-03-17,2500.0
2023-03-20,2493.0
2023-03-21,2468.0
2023-03-22,2481.0
2023-03-23,2487.0
2023-03-24,2501.0
2023-03-27,2505.0
2023-03-28,2507.0
2023-03-29,2484.0
2023-03-30,2495.0
2023-03-31,2512.0
2023-04-03,2503.0
2023-04-04,2503.0
2023-04-06,2478.0
2023-04-07,2482.0
2023-04-10,2454.0
2023-04-11,2469.0
2023-04-12,2455.0
2023-04-13,2459.0
2023-04-14,2475.0
2023-04-17,2508.0
2023-04-18,2517.0
2023-04-19,2506.0
2023-04-20,2526.0
2023-04-21,2534.0
2023-04-24,2479.0
2023-04-25,2484.0
2023-04-26,2455.0
2023-04-27,2403.0
2023-04-28,2406.0
2023-05-04,2372.0
2023-05-05,2352.0
2023-05-08,2399.0
2023-05-09,2360.0
2023-05-10,2337.0
2023-05-11,2329.0
2023-05-12,2293.0
2023-05-15,2309.0
2023-05-16,2324.0
2023-05-17,2346.0
2023-05-18,2314.0
2023-05-19,2250.0
2023-05-22,2165.0
2023-05-23,2128.0
2023-05-24,2140.0
2023-05-25,2088.0
2023-05-26,2110.0
2023-05-29,2118.0
2023-05-30,2087.0
2023-05-31,2084.0
2023-06-01,2119.0
2023-06-02,2154.0
2023-06-05,2125.0
2023-06-06,2121.0
2023-06-07,2097.0
2023-06-08,2124.0
2023-06-09,2131.0
2023-06-12,2069.0
2023-06-13,2097.0
2023-06-14,2112.0
2023-06-15,2131.0
2023-06-16,2155.0
2023-06-19,2144.0
2023-06-20,2162.0
2023-06-21,2159.0
2023-06-26,2131.0
2023-06-27,2170.0
2023-06-28,2173.0
2023-06-29,2206.0
2023-06-30,2229.0
2023-07-03,2242.0
2023-07-04,2239.0
2023-07-05,2214.0
2023-07-06,2241.0
2023-07-07,2248.0
2023-07-10,2259.0
2023-07-11,2317.0
2023-07-12,2349.0
2023-07-13,2339.0
2023-07-14,2405.0
2023-07-17,2307.0
2023-07-18,2382.0
2023-07-19,2372.0
2023-07-20,2348.0
2023-07-21,2326.0
2023-07-24,2316.0
2023-07-25,2355.0
2023-07-26,2370.0
2023-07-27,2368.0
2023-07-28,2407.0
2023-07-31,2401.0
2023-08-01,2462.0
2023-08-02,2445.0
2023-08-03,2396.0
2023-08-04,2425.0
2023-08-07,2394.0
2023-08-08,2395.0
2023-08-09,2429.0
2023-08-10,2437.0
2023-08-11,2463.0
2023-08-14,2415.0
2023-08-15,2427.0
2023-08-16,2356.0
2023-08-17,2388.0
2023-08-18,2449.0
2023-08-21,2509.0
2023-08-22,2512.0
2023-08-23,2520.0
2023-08-24,2518.0
2023-08-25,2531.0
2023-08-28,2512.0
2023-08-29,2512.0
2023-08-30,2596.0
2023-08-31,2577.0
2023-09-01,2610.0
2023-09-04,2573.0
2023-09-05,2590.0
2023-09-06,2586.0
2023-09-07,2536.0
2023-09-08,2523.0
2023-09-11,2551.0
2023-09-12,2566.0
2023-09-13,2525.0
2023-09-14,2562.0
2023-09-15,2564.0
2023-09-18,2625.0
2023-09-19,2633.0
