datetime,V2209
2021-09-15,9120.0
2021-09-16,9235.0
2021-09-17,9080.0
2021-09-22,9415.0
2021-09-23,9660.0
2021-09-24,9370.0
2021-09-27,10030.0
2021-09-28,10020.0
2021-09-29,9805.0
2021-09-30,10125.0
2021-10-08,10425.0
2021-10-11,11020.0
2021-10-12,11585.0
2021-10-13,10780.0
2021-10-14,10580.0
2021-10-15,10430.0
2021-10-18,10740.0
2021-10-19,10750.0
2021-10-20,10030.0
2021-10-21,9775.0
2021-10-22,9645.0
2021-10-25,9530.0
2021-10-26,9285.0
2021-10-27,8715.0
2021-10-28,9020.0
2021-10-29,8775.0
2021-11-01,8741.0
2021-11-02,8341.0
2021-11-03,8575.0
2021-11-04,7983.0
2021-11-05,8130.0
2021-11-08,8208.0
2021-11-09,8320.0
2021-11-10,8577.0
2021-11-11,8770.0
2021-11-12,8405.0
2021-11-15,8255.0
2021-11-16,8068.0
2021-11-17,8044.0
2021-11-18,8102.0
2021-11-19,8591.0
2021-11-22,8455.0
2021-11-23,8436.0
2021-11-24,8688.0
2021-11-25,8680.0
2021-11-26,8285.0
2021-11-29,8427.0
2021-11-30,8251.0
2021-12-01,8372.0
2021-12-02,8070.0
2021-12-03,8150.0
2021-12-06,8258.0
2021-12-07,8302.0
2021-12-08,8053.0
2021-12-09,8055.0
2021-12-10,8061.0
2021-12-13,8140.0
2021-12-14,8129.0
2021-12-15,7980.0
2021-12-16,8021.0
2021-12-17,8171.0
2021-12-20,8146.0
2021-12-21,8275.0
2021-12-22,8243.0
2021-12-23,8389.0
2021-12-24,8430.0
2021-12-27,8160.0
2021-12-28,8394.0
2021-12-29,8382.0
2021-12-30,8399.0
2021-12-31,8258.0
2022-01-04,8471.0
2022-01-05,8343.0
2022-01-06,8345.0
2022-01-07,8392.0
2022-01-10,8187.0
2022-01-11,8265.0
2022-01-12,8432.0
2022-01-13,8421.0
2022-01-14,8696.0
2022-01-17,8504.0
2022-01-18,8579.0
2022-01-19,8628.0
2022-01-20,8758.0
2022-01-21,8752.0
2022-01-24,8586.0
2022-01-25,8596.0
2022-01-26,8724.0
2022-01-27,8747.0
2022-01-28,8648.0
2022-02-07,9161.0
2022-02-08,9152.0
2022-02-09,9024.0
2022-02-10,9226.0
2022-02-11,8978.0
2022-02-14,8834.0
2022-02-15,8614.0
2022-02-16,8677.0
2022-02-17,8378.0
2022-02-18,8535.0
2022-02-21,8474.0
2022-02-22,8403.0
2022-02-23,8438.0
2022-02-24,8459.0
2022-02-25,8368.0
2022-02-28,8399.0
2022-03-01,8509.0
2022-03-02,8773.0
2022-03-03,8865.0
2022-03-04,8760.0
2022-03-07,8991.0
2022-03-08,8980.0
2022-03-09,9013.0
2022-03-10,8893.0
2022-03-11,8946.0
2022-03-14,8794.0
2022-03-15,8586.0
2022-03-16,8803.0
2022-03-17,8878.0
2022-03-18,8941.0
2022-03-21,8828.0
2022-03-22,8950.0
2022-03-23,8928.0
2022-03-24,8978.0
2022-03-25,9060.0
2022-03-28,9170.0
2022-03-29,9207.0
2022-03-30,9252.0
2022-03-31,9175.0
2022-04-01,9342.0
2022-04-06,9205.0
2022-04-07,9150.0
2022-04-08,9051.0
2022-04-11,8953.0
2022-04-12,9147.0
2022-04-13,9025.0
2022-04-14,9068.0
2022-04-15,9012.0
2022-04-18,9093.0
2022-04-19,9010.0
2022-04-20,9111.0
2022-04-21,9020.0
2022-04-22,8815.0
2022-04-25,8500.0
2022-04-26,8562.0
2022-04-27,8671.0
2022-04-28,8628.0
2022-04-29,8615.0
2022-05-05,8711.0
2022-05-06,8683.0
2022-05-09,8584.0
2022-05-10,8495.0
2022-05-11,8645.0
2022-05-12,8601.0
2022-05-13,8638.0
2022-05-16,8673.0
2022-05-17,8611.0
2022-05-18,8463.0
2022-05-19,8501.0
2022-05-20,8435.0
2022-05-23,8380.0
2022-05-24,8326.0
2022-05-25,8232.0
2022-05-26,8225.0
2022-05-27,8175.0
2022-05-30,8389.0
2022-05-31,8421.0
2022-06-01,8415.0
2022-06-02,8501.0
2022-06-06,8728.0
2022-06-07,8730.0
2022-06-08,8792.0
2022-06-09,8616.0
2022-06-10,8573.0
2022-06-13,8378.0
2022-06-14,8234.0
2022-06-15,8173.0
