datetime,V2409
2023-09-15,6470.0
2023-09-18,6445.0
2023-09-19,6503.0
2023-09-20,6450.0
2023-09-21,6358.0
2023-09-22,6367.0
2023-09-25,6337.0
2023-09-26,6235.0
2023-09-27,6215.0
2023-09-28,6206.0
2023-10-09,6117.0
2023-10-10,6023.0
2023-10-11,6048.0
2023-10-12,6101.0
2023-10-13,6093.0
2023-10-16,6110.0
2023-10-17,6064.0
2023-10-18,6037.0
2023-10-19,6073.0
2023-10-20,6120.0
2023-10-23,6136.0
2023-10-24,6134.0
2023-10-25,6183.0
2023-10-26,6217.0
2023-10-27,6249.0
2023-10-30,6235.0
2023-10-31,6241.0
2023-11-01,6255.0
2023-11-02,6246.0
2023-11-03,6332.0
2023-11-06,6351.0
2023-11-07,6306.0
2023-11-08,6332.0
2023-11-09,6327.0
2023-11-10,6315.0
2023-11-13,6252.0
2023-11-14,6295.0
2023-11-15,6335.0
2023-11-16,6355.0
2023-11-17,6295.0
2023-11-20,6273.0
2023-11-21,6194.0
2023-11-22,6185.0
2023-11-23,6101.0
2023-11-24,6159.0
2023-11-27,6148.0
2023-11-28,6108.0
2023-11-29,6100.0
2023-11-30,6158.0
2023-12-01,6102.0
2023-12-04,6000.0
2023-12-05,5963.0
2023-12-06,5999.0
2023-12-07,6038.0
2023-12-08,6117.0
2023-12-11,6103.0
2023-12-12,6127.0
2023-12-13,6076.0
2023-12-14,6076.0
2023-12-15,6150.0
2023-12-18,6078.0
2023-12-19,6083.0
2023-12-20,6140.0
2023-12-21,6170.0
2023-12-22,6181.0
2023-12-25,6214.0
2023-12-26,6169.0
2023-12-27,6116.0
2023-12-28,6040.0
2023-12-29,5987.0
2024-01-02,6028.0
2024-01-03,6046.0
2024-01-04,5999.0
2024-01-05,5928.0
2024-01-08,5953.0
2024-01-09,5904.0
2024-01-10,5871.0
2024-01-11,5928.0
2024-01-12,5930.0
2024-01-15,5964.0
2024-01-16,5970.0
2024-01-17,5950.0
2024-01-18,5959.0
2024-01-19,5969.0
2024-01-22,5932.0
2024-01-23,6016.0
2024-01-24,6045.0
2024-01-25,6040.0
2024-01-26,6001.0
2024-01-29,6051.0
2024-01-30,5950.0
2024-01-31,5914.0
2024-02-01,5914.0
2024-02-02,5924.0
2024-02-05,5902.0
2024-02-06,5947.0
2024-02-07,6000.0
2024-02-08,6008.0
2024-02-19,5902.0
2024-02-20,5941.0
2024-02-21,5966.0
2024-02-22,5970.0
2024-02-23,6000.0
2024-02-26,5961.0
2024-02-27,6034.0
2024-02-28,6021.0
2024-02-29,6075.0
2024-03-01,6088.0
2024-03-04,6093.0
2024-03-05,6041.0
2024-03-06,6071.0
2024-03-07,6024.0
2024-03-08,6052.0
2024-03-11,6011.0
2024-03-12,6071.0
2024-03-13,6036.0
2024-03-14,6021.0
2024-03-15,6072.0
2024-03-18,6070.0
2024-03-19,6102.0
2024-03-20,6172.0
2024-03-21,6126.0
2024-03-22,6087.0
2024-03-25,6031.0
2024-03-26,5954.0
2024-03-27,5955.0
2024-03-28,5962.0
2024-03-29,5935.0
2024-04-01,5963.0
2024-04-02,5933.0
2024-04-03,5905.0
2024-04-08,5950.0
2024-04-09,5951.0
2024-04-10,5963.0
2024-04-11,5980.0
2024-04-12,5967.0
2024-04-15,5951.0
2024-04-16,5890.0
2024-04-17,5921.0
2024-04-18,5921.0
2024-04-19,5885.0
2024-04-22,5915.0
2024-04-23,5886.0
2024-04-24,5903.0
2024-04-25,5918.0
2024-04-26,5978.0
2024-04-29,5963.0
2024-04-30,5924.0
2024-05-06,5934.0
2024-05-07,6032.0
2024-05-08,6021.0
2024-05-09,6018.0
2024-05-10,5986.0
2024-05-13,6043.0
2024-05-14,6030.0
2024-05-15,6070.0
2024-05-16,6087.0
2024-05-17,6296.0
2024-05-20,6383.0
2024-05-21,6321.0
2024-05-22,6383.0
2024-05-23,6405.0
2024-05-24,6475.0
2024-05-27,6459.0
2024-05-28,6420.0
2024-05-29,6452.0
2024-05-30,6513.0
2024-05-31,6566.0
2024-06-03,6286.0
2024-06-04,6323.0
2024-06-05,6280.0
2024-06-06,6266.0
2024-06-07,6287.0
2024-06-11,6230.0
2024-06-12,6242.0
2024-06-13,6202.0
2024-06-14,6215.0
2024-06-17,6134.0
2024-06-18,6120.0
2024-06-19,6172.0
2024-06-20,6154.0
2024-06-21,6096.0
2024-06-24,6032.0
2024-06-25,6085.0
2024-06-26,6077.0
2024-06-27,6034.0
2024-06-28,6053.0
2024-07-01,6091.0
2024-07-02,6120.0
2024-07-03,6125.0
2024-07-04,6047.0
2024-07-05,6013.0
2024-07-08,5952.0
2024-07-09,5974.0
2024-07-10,5897.0
2024-07-11,5918.0
2024-07-12,5921.0
2024-07-15,5821.0
2024-07-16,5845.0
2024-07-17,5886.0
2024-07-18,5869.0
2024-07-19,5835.0
2024-07-22,5844.0
2024-07-23,5740.0
2024-07-24,5782.0
2024-07-25,5727.0
2024-07-26,5739.0
2024-07-29,5691.0
2024-07-30,5614.0
2024-07-31,5698.0
2024-08-01,5683.0
2024-08-02,5700.0
2024-08-05,5675.0
2024-08-06,5609.0
2024-08-07,5607.0
2024-08-08,5566.0
2024-08-09,5543.0
2024-08-12,5478.0
2024-08-13,5395.0
2024-08-14,5425.0
2024-08-15,5332.0
2024-08-16,5344.0
2024-08-19,5406.0
2024-08-20,5437.0
2024-08-21,5539.0
2024-08-22,5467.0
2024-08-23,5375.0
2024-08-26,5491.0
2024-08-27,5486.0
2024-08-28,5442.0
2024-08-29,5439.0
2024-08-30,5389.0
2024-09-02,5280.0
2024-09-03,5223.0
2024-09-04,5184.0
2024-09-05,5155.0
2024-09-06,5176.0
2024-09-09,5230.0
2024-09-10,5170.0
2024-09-11,5210.0
2024-09-12,5211.0
2024-09-13,5145.0
