datetime,SA2301
2022-01-18,2602.0
2022-01-19,2573.0
2022-01-20,2530.0
2022-01-21,2662.0
2022-01-24,2615.0
2022-01-25,2624.0
2022-01-26,2646.0
2022-01-27,2720.0
2022-01-28,2756.0
2022-02-07,2852.0
2022-02-08,2887.0
2022-02-09,2870.0
2022-02-10,3024.0
2022-02-11,2913.0
2022-02-14,2930.0
2022-02-15,2834.0
2022-02-16,2877.0
2022-02-17,2745.0
2022-02-18,2780.0
2022-02-21,2870.0
2022-02-22,2830.0
2022-02-23,2852.0
2022-02-24,2782.0
2022-02-25,2609.0
2022-02-28,2632.0
2022-03-01,2656.0
2022-03-02,2717.0
2022-03-03,2777.0
2022-03-04,2781.0
2022-03-07,2866.0
2022-03-08,2788.0
2022-03-09,2639.0
2022-03-10,2752.0
2022-03-11,2673.0
2022-03-14,2559.0
2022-03-15,2552.0
2022-03-16,2552.0
2022-03-17,2532.0
2022-03-18,2615.0
2022-03-21,2566.0
2022-03-22,2585.0
2022-03-23,2656.0
2022-03-24,2717.0
2022-03-25,2860.0
2022-03-28,2865.0
2022-03-29,2933.0
2022-03-30,2984.0
2022-03-31,2982.0
2022-04-01,3006.0
2022-04-06,2928.0
2022-04-07,2886.0
2022-04-08,2912.0
2022-04-11,2918.0
2022-04-12,3045.0
2022-04-13,3017.0
2022-04-14,3076.0
2022-04-15,3082.0
2022-04-18,3184.0
2022-04-19,3167.0
2022-04-20,3064.0
2022-04-21,3071.0
2022-04-22,3056.0
2022-04-25,2832.0
2022-04-26,2795.0
2022-04-27,2899.0
2022-04-28,2933.0
2022-04-29,2923.0
2022-05-05,2962.0
2022-05-06,2838.0
2022-05-09,2719.0
2022-05-10,2587.0
2022-05-11,2675.0
2022-05-12,2570.0
2022-05-13,2636.0
2022-05-16,2693.0
2022-05-17,2675.0
2022-05-18,2636.0
2022-05-19,2727.0
2022-05-20,2732.0
2022-05-23,2719.0
2022-05-24,2701.0
2022-05-25,2750.0
2022-05-26,2768.0
2022-05-27,2838.0
2022-05-30,2910.0
2022-05-31,2894.0
2022-06-01,2902.0
2022-06-02,2941.0
2022-06-06,2880.0
2022-06-07,2967.0
2022-06-08,3007.0
2022-06-09,2953.0
2022-06-10,2925.0
2022-06-13,2909.0
2022-06-14,2769.0
2022-06-15,2746.0
2022-06-16,2755.0
2022-06-17,2734.0
2022-06-20,2731.0
2022-06-21,2650.0
2022-06-22,2522.0
2022-06-23,2603.0
2022-06-24,2588.0
2022-06-27,2623.0
2022-06-28,2701.0
2022-06-29,2715.0
2022-06-30,2710.0
2022-07-01,2576.0
2022-07-04,2495.0
2022-07-05,2456.0
2022-07-06,2432.0
2022-07-07,2459.0
2022-07-08,2334.0
2022-07-11,2344.0
2022-07-12,2245.0
2022-07-13,2256.0
2022-07-14,2217.0
2022-07-15,2207.0
2022-07-18,2314.0
2022-07-19,2225.0
2022-07-20,2274.0
2022-07-21,2239.0
2022-07-22,2211.0
2022-07-25,2215.0
2022-07-26,2230.0
2022-07-27,2231.0
2022-07-28,2350.0
2022-07-29,2425.0
2022-08-01,2371.0
2022-08-02,2400.0
2022-08-03,2392.0
2022-08-04,2266.0
2022-08-05,2264.0
2022-08-08,2390.0
2022-08-09,2380.0
2022-08-10,2331.0
2022-08-11,2385.0
2022-08-12,2374.0
2022-08-15,2349.0
2022-08-16,2343.0
2022-08-17,2283.0
2022-08-18,2304.0
2022-08-19,2238.0
2022-08-22,2358.0
2022-08-23,2373.0
2022-08-24,2365.0
2022-08-25,2373.0
2022-08-26,2418.0
2022-08-29,2386.0
2022-08-30,2338.0
2022-08-31,2367.0
2022-09-01,2315.0
2022-09-02,2302.0
2022-09-05,2345.0
2022-09-06,2288.0
2022-09-07,2279.0
2022-09-08,2276.0
2022-09-09,2306.0
2022-09-13,2360.0
2022-09-14,2306.0
2022-09-15,2301.0
2022-09-16,2282.0
2022-09-19,2307.0
2022-09-20,2319.0
2022-09-21,2318.0
2022-09-22,2399.0
2022-09-23,2397.0
2022-09-26,2425.0
2022-09-27,2466.0
2022-09-28,2467.0
2022-09-29,2488.0
2022-09-30,2537.0
2022-10-10,2530.0
2022-10-11,2484.0
2022-10-12,2509.0
2022-10-13,2485.0
2022-10-14,2486.0
2022-10-17,2482.0
2022-10-18,2457.0
2022-10-19,2448.0
2022-10-20,2436.0
2022-10-21,2432.0
2022-10-24,2391.0
2022-10-25,2382.0
2022-10-26,2408.0
2022-10-27,2403.0
2022-10-28,2373.0
2022-10-31,2307.0
2022-11-01,2353.0
2022-11-02,2328.0
2022-11-03,2311.0
2022-11-04,2405.0
2022-11-07,2401.0
2022-11-08,2469.0
2022-11-09,2489.0
2022-11-10,2518.0
2022-11-11,2520.0
2022-11-14,2514.0
2022-11-15,2538.0
2022-11-16,2575.0
2022-11-17,2591.0
2022-11-18,2610.0
2022-11-21,2620.0
