datetime,SF2409
2023-09-15,7404.0
2023-09-18,7460.0
2023-09-19,7494.0
2023-09-20,7492.0
2023-09-21,7416.0
2023-09-22,7476.0
2023-09-25,7422.0
2023-09-26,7442.0
2023-09-27,7484.0
2023-09-28,7454.0
2023-10-09,7350.0
2023-10-10,7194.0
2023-10-11,7110.0
2023-10-12,7120.0
2023-10-13,7058.0
2023-10-16,7094.0
2023-10-17,7068.0
2023-10-18,7004.0
2023-10-19,7002.0
2023-10-20,6994.0
2023-10-23,7024.0
2023-10-24,7042.0
2023-10-25,7068.0
2023-10-26,7096.0
2023-10-27,7112.0
2023-10-30,7110.0
2023-10-31,7052.0
2023-11-01,7050.0
2023-11-02,7012.0
2023-11-03,7110.0
2023-11-06,7054.0
2023-11-07,7184.0
2023-11-08,7196.0
2023-11-09,7214.0
2023-11-10,7228.0
2023-11-13,7200.0
2023-11-14,7250.0
2023-11-15,7290.0
2023-11-16,7306.0
2023-11-17,7238.0
2023-11-20,7138.0
2023-11-21,7052.0
2023-11-22,7028.0
2023-11-23,7016.0
2023-11-24,7018.0
2023-11-27,7040.0
2023-11-28,7012.0
2023-11-29,6982.0
2023-11-30,6994.0
2023-12-01,6926.0
2023-12-04,6932.0
2023-12-05,6836.0
2023-12-06,6840.0
2023-12-07,6866.0
2023-12-08,7076.0
2023-12-11,7008.0
2023-12-12,7012.0
2023-12-13,6918.0
2023-12-14,6974.0
2023-12-15,7068.0
2023-12-18,7030.0
2023-12-19,6972.0
2023-12-20,7004.0
2023-12-21,7054.0
2023-12-22,7068.0
2023-12-25,7056.0
2023-12-26,6956.0
2023-12-27,6958.0
2023-12-28,6910.0
2023-12-29,6888.0
2024-01-02,6916.0
2024-01-03,6936.0
2024-01-04,6890.0
2024-01-05,6872.0
2024-01-08,6824.0
2024-01-09,6830.0
2024-01-10,6774.0
2024-01-11,6804.0
2024-01-12,6794.0
2024-01-15,6794.0
2024-01-16,6792.0
2024-01-17,6766.0
2024-01-18,6790.0
2024-01-19,6776.0
2024-01-22,6722.0
2024-01-23,6710.0
2024-01-24,6758.0
2024-01-25,6796.0
2024-01-26,6824.0
2024-01-29,6874.0
2024-01-30,6822.0
2024-01-31,6724.0
2024-02-01,6644.0
2024-02-02,6616.0
2024-02-05,6604.0
