datetime,JM2101
2020-01-16,1180.0
2020-01-17,1173.5
2020-01-20,1181.0
2020-01-21,1171.5
2020-01-22,1161.0
2020-02-03,1126.5
2020-02-04,1133.0
2020-02-05,1135.0
2020-02-06,1166.0
2020-02-07,1170.0
2020-02-10,1156.0
2020-02-11,1174.0
2020-02-12,1183.5
2020-02-13,1183.5
2020-02-14,1182.0
2020-02-17,1182.0
2020-02-18,1180.0
2020-02-19,1189.0
2020-02-20,1178.5
2020-02-21,1185.0
2020-02-24,1197.5
2020-02-25,1191.0
2020-02-26,1189.0
2020-02-27,1179.0
2020-02-28,1164.5
2020-03-02,1186.0
2020-03-03,1186.0
2020-03-04,1192.5
2020-03-05,1192.5
2020-03-06,1197.5
2020-03-09,1185.0
2020-03-10,1193.5
2020-03-11,1188.5
2020-03-12,1189.0
2020-03-13,1199.5
2020-03-16,1190.5
2020-03-17,1190.0
2020-03-18,1190.0
2020-03-19,1182.0
2020-03-20,1152.0
2020-03-23,1134.0
2020-03-24,1155.0
2020-03-25,1163.0
2020-03-26,1143.0
2020-03-27,1136.0
2020-03-30,1103.5
2020-03-31,1101.0
2020-04-01,1059.0
2020-04-02,1087.0
2020-04-03,1044.0
2020-04-07,1053.0
2020-04-08,1057.0
2020-04-09,1062.0
2020-04-10,1088.0
2020-04-13,1087.0
2020-04-14,1085.0
2020-04-15,1082.0
2020-04-16,1091.0
2020-04-17,1093.0
2020-04-20,1088.0
2020-04-21,1068.5
2020-04-22,1080.5
2020-04-23,1060.0
2020-04-24,1057.5
2020-04-27,1046.5
2020-04-28,1008.0
2020-04-29,1012.5
2020-04-30,1039.0
2020-05-06,1033.5
2020-05-07,1049.0
2020-05-08,1050.5
2020-05-11,1043.0
2020-05-12,1065.5
2020-05-13,1062.0
2020-05-14,1076.0
2020-05-15,1082.0
2020-05-18,1093.5
2020-05-19,1125.0
2020-05-20,1119.0
2020-05-21,1121.5
2020-05-22,1117.0
2020-05-25,1111.5
2020-05-26,1106.5
2020-05-27,1111.5
2020-05-28,1110.5
2020-05-29,1112.5
2020-06-01,1127.5
2020-06-02,1134.0
2020-06-03,1128.0
2020-06-04,1129.0
2020-06-05,1128.0
2020-06-08,1152.0
2020-06-09,1151.5
2020-06-10,1149.5
2020-06-11,1150.0
2020-06-12,1155.0
2020-06-15,1132.0
2020-06-16,1153.5
2020-06-17,1140.0
2020-06-18,1158.0
2020-06-19,1162.5
2020-06-22,1151.5
2020-06-23,1152.5
2020-06-24,1158.5
2020-06-29,1141.5
2020-06-30,1152.0
2020-07-01,1146.5
2020-07-02,1166.0
2020-07-03,1160.0
2020-07-06,1158.5
2020-07-07,1151.5
2020-07-08,1164.5
2020-07-09,1184.0
2020-07-10,1168.5
2020-07-13,1180.0
2020-07-14,1171.5
2020-07-15,1171.5
2020-07-16,1175.0
2020-07-17,1187.5
2020-07-20,1185.0
2020-07-21,1205.5
2020-07-22,1199.5
2020-07-23,1214.0
2020-07-24,1222.0
2020-07-27,1211.5
2020-07-28,1201.5
2020-07-29,1218.0
2020-07-30,1211.0
2020-07-31,1205.5
2020-08-03,1221.5
2020-08-04,1215.5
2020-08-05,1215.0
2020-08-06,1227.0
2020-08-07,1227.0
2020-08-10,1222.0
2020-08-11,1208.0
2020-08-12,1210.5
2020-08-13,1200.0
2020-08-14,1203.0
2020-08-17,1209.5
2020-08-18,1224.0
2020-08-19,1208.0
2020-08-20,1200.5
2020-08-21,1198.5
2020-08-24,1218.0
2020-08-25,1218.5
2020-08-26,1218.0
2020-08-27,1223.5
2020-08-28,1231.0
2020-08-31,1239.5
2020-09-01,1263.5
2020-09-02,1276.0
2020-09-03,1283.5
2020-09-04,1281.5
2020-09-07,1286.0
2020-09-08,1263.0
2020-09-09,1258.5
2020-09-10,1246.5
2020-09-11,1257.0
2020-09-14,1263.0
2020-09-15,1255.5
2020-09-16,1247.0
2020-09-17,1260.0
2020-09-18,1277.0
2020-09-21,1269.5
