datetime,B2005
2019-05-20,3004.0
2019-05-21,3031.0
2019-05-22,2999.0
2019-05-23,2978.0
2019-05-24,2960.0
2019-05-27,3011.0
2019-05-28,3031.0
2019-05-29,3139.0
2019-05-30,3078.0
2019-05-31,3083.0
2019-06-03,3105.0
2019-06-04,3113.0
2019-06-05,3088.0
2019-06-06,3040.0
2019-06-10,3037.0
2019-06-11,3041.0
2019-06-12,3039.0
2019-06-13,3094.0
2019-06-14,3089.0
2019-06-17,3130.0
2019-06-18,3099.0
2019-06-19,3085.0
2019-06-20,3075.0
2019-06-21,3087.0
2019-06-24,3098.0
2019-06-25,3099.0
2019-06-26,3065.0
2019-06-27,3076.0
2019-06-28,3083.0
2019-07-01,3083.0
2019-07-02,3079.0
2019-07-03,3069.0
2019-07-04,3055.0
2019-07-05,3058.0
2019-07-08,3042.0
2019-07-09,3024.0
2019-07-10,3026.0
2019-07-11,3037.0
2019-07-12,3044.0
2019-07-15,3080.0
2019-07-16,3046.0
2019-07-17,3054.0
2019-07-18,3040.0
2019-07-19,3051.0
2019-07-22,3047.0
2019-07-23,3050.0
2019-07-24,3045.0
2019-07-25,3055.0
2019-07-26,3040.0
2019-07-29,3038.0
2019-07-30,3045.0
2019-07-31,3045.0
2019-08-01,3031.0
2019-08-02,3052.0
2019-08-05,3104.0
2019-08-06,3094.0
2019-08-07,3115.0
2019-08-08,3112.0
2019-08-09,3143.0
2019-08-12,3143.0
2019-08-13,3173.0
2019-08-14,3143.0
2019-08-15,3131.0
2019-08-16,3124.0
2019-08-19,3137.0
2019-08-20,3133.0
2019-08-21,3133.0
2019-08-22,3144.0
2019-08-23,3177.0
2019-08-26,3200.0
2019-08-27,3170.0
2019-08-28,3181.0
2019-08-29,3185.0
2019-08-30,3163.0
2019-09-02,3217.0
2019-09-03,3216.0
2019-09-04,3211.0
2019-09-05,3185.0
2019-09-06,3153.0
2019-09-09,3154.0
2019-09-10,3153.0
2019-09-11,3138.0
2019-09-12,3144.0
2019-09-16,3162.0
2019-09-17,3184.0
2019-09-18,3178.0
2019-09-19,3172.0
2019-09-20,3163.0
2019-09-23,3171.0
2019-09-24,3168.0
2019-09-25,3176.0
2019-09-26,3163.0
2019-09-27,3137.0
2019-09-30,3151.0
2019-10-08,3180.0
2019-10-09,3250.0
2019-10-10,3242.0
2019-10-11,3279.0
2019-10-14,3230.0
2019-10-15,3229.0
2019-10-16,3244.0
2019-10-17,3248.0
2019-10-18,3260.0
2019-10-21,3303.0
2019-10-22,3283.0
2019-10-23,3297.0
2019-10-24,3287.0
2019-10-25,3297.0
2019-10-28,3250.0
2019-10-29,3261.0
2019-10-30,3271.0
2019-10-31,3250.0
2019-11-01,3261.0
2019-11-04,3271.0
2019-11-05,3283.0
2019-11-06,3236.0
2019-11-07,3240.0
