datetime,JM2609
2025-09-15,1331.0
2025-09-16,1380.5
2025-09-17,1367.0
2025-09-18,1356.5
2025-09-19,1396.5
2025-09-22,1376.0
2025-09-23,1386.0
2025-09-24,1382.0
2025-09-25,1397.5
2025-09-26,1352.5
2025-09-29,1314.5
2025-09-30,1299.0
2025-10-09,1351.0
2025-10-10,1346.0
2025-10-13,1329.5
2025-10-14,1318.0
2025-10-15,1312.0
2025-10-16,1352.0
2025-10-17,1340.0
2025-10-20,1360.5
2025-10-21,1326.0
2025-10-22,1362.5
2025-10-23,1396.0
2025-10-24,1383.0
2025-10-27,1397.0
2025-10-28,1382.5
2025-10-29,1452.0
2025-10-30,1428.5
2025-10-31,1420.0
2025-11-03,1411.5
2025-11-04,1374.0
2025-11-05,1399.0
2025-11-06,1400.5
2025-11-07,1369.5
2025-11-10,1359.0
2025-11-11,1341.0
2025-11-12,1352.0
2025-11-13,1326.5
2025-11-14,1322.0
2025-11-17,1346.0
2025-11-18,1306.0
2025-11-19,1278.0
2025-11-20,1250.0
2025-11-21,1255.5
2025-11-24,1242.5
2025-11-25,1252.0
2025-11-26,1243.5
2025-11-27,1232.5
2025-11-28,1221.0
2025-12-01,1245.0
2025-12-02,1244.5
2025-12-03,1233.0
2025-12-04,1249.0
2025-12-05,1204.5
2025-12-08,1161.5
2025-12-09,1161.5
2025-12-10,1148.5
2025-12-11,1112.0
2025-12-12,1090.5
2025-12-15,1139.0
2025-12-16,1144.0
2025-12-17,1133.0
2025-12-18,1200.0
2025-12-19,1189.5
2025-12-22,1192.0
2025-12-23,1203.5
2025-12-24,1212.0
2025-12-25,1201.5
2025-12-26,1195.5
2025-12-29,1170.0
2025-12-30,1200.0
2025-12-31,1187.0
2026-01-05,1156.0
2026-01-06,1173.0
2026-01-07,1246.5
2026-01-08,1261.5
2026-01-09,1269.0
2026-01-12,1310.5
2026-01-13,1268.0
2026-01-14,1275.5
2026-01-15,1266.0
2026-01-16,1253.0
2026-01-19,1254.0
2026-01-20,1203.5
2026-01-21,1203.0
2026-01-22,1203.0
2026-01-23,1235.5
2026-01-26,1237.5
2026-01-27,1195.0
2026-01-28,1214.5
2026-01-29,1242.5
2026-01-30,1232.5
2026-02-02,1226.0
2026-02-03,1245.5
2026-02-04,1281.5
2026-02-05,1248.0
2026-02-06,1217.5
2026-02-09,1222.5
2026-02-10,1196.5
2026-02-11,1203.5
2026-02-12,1200.0
2026-02-13,1201.5
2026-02-24,1184.5
2026-02-25,1210.0
2026-02-26,1183.5
2026-02-27,1189.0
2026-03-02,1194.5
2026-03-03,1222.0
2026-03-04,1198.5
2026-03-05,1200.0
2026-03-06,1216.5
2026-03-09,1251.5
2026-03-10,1218.5
2026-03-11,1247.5
2026-03-12,1254.5
2026-03-13,1276.5
2026-03-16,1280.5
2026-03-17,1282.0
2026-03-18,1260.5
2026-03-19,1272.0
2026-03-20,1287.0
2026-03-23,1378.5
2026-03-24,1371.5
2026-03-25,1377.5
2026-03-26,1368.5
2026-03-27,1357.0
2026-03-30,1352.5
2026-03-31,1278.0
2026-04-01,1252.0
2026-04-02,1271.5
2026-04-03,1245.5
2026-04-07,1246.5
2026-04-08,1260.0
2026-04-09,1217.0
2026-04-10,1203.0
2026-04-13,1214.5
2026-04-14,1213.0
2026-04-15,1233.0
2026-04-16,1248.0
2026-04-17,1226.0
2026-04-20,1263.5
2026-04-21,1262.0
2026-04-22,1273.0
2026-04-23,1257.5
2026-04-24,1258.5
2026-04-27,1277.0
2026-04-28,1266.5
2026-04-29,1273.5
2026-04-30,1287.0
2026-05-06,1313.5
2026-05-07,1304.0
2026-05-08,1286.0
2026-05-11,1309.0
2026-05-12,1241.0
2026-05-13,1244.0
2026-05-14,1242.5
2026-05-15,1225.0
2026-05-18,1208.5
2026-05-19,1221.0
2026-05-20,1218.0
2026-05-21,1190.5
2026-05-22,1162.5
2026-05-25,1266.5
2026-05-26,1260.0
2026-05-27,1273.0
2026-05-28,1290.0
2026-05-29,1285.5
2026-06-01,1377.0
2026-06-02,1362.5
2026-06-03,1381.5
2026-06-04,1431.5
2026-06-05,1459.0
2026-06-08,1429.5
