datetime,B2505
2024-05-20,3860.0
2024-05-21,3874.0
2024-05-22,3887.0
2024-05-23,3878.0
2024-05-24,3875.0
2024-05-27,3855.0
2024-05-28,3874.0
2024-05-29,3846.0
2024-05-30,3830.0
2024-05-31,3855.0
2024-06-03,3781.0
2024-06-04,3766.0
2024-06-05,3762.0
2024-06-06,3773.0
2024-06-07,3764.0
2024-06-11,3750.0
2024-06-12,3759.0
2024-06-13,3716.0
2024-06-14,3742.0
2024-06-17,3698.0
2024-06-18,3691.0
2024-06-19,3706.0
2024-06-20,3709.0
2024-06-21,3668.0
2024-06-24,3694.0
2024-06-25,3698.0
2024-06-26,3695.0
2024-06-27,3689.0
2024-06-28,3696.0
2024-07-01,3703.0
2024-07-02,3757.0
2024-07-03,3764.0
2024-07-04,3744.0
2024-07-05,3756.0
2024-07-08,3737.0
2024-07-09,3705.0
2024-07-10,3650.0
2024-07-11,3647.0
2024-07-12,3642.0
2024-07-15,3607.0
2024-07-16,3587.0
2024-07-17,3610.0
2024-07-18,3629.0
2024-07-19,3643.0
2024-07-22,3658.0
2024-07-23,3649.0
2024-07-24,3639.0
2024-07-25,3608.0
2024-07-26,3631.0
2024-07-29,3586.0
2024-07-30,3576.0
2024-07-31,3573.0
2024-08-01,3554.0
2024-08-02,3578.0
2024-08-05,3553.0
2024-08-06,3507.0
2024-08-07,3493.0
2024-08-08,3493.0
2024-08-09,3505.0
2024-08-12,3485.0
2024-08-13,3381.0
2024-08-14,3356.0
2024-08-15,3379.0
2024-08-16,3367.0
2024-08-19,3374.0
2024-08-20,3396.0
2024-08-21,3420.0
2024-08-22,3384.0
2024-08-23,3370.0
2024-08-26,3396.0
2024-08-27,3423.0
2024-08-28,3425.0
2024-08-29,3432.0
2024-08-30,3475.0
2024-09-02,3443.0
2024-09-03,3486.0
2024-09-04,3418.0
2024-09-05,3439.0
2024-09-06,3445.0
2024-09-09,3450.0
2024-09-10,3432.0
2024-09-11,3458.0
2024-09-12,3434.0
2024-09-13,3457.0
2024-09-18,3515.0
2024-09-19,3486.0
2024-09-20,3496.0
2024-09-23,3472.0
2024-09-24,3536.0
2024-09-25,3511.0
2024-09-26,3556.0
2024-09-27,3533.0
2024-09-30,3554.0
2024-10-08,3467.0
2024-10-09,3469.0
2024-10-10,3477.0
2024-10-11,3439.0
2024-10-14,3449.0
2024-10-15,3433.0
2024-10-16,3454.0
2024-10-17,3407.0
2024-10-18,3442.0
2024-10-21,3434.0
2024-10-22,3452.0
2024-10-23,3521.0
2024-10-24,3534.0
2024-10-25,3522.0
2024-10-28,3522.0
2024-10-29,3527.0
2024-10-30,3529.0
2024-10-31,3529.0
2024-11-01,3552.0
2024-11-04,3570.0
2024-11-05,3531.0
2024-11-06,3585.0
2024-11-07,3652.0
2024-11-08,3626.0
2024-11-11,3703.0
2024-11-12,3684.0
2024-11-13,3612.0
2024-11-14,3591.0
2024-11-15,3497.0
2024-11-18,3492.0
2024-11-19,3511.0
2024-11-20,3489.0
2024-11-21,3469.0
2024-11-22,3419.0
2024-11-25,3449.0
2024-11-26,3469.0
2024-11-27,3473.0
2024-11-28,3460.0
