datetime,L2409
2023-09-15,8303.0
2023-09-18,8347.0
2023-09-19,8460.0
2023-09-20,8296.0
2023-09-21,8205.0
2023-09-22,8246.0
2023-09-25,8184.0
2023-09-26,8148.0
2023-09-27,8147.0
2023-09-28,8188.0
2023-10-09,8050.0
2023-10-10,7953.0
2023-10-11,7956.0
2023-10-12,7975.0
2023-10-13,7957.0
2023-10-16,8000.0
2023-10-17,7953.0
2023-10-18,7915.0
2023-10-19,7904.0
2023-10-20,7926.0
2023-10-23,7919.0
2023-10-24,7947.0
2023-10-25,7988.0
2023-10-26,8005.0
2023-10-27,8124.0
2023-10-30,8138.0
2023-10-31,8114.0
2023-11-01,8148.0
2023-11-02,8130.0
2023-11-03,8204.0
2023-11-06,8200.0
2023-11-07,8165.0
2023-11-08,8183.0
2023-11-09,8147.0
2023-11-10,8140.0
2023-11-13,8063.0
2023-11-14,8080.0
2023-11-15,8160.0
2023-11-16,8190.0
2023-11-17,8154.0
2023-11-20,8098.0
2023-11-21,8006.0
2023-11-22,7971.0
2023-11-23,7889.0
2023-11-24,7943.0
2023-11-27,7899.0
2023-11-28,7883.0
2023-11-29,7882.0
2023-11-30,7974.0
2023-12-01,7948.0
2023-12-04,7873.0
2023-12-05,7895.0
2023-12-06,7942.0
2023-12-07,7946.0
2023-12-08,8036.0
2023-12-11,8003.0
2023-12-12,8042.0
2023-12-13,8002.0
2023-12-14,8019.0
2023-12-15,8088.0
2023-12-18,8077.0
2023-12-19,8091.0
2023-12-20,8166.0
2023-12-21,8196.0
2023-12-22,8216.0
2023-12-25,8253.0
2023-12-26,8252.0
2023-12-27,8294.0
2023-12-28,8271.0
2023-12-29,8254.0
2024-01-02,8206.0
2024-01-03,8181.0
2024-01-04,8131.0
2024-01-05,8109.0
2024-01-08,8052.0
2024-01-09,8013.0
2024-01-10,7946.0
2024-01-11,7982.0
2024-01-12,7997.0
2024-01-15,8063.0
2024-01-16,8128.0
2024-01-17,8098.0
2024-01-18,8128.0
2024-01-19,8154.0
2024-01-22,8214.0
2024-01-23,8224.0
2024-01-24,8246.0
2024-01-25,8203.0
2024-01-26,8198.0
2024-01-29,8267.0
2024-01-30,8222.0
2024-01-31,8181.0
2024-02-01,8089.0
2024-02-02,8038.0
2024-02-05,8053.0
2024-02-06,8093.0
2024-02-07,8174.0
2024-02-08,8150.0
2024-02-19,8173.0
2024-02-20,8098.0
2024-02-21,8107.0
2024-02-22,8137.0
2024-02-23,8153.0
2024-02-26,8131.0
2024-02-27,8219.0
2024-02-28,8185.0
2024-02-29,8231.0
2024-03-01,8233.0
2024-03-04,8233.0
2024-03-05,8141.0
2024-03-06,8157.0
2024-03-07,8133.0
2024-03-08,8161.0
2024-03-11,8166.0
2024-03-12,8163.0
2024-03-13,8131.0
2024-03-14,8169.0
2024-03-15,8284.0
2024-03-18,8334.0
2024-03-19,8348.0
2024-03-20,8385.0
2024-03-21,8361.0
2024-03-22,8275.0
2024-03-25,8249.0
2024-03-26,8241.0
