datetime,V2009
2019-09-17,6425.0
2019-09-18,6400.0
2019-09-19,6305.0
2019-09-20,6285.0
2019-09-23,6315.0
2019-09-24,6300.0
2019-09-25,6285.0
2019-09-26,6275.0
2019-09-27,6260.0
2019-09-30,6295.0
2019-10-08,6260.0
2019-10-09,6235.0
2019-10-10,6240.0
2019-10-11,6255.0
2019-10-14,6270.0
2019-10-15,6245.0
2019-10-16,6230.0
2019-10-17,6225.0
2019-10-18,6215.0
2019-10-21,6200.0
2019-10-22,6210.0
2019-10-23,6230.0
2019-10-24,6225.0
2019-10-25,6225.0
2019-10-28,6260.0
2019-10-29,6235.0
2019-10-30,6215.0
2019-10-31,6225.0
2019-11-01,6230.0
2019-11-04,6270.0
2019-11-05,6260.0
2019-11-06,6265.0
2019-11-07,6240.0
2019-11-08,6235.0
2019-11-11,6235.0
2019-11-12,6280.0
2019-11-13,6265.0
2019-11-14,6285.0
2019-11-15,6290.0
2019-11-18,6245.0
2019-11-19,6245.0
2019-11-20,6250.0
2019-11-21,6245.0
2019-11-22,6240.0
2019-11-25,6270.0
2019-11-26,6295.0
2019-11-27,6360.0
2019-11-28,6420.0
2019-11-29,6460.0
2019-12-02,6425.0
2019-12-03,6370.0
2019-12-04,6365.0
2019-12-05,6380.0
2019-12-06,6410.0
2019-12-09,6480.0
2019-12-10,6515.0
2019-12-11,6535.0
2019-12-12,6455.0
2019-12-13,6475.0
2019-12-16,6495.0
2019-12-17,6470.0
2019-12-18,6485.0
2019-12-19,6515.0
2019-12-20,6525.0
2019-12-23,6440.0
2019-12-24,6450.0
2019-12-25,6435.0
2019-12-26,6460.0
2019-12-27,6450.0
2019-12-30,6470.0
2019-12-31,6485.0
2020-01-02,6455.0
2020-01-03,6450.0
2020-01-06,6500.0
2020-01-07,6465.0
2020-01-08,6520.0
2020-01-09,6480.0
2020-01-10,6575.0
2020-01-13,6490.0
2020-01-14,6465.0
2020-01-15,6470.0
2020-01-16,6465.0
2020-01-17,6455.0
2020-01-20,6430.0
2020-01-21,6440.0
2020-01-22,6430.0
2020-01-23,6410.0
2020-02-03,6195.0
2020-02-04,6240.0
2020-02-05,6280.0
2020-02-06,6295.0
2020-02-07,6300.0
2020-02-10,6320.0
2020-02-11,6370.0
2020-02-12,6360.0
2020-02-13,6360.0
2020-02-14,6405.0
2020-02-17,6400.0
2020-02-18,6390.0
2020-02-19,6365.0
2020-02-20,6395.0
2020-02-21,6425.0
2020-02-24,6405.0
2020-02-25,6415.0
2020-02-26,6390.0
2020-02-27,6370.0
2020-02-28,6335.0
2020-03-02,6375.0
2020-03-03,6385.0
2020-03-04,6395.0
2020-03-05,6395.0
2020-03-06,6360.0
2020-03-09,6225.0
2020-03-10,6325.0
2020-03-11,6340.0
2020-03-12,6325.0
2020-03-13,6345.0
2020-03-16,6310.0
2020-03-17,6285.0
2020-03-18,6175.0
2020-03-19,6035.0
2020-03-20,6070.0
2020-03-23,5830.0
2020-03-24,5720.0
2020-03-25,5690.0
2020-03-26,5510.0
2020-03-27,5430.0
2020-03-30,5150.0
2020-03-31,5040.0
2020-04-01,5130.0
2020-04-02,5230.0
2020-04-03,5315.0
2020-04-07,5490.0
2020-04-08,5430.0
2020-04-09,5430.0
2020-04-10,5460.0
2020-04-13,5490.0
2020-04-14,5430.0
2020-04-15,5435.0
2020-04-16,5400.0
2020-04-17,5420.0
2020-04-20,5405.0
2020-04-21,5325.0
2020-04-22,5265.0
2020-04-23,5355.0
2020-04-24,5330.0
2020-04-27,5410.0
2020-04-28,5425.0
2020-04-29,5460.0
2020-04-30,5485.0
2020-05-06,5680.0
2020-05-07,5665.0
2020-05-08,5790.0
2020-05-11,5745.0
2020-05-12,5670.0
2020-05-13,5680.0
2020-05-14,5730.0
2020-05-15,5820.0
2020-05-18,5885.0
2020-05-19,5880.0
2020-05-20,5965.0
2020-05-21,6055.0
2020-05-22,6020.0
2020-05-25,6070.0
2020-05-26,6090.0
2020-05-27,6080.0
2020-05-28,6025.0
2020-05-29,6040.0
2020-06-01,6210.0
2020-06-02,6315.0
2020-06-03,6300.0
2020-06-04,6235.0
2020-06-05,6280.0
2020-06-08,6310.0
2020-06-09,6300.0
2020-06-10,6315.0
2020-06-11,6260.0
2020-06-12,6340.0
2020-06-15,6285.0
2020-06-16,6345.0
2020-06-17,6330.0
2020-06-18,6250.0
2020-06-19,6245.0
