datetime,PR2609
2025-09-29,5884.0
2025-10-10,5832.0
2025-10-13,5768.0
2025-10-14,5718.0
2025-10-15,5682.0
2025-10-16,5678.0
2025-10-21,5636.0
2025-10-28,5834.0
2025-10-29,5830.0
2025-10-31,5752.0
2025-11-05,5722.0
2025-11-06,5758.0
2025-11-07,5786.0
2025-11-10,5798.0
2025-11-11,5798.0
2025-11-14,5816.0
2025-11-19,5796.0
2025-11-21,5758.0
2025-11-24,5802.0
2025-11-25,5812.0
2025-11-27,5720.0
2025-12-01,5824.0
2025-12-03,5824.0
2025-12-05,5804.0
2025-12-08,5774.0
2025-12-11,5700.0
2025-12-15,5690.0
2025-12-16,5668.0
2025-12-18,5710.0
2025-12-19,5770.0
2025-12-22,5878.0
2025-12-23,5932.0
2025-12-24,6018.0
2025-12-25,6070.0
2025-12-26,6134.0
2025-12-29,6050.0
2025-12-30,6090.0
2025-12-31,6112.0
2026-01-06,6058.0
2026-01-07,6052.0
2026-01-08,6096.0
2026-01-12,6100.0
2026-01-13,6090.0
2026-01-14,6158.0
2026-01-19,6032.0
2026-01-20,6050.0
2026-01-21,6096.0
2026-01-22,6256.0
2026-01-23,6380.0
2026-01-26,6412.0
2026-01-27,6310.0
2026-01-28,6382.0
2026-01-29,6346.0
2026-01-30,6340.0
2026-02-02,6170.0
2026-02-03,6194.0
2026-02-04,6264.0
2026-02-05,6184.0
2026-02-06,6236.0
2026-02-09,6268.0
2026-02-10,6196.0
2026-02-11,6308.0
2026-02-12,6276.0
2026-02-13,6196.0
2026-02-24,6362.0
2026-02-25,6326.0
2026-02-26,6246.0
2026-02-27,6248.0
2026-03-02,6544.0
2026-03-03,6580.0
2026-03-04,6632.0
2026-03-05,6732.0
2026-03-06,6810.0
2026-03-09,7226.0
2026-03-10,6890.0
2026-03-11,7364.0
2026-03-12,7672.0
2026-03-13,7782.0
2026-03-16,8300.0
2026-03-17,7982.0
2026-03-18,7862.0
2026-03-19,8044.0
2026-03-20,7928.0
2026-03-23,8282.0
2026-03-24,8020.0
2026-03-25,7918.0
2026-03-26,7946.0
2026-03-27,7938.0
2026-03-30,7958.0
2026-03-31,7788.0
2026-04-01,7670.0
2026-04-02,7924.0
2026-04-03,8030.0
2026-04-08,7634.0
2026-04-09,7736.0
2026-04-10,7438.0
2026-04-13,7390.0
2026-04-14,7432.0
2026-04-15,7562.0
2026-04-16,7650.0
2026-04-17,7634.0
2026-04-20,7530.0
2026-04-21,7612.0
2026-04-22,7600.0
2026-04-23,7710.0
2026-04-24,7690.0
2026-04-27,7896.0
2026-04-28,8380.0
2026-04-29,8394.0
2026-04-30,8340.0
2026-05-06,8512.0
2026-05-07,8182.0
2026-05-08,8060.0
2026-05-11,8190.0
2026-05-12,8088.0
2026-05-13,8050.0
2026-05-14,7870.0
2026-05-15,7962.0
2026-05-18,8020.0
2026-05-19,7984.0
2026-05-20,7976.0
2026-05-21,7922.0
2026-05-22,7572.0
2026-05-25,7420.0
2026-05-26,7414.0
2026-05-27,7450.0
2026-05-28,7614.0
2026-05-29,7522.0
2026-06-01,7590.0
2026-06-02,7656.0
2026-06-03,7760.0
2026-06-04,7488.0
2026-06-05,7604.0
2026-06-08,7910.0
2026-06-09,7600.0
2026-06-10,7542.0
