datetime,OI2305
2022-05-19,12707.0
2022-05-20,12777.0
2022-05-23,12750.0
2022-05-24,12800.0
2022-05-25,12900.0
2022-05-26,12856.0
2022-05-27,13169.0
2022-05-30,13129.0
2022-05-31,13270.0
2022-06-01,13247.0
2022-06-02,13366.0
2022-06-06,13368.0
2022-06-07,13420.0
2022-06-08,13572.0
2022-06-09,13369.0
2022-06-10,13511.0
2022-06-13,13389.0
2022-06-14,13470.0
2022-06-15,13116.0
2022-06-16,12836.0
2022-06-17,12748.0
2022-06-20,12504.0
2022-06-21,12184.0
2022-06-22,11852.0
2022-06-23,11645.0
2022-06-24,10888.0
2022-06-27,11132.0
2022-06-28,11419.0
2022-06-29,11330.0
2022-06-30,11270.0
2022-07-01,10909.0
2022-07-04,10842.0
2022-07-05,10317.0
2022-07-06,9905.0
2022-07-07,9805.0
2022-07-08,10108.0
2022-07-11,10186.0
2022-07-12,10074.0
2022-07-13,9856.0
2022-07-14,10013.0
2022-07-15,9914.0
2022-07-18,10252.0
2022-07-19,10053.0
2022-07-20,10099.0
2022-07-21,10005.0
2022-07-22,9946.0
2022-07-25,9950.0
2022-07-26,10218.0
2022-07-27,10263.0
2022-07-28,10732.0
2022-07-29,10878.0
2022-08-01,10778.0
2022-08-02,10750.0
2022-08-03,10732.0
2022-08-04,10311.0
2022-08-05,10494.0
2022-08-08,10699.0
2022-08-09,10698.0
2022-08-10,10711.0
2022-08-11,10910.0
2022-08-12,11113.0
2022-08-15,10876.0
2022-08-16,10708.0
2022-08-17,10740.0
2022-08-18,10517.0
2022-08-19,10525.0
2022-08-22,10655.0
2022-08-23,10684.0
2022-08-24,11068.0
2022-08-25,10985.0
2022-08-26,10853.0
2022-08-29,10722.0
2022-08-30,10655.0
2022-08-31,10751.0
2022-09-01,10303.0
2022-09-02,10134.0
2022-09-05,10322.0
2022-09-06,10348.0
2022-09-07,9970.0
2022-09-08,9881.0
2022-09-09,9922.0
2022-09-13,10153.0
2022-09-14,10112.0
2022-09-15,10010.0
2022-09-16,9961.0
2022-09-19,9877.0
2022-09-20,9883.0
2022-09-21,10017.0
2022-09-22,10028.0
2022-09-23,9993.0
2022-09-26,9680.0
2022-09-27,9965.0
2022-09-28,9971.0
2022-09-29,9991.0
2022-09-30,10110.0
2022-10-10,10150.0
2022-10-11,10153.0
2022-10-12,10162.0
2022-10-13,10260.0
2022-10-14,10476.0
2022-10-17,10250.0
2022-10-18,10323.0
2022-10-19,10505.0
2022-10-20,10449.0
2022-10-21,10380.0
2022-10-24,10254.0
2022-10-25,10358.0
2022-10-26,10404.0
2022-10-27,10345.0
2022-10-28,10175.0
2022-10-31,10031.0
2022-11-01,10358.0
2022-11-02,10518.0
2022-11-03,10496.0
