d,c
2020-10-16,3501.0
2020-10-19,3500.0
2020-10-20,3500.0
2020-10-21,3525.0
2020-10-22,3529.0
2020-10-23,3521.0
2020-10-26,3522.0
2020-10-27,3530.0
2020-10-28,3558.0
2020-10-29,3555.0
2020-10-30,3569.0
2020-11-02,3582.0
2020-11-03,3566.0
2020-11-04,3576.0
2020-11-05,3602.0
2020-11-06,3604.0
2020-11-09,3667.0
2020-11-10,3634.0
2020-11-11,3642.0
2020-11-12,3626.0
2020-11-13,3656.0
2020-11-16,3676.0
2020-11-17,3731.0
2020-11-18,3710.0
2020-11-19,3738.0
2020-11-20,3757.0
2020-11-23,3713.0
2020-11-24,3725.0
2020-11-25,3720.0
2020-11-26,3786.0
2020-11-27,3836.0
2020-11-30,3843.0
2020-12-01,3846.0
2020-12-02,3905.0
2020-12-03,3888.0
2020-12-04,3931.0
2020-12-07,4011.0
2020-12-08,4003.0
2020-12-09,4117.0
2020-12-10,4202.0
2020-12-11,4159.0
2020-12-14,4153.0
2020-12-15,4212.0
2020-12-16,4244.0
2020-12-17,4274.0
2020-12-18,4425.0
2020-12-21,4567.0
2020-12-22,4492.0
2020-12-23,4410.0
2020-12-24,4400.0
2020-12-25,4410.0
2020-12-28,4260.0
2020-12-29,4245.0
2020-12-30,4280.0
2020-12-31,4401.0
2021-01-04,4359.0
2021-01-05,4361.0
2021-01-06,4372.0
2021-01-07,4508.0
2021-01-08,4498.0
2021-01-11,4316.0
2021-01-12,4320.0
2021-01-13,4302.0
2021-01-14,4293.0
2021-01-15,4355.0
2021-01-18,4372.0
2021-01-19,4262.0
2021-01-20,4290.0
2021-01-21,4301.0
2021-01-22,4241.0
2021-01-25,4302.0
2021-01-26,4310.0
2021-01-27,4409.0
2021-01-28,4349.0
2021-01-29,4311.0
2021-02-01,4250.0
2021-02-02,4200.0
2021-02-03,4235.0
2021-02-04,4277.0
2021-02-05,4328.0
2021-02-08,4428.0
2021-02-09,4483.0
2021-02-10,4488.0
2021-02-18,4588.0
2021-02-19,4569.0
2021-02-22,4688.0
2021-02-23,4683.0
2021-02-24,4693.0
2021-02-25,4785.0
2021-02-26,4776.0
2021-03-01,4755.0
2021-03-02,4812.0
2021-03-03,4935.0
2021-03-04,4934.0
2021-03-05,4796.0
2021-03-08,4865.0
2021-03-09,4738.0
2021-03-10,4723.0
2021-03-11,4820.0
2021-03-12,4866.0
2021-03-15,4956.0
2021-03-16,4810.0
2021-03-17,4873.0
2021-03-18,4876.0
2021-03-19,4904.0
2021-03-22,4971.0
2021-03-23,4970.0
2021-03-24,4982.0
2021-03-25,4968.0
2021-03-26,5029.0
2021-03-29,5166.0
2021-03-30,5216.0
2021-03-31,5193.0
2021-04-01,5243.0
2021-04-02,5389.0
2021-04-06,5403.0
2021-04-07,5391.0
2021-04-08,5370.0
2021-04-09,5355.0
2021-04-12,5265.0
2021-04-13,5403.0
2021-04-14,5418.0
2021-04-15,5393.0
2021-04-16,5413.0
2021-04-19,5370.0
2021-04-20,5429.0
2021-04-21,5484.0
2021-04-22,5552.0
2021-04-23,5590.0
2021-04-26,5737.0
2021-04-27,5752.0
2021-04-28,5691.0
2021-04-29,5787.0
2021-04-30,5688.0
2021-05-06,5935.0
2021-05-07,5999.0
2021-05-10,6335.0
2021-05-11,6540.0
2021-05-12,6683.0
2021-05-13,6438.0
2021-05-14,6135.0
2021-05-17,5949.0
2021-05-18,5980.0
2021-05-19,5678.0
2021-05-20,5555.0
2021-05-21,5493.0
2021-05-24,5316.0
2021-05-25,5281.0
2021-05-26,5017.0
2021-05-27,5186.0
2021-05-28,5328.0
2021-05-31,5354.0
2021-06-01,5437.0
2021-06-02,5305.0
2021-06-03,5490.0
2021-06-04,5434.0
2021-06-07,5252.0
2021-06-08,5288.0
2021-06-09,5366.0
2021-06-10,5448.0
2021-06-11,5610.0
2021-06-15,5436.0
2021-06-16,5280.0
2021-06-17,5371.0
2021-06-18,5347.0
2021-06-21,5170.0
2021-06-22,5153.0
2021-06-23,5153.0
2021-06-24,5160.0
2021-06-25,5288.0
2021-06-28,5325.0
2021-06-29,5315.0
2021-06-30,5428.0
2021-07-01,5428.0
2021-07-02,5418.0
2021-07-05,5494.0
2021-07-06,5604.0
2021-07-07,5768.0
2021-07-08,5750.0
2021-07-09,5795.0
2021-07-12,5828.0
2021-07-13,5867.0
2021-07-14,5999.0
2021-07-15,5962.0
2021-07-16,5952.0
2021-07-19,5926.0
2021-07-20,5968.0
