datetime,L2301
2022-01-18,8768.0
2022-01-19,8800.0
2022-01-20,8772.0
2022-01-21,8717.0
2022-01-24,8777.0
2022-01-25,8726.0
2022-01-26,8875.0
2022-01-27,8873.0
2022-01-28,8777.0
2022-02-07,9305.0
2022-02-08,9190.0
2022-02-09,8944.0
2022-02-10,8952.0
2022-02-11,8827.0
2022-02-14,8809.0
2022-02-15,8844.0
2022-02-16,8754.0
2022-02-17,8565.0
2022-02-18,8625.0
2022-02-21,8590.0
2022-02-22,8590.0
2022-02-23,8690.0
2022-02-24,8741.0
2022-02-25,8660.0
2022-02-28,8719.0
2022-03-01,8776.0
2022-03-02,8957.0
2022-03-03,9102.0
2022-03-04,8955.0
2022-03-07,9173.0
2022-03-08,9180.0
2022-03-09,9430.0
2022-03-10,9150.0
2022-03-11,9072.0
2022-03-14,8906.0
2022-03-15,8645.0
2022-03-16,8721.0
2022-03-17,8749.0
2022-03-18,8916.0
2022-03-21,8846.0
2022-03-22,8888.0
2022-03-23,8896.0
2022-03-24,8934.0
2022-03-25,9028.0
2022-03-28,9111.0
2022-03-29,9200.0
2022-03-30,9189.0
2022-03-31,9098.0
2022-04-01,8969.0
2022-04-06,9023.0
2022-04-07,8980.0
2022-04-08,8922.0
2022-04-11,8834.0
2022-04-12,8876.0
2022-04-13,8786.0
2022-04-14,8850.0
2022-04-15,8773.0
2022-04-18,8946.0
2022-04-19,8940.0
2022-04-20,8901.0
2022-04-21,8871.0
2022-04-22,8832.0
2022-04-25,8599.0
2022-04-26,8558.0
2022-04-27,8600.0
2022-04-28,8602.0
2022-04-29,8712.0
2022-05-05,8835.0
2022-05-06,8742.0
2022-05-09,8620.0
2022-05-10,8550.0
2022-05-11,8598.0
2022-05-12,8526.0
2022-05-13,8578.0
2022-05-16,8576.0
2022-05-17,8629.0
2022-05-18,8576.0
2022-05-19,8494.0
2022-05-20,8386.0
2022-05-23,8446.0
2022-05-24,8420.0
2022-05-25,8455.0
2022-05-26,8655.0
2022-05-27,8717.0
2022-05-30,8783.0
2022-05-31,8907.0
2022-06-01,8923.0
