datetime,L2205
2021-05-20,7760.0
2021-05-21,7750.0
2021-05-24,7710.0
2021-05-25,7735.0
2021-05-26,7775.0
2021-05-27,7700.0
2021-05-28,7625.0
2021-05-31,7660.0
2021-06-01,7800.0
2021-06-02,7760.0
2021-06-03,7755.0
2021-06-04,7670.0
2021-06-07,7570.0
2021-06-08,7540.0
2021-06-09,7600.0
2021-06-10,7605.0
2021-06-11,7620.0
2021-06-15,7630.0
2021-06-16,7665.0
2021-06-17,7665.0
2021-06-18,7745.0
2021-06-21,7825.0
2021-06-22,7870.0
2021-06-23,7855.0
2021-06-24,7875.0
2021-06-25,8000.0
2021-06-28,8145.0
2021-06-29,8100.0
2021-06-30,8115.0
2021-07-01,8120.0
2021-07-02,8145.0
2021-07-05,8220.0
2021-07-06,8230.0
2021-07-07,8050.0
2021-07-08,8070.0
2021-07-09,8190.0
2021-07-12,8305.0
2021-07-13,8295.0
2021-07-14,8235.0
2021-07-15,8190.0
2021-07-16,8290.0
2021-07-19,8405.0
2021-07-20,8335.0
2021-07-21,8305.0
2021-07-22,8345.0
2021-07-23,8305.0
2021-07-26,8160.0
2021-07-27,8155.0
2021-07-28,8160.0
2021-07-29,8265.0
2021-07-30,8280.0
2021-08-02,8165.0
2021-08-03,8060.0
2021-08-04,8095.0
2021-08-05,8075.0
2021-08-06,8080.0
2021-08-09,8095.0
2021-08-10,8200.0
2021-08-11,8235.0
2021-08-12,8205.0
2021-08-13,8300.0
2021-08-16,8300.0
2021-08-17,8320.0
2021-08-18,8345.0
2021-08-19,8130.0
2021-08-20,8100.0
2021-08-23,8135.0
2021-08-24,8200.0
2021-08-25,8150.0
2021-08-26,8040.0
2021-08-27,8065.0
2021-08-30,8125.0
2021-08-31,7980.0
2021-09-01,8005.0
2021-09-02,8200.0
2021-09-03,8295.0
2021-09-06,8265.0
2021-09-07,8390.0
2021-09-08,8425.0
2021-09-09,8350.0
2021-09-10,8380.0
2021-09-13,8410.0
2021-09-14,8470.0
2021-09-15,8855.0
2021-09-16,8780.0
2021-09-17,8625.0
2021-09-22,8735.0
2021-09-23,8790.0
2021-09-24,8905.0
2021-09-27,9100.0
2021-09-28,9270.0
2021-09-29,9150.0
2021-09-30,9475.0
2021-10-08,9450.0
2021-10-11,9615.0
2021-10-12,9575.0
2021-10-13,9325.0
2021-10-14,9295.0
2021-10-15,9310.0
2021-10-18,9430.0
2021-10-19,9440.0
2021-10-20,9060.0
2021-10-21,9120.0
2021-10-22,8955.0
2021-10-25,9010.0
2021-10-26,9010.0
2021-10-27,8650.0
2021-10-28,8685.0
2021-10-29,8665.0
2021-11-01,8682.0
2021-11-02,8585.0
2021-11-03,8721.0
2021-11-04,8608.0
2021-11-05,8756.0
2021-11-08,8754.0
2021-11-09,8719.0
2021-11-10,8775.0
2021-11-11,8799.0
2021-11-12,8846.0
2021-11-15,8595.0
2021-11-16,8535.0
2021-11-17,8526.0
2021-11-18,8469.0
2021-11-19,8623.0
2021-11-22,8539.0
2021-11-23,8689.0
2021-11-24,8715.0
2021-11-25,8732.0
2021-11-26,8517.0
2021-11-29,8454.0
2021-11-30,8312.0
2021-12-01,8368.0
2021-12-02,8222.0
2021-12-03,8348.0
2021-12-06,8469.0
2021-12-07,8419.0
2021-12-08,8322.0
2021-12-09,8336.0
2021-12-10,8145.0
2021-12-13,8329.0
2021-12-14,8388.0
2021-12-15,8236.0
2021-12-16,8323.0
