datetime,L2609
2025-09-15,7269.0
2025-09-16,7309.0
2025-09-17,7299.0
2025-09-18,7280.0
2025-09-19,7250.0
2025-09-22,7229.0
2025-09-23,7193.0
2025-09-24,7218.0
2025-09-25,7231.0
2025-09-26,7225.0
2025-09-29,7239.0
2025-09-30,7220.0
2025-10-09,7158.0
2025-10-10,7124.0
2025-10-13,7071.0
2025-10-14,6997.0
2025-10-15,6997.0
2025-10-16,7004.0
2025-10-17,6931.0
2025-10-20,6952.0
2025-10-21,6952.0
2025-10-22,7009.0
2025-10-23,7058.0
2025-10-24,7050.0
2025-10-27,7119.0
2025-10-28,7101.0
2025-10-29,7105.0
2025-10-30,7066.0
2025-10-31,7027.0
2025-11-03,7020.0
2025-11-04,7005.0
2025-11-05,6959.0
2025-11-06,6935.0
2025-11-07,6927.0
2025-11-10,6926.0
2025-11-11,6893.0
2025-11-12,6912.0
2025-11-13,6938.0
2025-11-14,6956.0
2025-11-17,6949.0
2025-11-18,6906.0
2025-11-19,6925.0
2025-11-20,6923.0
2025-11-21,6877.0
2025-11-24,6880.0
2025-11-25,6855.0
2025-11-26,6812.0
2025-11-27,6804.0
2025-11-28,6882.0
2025-12-01,6892.0
2025-12-02,6931.0
2025-12-03,6913.0
2025-12-04,6867.0
2025-12-05,6788.0
2025-12-08,6754.0
2025-12-09,6656.0
2025-12-10,6635.0
2025-12-11,6600.0
2025-12-12,6519.0
2025-12-15,6583.0
2025-12-16,6568.0
2025-12-17,6514.0
2025-12-18,6514.0
2025-12-19,6367.0
2025-12-22,6280.0
2025-12-23,6335.0
2025-12-24,6445.0
2025-12-25,6423.0
2025-12-26,6496.0
2025-12-29,6485.0
2025-12-30,6496.0
2025-12-31,6509.0
2026-01-05,6496.0
2026-01-06,6618.0
2026-01-07,6687.0
2026-01-08,6665.0
2026-01-09,6715.0
2026-01-12,6772.0
2026-01-13,6802.0
2026-01-14,6855.0
2026-01-15,6814.0
2026-01-16,6723.0
2026-01-19,6691.0
2026-01-20,6664.0
2026-01-21,6694.0
2026-01-22,6845.0
2026-01-23,6887.0
2026-01-26,6962.0
2026-01-27,6930.0
2026-01-28,7015.0
2026-01-29,7104.0
2026-01-30,7069.0
2026-02-02,6919.0
2026-02-03,6916.0
2026-02-04,6975.0
2026-02-05,6828.0
2026-02-06,6864.0
2026-02-09,6777.0
2026-02-10,6826.0
2026-02-11,6836.0
2026-02-12,6781.0
2026-02-13,6709.0
2026-02-24,6878.0
2026-02-25,6847.0
2026-02-26,6742.0
2026-02-27,6672.0
2026-03-02,7071.0
2026-03-03,7183.0
2026-03-04,7270.0
2026-03-05,7241.0
2026-03-06,7456.0
2026-03-09,7756.0
2026-03-10,7444.0
2026-03-11,7806.0
2026-03-12,7934.0
2026-03-13,8145.0
2026-03-16,8372.0
2026-03-17,8202.0
2026-03-18,8175.0
2026-03-19,8681.0
2026-03-20,8604.0
2026-03-23,9312.0
2026-03-24,8736.0
2026-03-25,8568.0
2026-03-26,8632.0
2026-03-27,8739.0
2026-03-30,8684.0
2026-03-31,8465.0
2026-04-01,8153.0
2026-04-02,8435.0
2026-04-03,8551.0
2026-04-07,9088.0
2026-04-08,8338.0
2026-04-09,8384.0
2026-04-10,8179.0
2026-04-13,8203.0
2026-04-14,8067.0
2026-04-15,8036.0
2026-04-16,8091.0
2026-04-17,8129.0
2026-04-20,7968.0
2026-04-21,7981.0
2026-04-22,8069.0
2026-04-23,8145.0
2026-04-24,8120.0
2026-04-27,8250.0
2026-04-28,8389.0
2026-04-29,8412.0
2026-04-30,8452.0
2026-05-06,8486.0
2026-05-07,8079.0
2026-05-08,8060.0
2026-05-11,8177.0
2026-05-12,8255.0
2026-05-13,8214.0
2026-05-14,8048.0
2026-05-15,8034.0
2026-05-18,8170.0
2026-05-19,8051.0
2026-05-20,8094.0
2026-05-21,8012.0
2026-05-22,7927.0
2026-05-25,7814.0
2026-05-26,7796.0
2026-05-27,7738.0
2026-05-28,7818.0
2026-05-29,7851.0
2026-06-01,7968.0
2026-06-02,7937.0
2026-06-03,8005.0
2026-06-04,7885.0
2026-06-05,7916.0
2026-06-08,8146.0
