datetime,A1905
2017-11-20,3902.0
2017-11-21,3944.0
2017-11-24,3952.0
2017-11-27,3969.0
2017-11-28,3953.0
2017-11-29,3955.0
2017-11-30,3920.0
2017-12-04,3957.0
2017-12-07,3885.0
2017-12-08,3898.0
2017-12-11,3855.0
2017-12-12,3828.0
2017-12-13,3850.0
2017-12-14,3829.0
2017-12-15,3842.0
2017-12-18,3863.0
2017-12-20,3862.0
2017-12-21,3863.0
2017-12-22,3793.0
2017-12-25,3827.0
2017-12-26,3862.0
2017-12-27,3862.0
2017-12-28,3854.0
2017-12-29,3851.0
2018-01-02,3861.0
2018-01-03,3892.0
2018-01-04,3889.0
2018-01-05,3899.0
2018-01-08,3900.0
2018-01-09,3894.0
2018-01-10,3911.0
2018-01-11,3884.0
2018-01-12,3862.0
2018-01-15,3876.0
2018-01-16,3836.0
2018-01-17,3819.0
2018-01-18,3816.0
2018-01-19,3769.0
2018-01-22,3770.0
2018-01-23,3767.0
2018-01-24,3781.0
2018-01-25,3776.0
2018-01-26,3774.0
2018-01-29,3780.0
2018-01-30,3786.0
2018-01-31,3786.0
2018-02-01,3757.0
2018-02-02,3741.0
2018-02-05,3748.0
2018-02-06,3746.0
2018-02-07,3752.0
2018-02-08,3770.0
2018-02-09,3768.0
2018-02-12,3776.0
2018-02-13,3772.0
2018-02-14,3784.0
2018-02-22,3828.0
2018-02-23,3828.0
2018-02-26,3828.0
2018-02-27,3832.0
2018-02-28,3868.0
2018-03-01,3860.0
2018-03-02,3881.0
2018-03-05,3868.0
2018-03-06,3867.0
2018-03-07,3856.0
2018-03-08,3850.0
2018-03-09,3855.0
2018-03-12,3842.0
2018-03-14,3847.0
2018-03-16,3881.0
2018-03-19,3888.0
2018-03-20,3875.0
2018-03-21,3848.0
2018-03-22,3859.0
2018-03-23,3903.0
2018-03-26,4001.0
2018-03-27,3929.0
2018-03-28,3917.0
2018-03-29,3923.0
2018-03-30,3955.0
2018-04-02,3980.0
2018-04-04,4051.0
2018-04-09,4110.0
2018-04-10,4067.0
2018-04-11,4061.0
2018-04-12,4063.0
2018-04-13,4090.0
2018-04-16,4065.0
2018-04-17,4066.0
2018-04-18,4027.0
2018-04-19,3990.0
2018-04-20,4001.0
2018-04-23,3994.0
2018-04-24,3995.0
2018-04-25,3983.0
2018-04-26,3938.0
2018-04-27,3932.0
2018-05-02,3953.0
2018-05-03,3988.0
2018-05-04,3979.0
2018-05-07,3981.0
2018-05-08,3928.0
2018-05-09,3912.0
2018-05-10,3900.0
2018-05-11,3858.0
2018-05-14,3850.0
2018-05-15,3835.0
2018-05-16,3810.0
2018-05-17,3800.0
2018-05-18,3807.0
2018-05-21,3813.0
2018-05-22,3808.0
2018-05-23,3783.0
2018-05-24,3818.0
2018-05-25,3800.0
2018-05-28,3830.0
2018-05-29,3862.0
2018-05-30,3849.0
2018-05-31,3850.0
