datetime,A1905
2018-06-01,3846.0
2018-06-04,3890.0
2018-06-05,3881.0
2018-06-06,3855.0
2018-06-07,3820.0
2018-06-08,3763.0
2018-06-11,3776.0
2018-06-12,3780.0
2018-06-13,3780.0
2018-06-14,3771.0
2018-06-15,3781.0
2018-06-19,3832.0
2018-06-20,3823.0
2018-06-21,3795.0
2018-06-22,3788.0
2018-06-25,3815.0
2018-06-26,3817.0
2018-06-27,3830.0
2018-06-28,3837.0
2018-06-29,3845.0
2018-07-02,3845.0
2018-07-03,3807.0
2018-07-04,3789.0
2018-07-05,3795.0
2018-07-06,3758.0
2018-07-09,3772.0
2018-07-10,3720.0
2018-07-11,3715.0
2018-07-12,3690.0
2018-07-13,3648.0
2018-07-16,3657.0
2018-07-17,3676.0
2018-07-18,3663.0
2018-07-19,3673.0
2018-07-20,3676.0
2018-07-23,3678.0
2018-07-24,3689.0
2018-07-25,3707.0
2018-07-26,3717.0
2018-07-27,3701.0
2018-07-30,3719.0
2018-07-31,3717.0
2018-08-01,3705.0
2018-08-02,3706.0
2018-08-03,3673.0
2018-08-06,3711.0
2018-08-07,3728.0
2018-08-08,3818.0
2018-08-09,3808.0
2018-08-10,3808.0
2018-08-13,3778.0
2018-08-14,3810.0
2018-08-15,3831.0
2018-08-16,3803.0
2018-08-17,3796.0
2018-08-20,3767.0
2018-08-21,3773.0
2018-08-22,3791.0
2018-08-23,3730.0
2018-08-24,3738.0
2018-08-27,3686.0
2018-08-28,3691.0
2018-08-29,3694.0
2018-08-30,3710.0
2018-08-31,3699.0
2018-09-03,3709.0
2018-09-04,3689.0
2018-09-05,3655.0
2018-09-06,3693.0
2018-09-07,3712.0
2018-09-10,3886.0
2018-09-11,3898.0
2018-09-12,3869.0
2018-09-13,3797.0
2018-09-14,3822.0
2018-09-17,3835.0
2018-09-18,3852.0
2018-09-19,3802.0
2018-09-20,3807.0
2018-09-21,3801.0
2018-09-25,3831.0
2018-09-26,3834.0
2018-09-27,3810.0
2018-09-28,3831.0
2018-10-08,3905.0
2018-10-09,3899.0
2018-10-10,3892.0
2018-10-11,3853.0
2018-10-12,3869.0
2018-10-15,3857.0
2018-10-16,3871.0
2018-10-17,3870.0
2018-10-18,3863.0
2018-10-19,3835.0
2018-10-22,3803.0
2018-10-23,3796.0
2018-10-24,3807.0
2018-10-25,3811.0
2018-10-26,3782.0
2018-10-29,3745.0
2018-10-30,3698.0
2018-10-31,3726.0
2018-11-01,3708.0
2018-11-02,3646.0
2018-11-05,3678.0
2018-11-06,3681.0
2018-11-07,3699.0
2018-11-08,3672.0
2018-11-09,3675.0
2018-11-12,3715.0
2018-11-13,3695.0
2018-11-14,3676.0
2018-11-15,3656.0
2018-11-16,3694.0
2018-11-19,3656.0
2018-11-20,3649.0
2018-11-21,3666.0
2018-11-22,3642.0
2018-11-23,3604.0
2018-11-26,3564.0
2018-11-27,3538.0
2018-11-28,3555.0
2018-11-29,3562.0
2018-11-30,3566.0
2018-12-03,3561.0
2018-12-04,3492.0
2018-12-05,3495.0
2018-12-06,3488.0
2018-12-07,3458.0
2018-12-10,3455.0
2018-12-11,3454.0
2018-12-12,3455.0
2018-12-13,3456.0
2018-12-14,3435.0
2018-12-17,3450.0
2018-12-18,3436.0
2018-12-19,3463.0
2018-12-20,3445.0
2018-12-21,3400.0
2018-12-24,3369.0
2018-12-25,3375.0
2018-12-26,3378.0
2018-12-27,3389.0
2018-12-28,3406.0
2019-01-02,3438.0
2019-01-03,3443.0
2019-01-04,3438.0
2019-01-07,3431.0
2019-01-08,3445.0
2019-01-09,3441.0
2019-01-10,3430.0
2019-01-11,3393.0
2019-01-14,3382.0
2019-01-15,3401.0
2019-01-16,3345.0
2019-01-17,3349.0
2019-01-18,3370.0
2019-01-21,3413.0
2019-01-22,3419.0
2019-01-23,3418.0
2019-01-24,3435.0
2019-01-25,3438.0
2019-01-28,3425.0
2019-01-29,3418.0
2019-01-30,3396.0
2019-01-31,3426.0
2019-02-01,3450.0
2019-02-11,3530.0
2019-02-12,3507.0
2019-02-13,3508.0
2019-02-14,3475.0
2019-02-15,3439.0
2019-02-18,3424.0
2019-02-19,3454.0
2019-02-20,3417.0
2019-02-21,3416.0
2019-02-22,3410.0
2019-02-25,3420.0
2019-02-26,3376.0
2019-02-27,3379.0
2019-02-28,3391.0
2019-03-01,3411.0
2019-03-04,3383.0
2019-03-05,3391.0
2019-03-06,3411.0
2019-03-07,3417.0
2019-03-08,3377.0
2019-03-11,3395.0
2019-03-12,3389.0
2019-03-13,3387.0
2019-03-14,3407.0
2019-03-15,3437.0
2019-03-18,3394.0
2019-03-19,3381.0
2019-03-20,3373.0
2019-03-21,3375.0
2019-03-22,3377.0
2019-03-25,3354.0
2019-03-26,3359.0
2019-03-27,3361.0
2019-03-28,3341.0
2019-03-29,3323.0
2019-04-01,3335.0
2019-04-02,3337.0
2019-04-03,3351.0
2019-04-04,3330.0
2019-04-08,3336.0
2019-04-09,3334.0
2019-04-10,3338.0
2019-04-11,3324.0
2019-04-12,3310.0
2019-04-15,3338.0
2019-04-16,3334.0
2019-04-17,3315.0
2019-04-18,3316.0
2019-04-19,3323.0
2019-04-23,3331.0
2019-04-24,3322.0
2019-04-25,3313.0
2019-04-26,3263.0
2019-04-29,3281.0
2019-04-30,3269.0
2019-05-06,3291.0
2019-05-07,3300.0
2019-05-08,3312.0
2019-05-09,3355.0
2019-05-10,3391.0
2019-05-13,3391.0
2019-05-14,3433.0
2019-05-15,3435.0
2019-05-16,3460.0
2019-05-17,3460.0
