datetime,MA1905
2018-05-18,2741.0
2018-05-21,2717.0
2018-05-22,2677.0
2018-05-23,2683.0
2018-05-24,2685.0
2018-05-25,2660.0
2018-05-28,2666.0
2018-05-29,2674.0
2018-05-30,2658.0
2018-05-31,2694.0
2018-06-01,2719.0
2018-06-04,2700.0
2018-06-05,2682.0
2018-06-06,2681.0
2018-06-07,2732.0
2018-06-08,2731.0
2018-06-11,2754.0
2018-06-12,2773.0
2018-06-13,2745.0
2018-06-14,2744.0
2018-06-15,2745.0
2018-06-19,2688.0
2018-06-20,2697.0
2018-06-21,2674.0
2018-06-22,2674.0
2018-06-25,2689.0
2018-06-26,2679.0
2018-06-27,2693.0
2018-06-28,2734.0
2018-06-29,2760.0
2018-07-02,2745.0
2018-07-03,2747.0
2018-07-04,2767.0
2018-07-05,2748.0
2018-07-06,2763.0
2018-07-09,2777.0
2018-07-10,2779.0
2018-07-11,2769.0
2018-07-12,2783.0
2018-07-13,2752.0
2018-07-16,2735.0
2018-07-17,2736.0
2018-07-18,2749.0
2018-07-19,2765.0
2018-07-20,2793.0
2018-07-23,2792.0
2018-07-24,2833.0
2018-07-25,2826.0
2018-07-26,2824.0
2018-07-27,2839.0
2018-07-30,2871.0
2018-07-31,2863.0
2018-08-01,2844.0
2018-08-02,2900.0
2018-08-03,3001.0
2018-08-06,3023.0
2018-08-07,3069.0
2018-08-08,3063.0
2018-08-09,3057.0
2018-08-10,3018.0
2018-08-13,3018.0
2018-08-14,3102.0
2018-08-15,3083.0
2018-08-16,3105.0
2018-08-17,3041.0
2018-08-20,3103.0
2018-08-21,3076.0
2018-08-22,3134.0
2018-08-23,3085.0
2018-08-24,3060.0
2018-08-27,3055.0
2018-08-28,3040.0
2018-08-29,3006.0
2018-08-30,3028.0
2018-08-31,2987.0
2018-09-03,2946.0
2018-09-04,2964.0
2018-09-05,2987.0
2018-09-06,2989.0
2018-09-07,3057.0
2018-09-10,3091.0
2018-09-11,3036.0
2018-09-12,2992.0
2018-09-13,2946.0
2018-09-14,2960.0
2018-09-17,2966.0
2018-09-18,2967.0
2018-09-19,3044.0
2018-09-20,3083.0
2018-09-21,3081.0
2018-09-25,3081.0
2018-09-26,3013.0
2018-09-27,3006.0
2018-09-28,2990.0
2018-10-08,3057.0
2018-10-09,3156.0
2018-10-10,3166.0
2018-10-11,3113.0
