datetime,PF2405
2023-05-22,6836.0
2023-05-23,6874.0
2023-05-24,6896.0
2023-05-26,6868.0
2023-05-29,6918.0
2023-05-30,6880.0
2023-05-31,6774.0
2023-06-01,6884.0
2023-06-02,6926.0
2023-06-05,6938.0
2023-06-06,6928.0
2023-06-07,6908.0
2023-06-08,6846.0
2023-06-09,6818.0
2023-06-12,6808.0
2023-06-13,6828.0
2023-06-14,6902.0
2023-06-15,6910.0
2023-06-16,6944.0
2023-06-19,6864.0
2023-06-21,6944.0
2023-06-26,6820.0
2023-06-27,6866.0
2023-06-28,6818.0
2023-06-29,6842.0
2023-06-30,6884.0
2023-07-03,6938.0
2023-07-04,6928.0
2023-07-05,6948.0
2023-07-06,6956.0
2023-07-07,7060.0
2023-07-10,7090.0
2023-07-11,7110.0
2023-07-12,7164.0
2023-07-13,7236.0
2023-07-14,7306.0
2023-07-17,7182.0
2023-07-18,7174.0
2023-07-19,7274.0
2023-07-20,7286.0
2023-07-21,7296.0
2023-07-24,7276.0
2023-07-25,7300.0
2023-07-27,7338.0
2023-07-28,7476.0
2023-08-02,7392.0
2023-08-03,7196.0
2023-08-04,7258.0
2023-08-07,7220.0
2023-08-08,7266.0
2023-08-09,7296.0
2023-08-10,7288.0
2023-08-11,7348.0
2023-08-14,7234.0
2023-08-15,7266.0
2023-08-16,7242.0
2023-08-17,7228.0
2023-08-18,7370.0
2023-08-21,7458.0
2023-08-22,7466.0
2023-08-23,7474.0
2023-08-24,7476.0
2023-08-25,7512.0
2023-08-28,7458.0
2023-08-29,7450.0
2023-08-30,7580.0
2023-08-31,7566.0
2023-09-01,7588.0
2023-09-04,7550.0
2023-09-05,7546.0
2023-09-06,7610.0
2023-09-07,7532.0
2023-09-08,7490.0
2023-09-11,7558.0
2023-09-12,7746.0
2023-09-13,7708.0
2023-09-14,7784.0
2023-09-15,7852.0
2023-09-18,7778.0
2023-09-19,7806.0
2023-09-20,7794.0
2023-09-21,7710.0
2023-09-22,7750.0
2023-09-25,7688.0
2023-09-26,7584.0
2023-09-27,7610.0
2023-09-28,7642.0
2023-10-09,7422.0
2023-10-10,7358.0
2023-10-11,7328.0
2023-10-12,7280.0
2023-10-13,7272.0
2023-10-16,7318.0
2023-10-17,7286.0
2023-10-18,7286.0
2023-10-19,7272.0
2023-10-20,7254.0
2023-10-23,7224.0
2023-10-24,7304.0
2023-10-25,7316.0
2023-10-26,7344.0
2023-10-27,7350.0
2023-10-30,7406.0
2023-10-31,7402.0
2023-11-01,7380.0
2023-11-02,7354.0
2023-11-03,7420.0
2023-11-06,7362.0
2023-11-07,7334.0
2023-11-08,7342.0
2023-11-09,7326.0
2023-11-10,7358.0
2023-11-13,7332.0
2023-11-14,7400.0
2023-11-15,7442.0
2023-11-16,7548.0
2023-11-17,7536.0
2023-11-20,7514.0
2023-11-21,7342.0
2023-11-22,7318.0
2023-11-23,7284.0
2023-11-24,7282.0
2023-11-27,7212.0
2023-11-28,7168.0
2023-11-29,7164.0
2023-11-30,7268.0
2023-12-01,7194.0
2023-12-04,7188.0
2023-12-05,7168.0
2023-12-06,7202.0
2023-12-07,7170.0
