datetime,V2401
2023-01-17,6455.0
2023-01-18,6530.0
2023-01-19,6586.0
2023-01-20,6635.0
2023-01-30,6546.0
2023-01-31,6396.0
2023-02-01,6351.0
2023-02-02,6250.0
2023-02-03,6255.0
2023-02-06,6252.0
2023-02-07,6216.0
2023-02-08,6201.0
2023-02-09,6238.0
2023-02-10,6240.0
2023-02-13,6184.0
2023-02-14,6257.0
2023-02-15,6275.0
2023-02-16,6310.0
2023-02-17,6317.0
2023-02-20,6364.0
2023-02-21,6419.0
2023-02-22,6406.0
2023-02-23,6410.0
2023-02-24,6443.0
2023-02-27,6388.0
2023-02-28,6326.0
2023-03-01,6359.0
2023-03-02,6348.0
2023-03-03,6386.0
2023-03-06,6370.0
2023-03-07,6406.0
2023-03-08,6409.0
2023-03-09,6298.0
2023-03-10,6258.0
2023-03-13,6322.0
2023-03-14,6276.0
2023-03-15,6219.0
2023-03-16,6122.0
2023-03-17,6145.0
2023-03-20,6100.0
2023-03-21,6093.0
2023-03-22,6111.0
2023-03-23,6020.0
2023-03-24,6081.0
2023-03-27,6123.0
2023-03-28,6176.0
2023-03-29,6177.0
2023-03-30,6179.0
2023-03-31,6209.0
2023-04-03,6191.0
2023-04-04,6145.0
2023-04-06,6110.0
2023-04-07,6162.0
2023-04-10,6103.0
2023-04-11,6094.0
2023-04-12,6043.0
2023-04-13,5994.0
2023-04-14,5988.0
2023-04-17,6042.0
2023-04-18,6124.0
2023-04-19,6150.0
2023-04-20,6145.0
2023-04-21,6139.0
2023-04-24,6055.0
2023-04-25,6035.0
2023-04-26,5999.0
2023-04-27,5940.0
2023-04-28,5975.0
2023-05-04,5938.0
2023-05-05,5874.0
2023-05-08,5937.0
2023-05-09,5897.0
2023-05-10,5849.0
2023-05-11,5804.0
2023-05-12,5782.0
2023-05-15,5837.0
2023-05-16,5809.0
2023-05-17,5829.0
2023-05-18,5876.0
2023-05-19,5760.0
2023-05-22,5670.0
2023-05-23,5680.0
2023-05-24,5623.0
2023-05-25,5684.0
2023-05-26,5736.0
2023-05-29,5722.0
2023-05-30,5676.0
2023-05-31,5666.0
2023-06-01,5760.0
2023-06-02,5830.0
2023-06-05,5697.0
2023-06-06,5731.0
2023-06-07,5668.0
2023-06-08,5668.0
2023-06-09,5705.0
2023-06-12,5673.0
2023-06-13,5699.0
2023-06-14,5769.0
2023-06-15,5747.0
2023-06-16,5818.0
2023-06-19,5805.0
2023-06-20,5810.0
2023-06-21,5827.0
2023-06-26,5738.0
2023-06-27,5786.0
2023-06-28,5779.0
2023-06-29,5845.0
2023-06-30,5866.0
2023-07-03,5868.0
2023-07-04,5877.0
2023-07-05,5844.0
2023-07-06,5861.0
2023-07-07,5903.0
2023-07-10,5922.0
2023-07-11,5946.0
2023-07-12,5984.0
2023-07-13,6023.0
2023-07-14,6077.0
2023-07-17,5923.0
2023-07-18,6003.0
2023-07-19,6070.0
2023-07-20,6041.0
2023-07-21,6036.0
2023-07-24,5974.0
2023-07-25,6053.0
2023-07-26,6142.0
2023-07-27,6159.0
2023-07-28,6295.0
2023-07-31,6315.0
2023-08-01,6289.0
2023-08-02,6332.0
2023-08-03,6188.0
2023-08-04,6235.0
2023-08-07,6191.0
2023-08-08,6222.0
2023-08-09,6275.0
2023-08-10,6206.0
2023-08-11,6199.0
2023-08-14,6099.0
2023-08-15,6119.0
2023-08-16,6065.0
2023-08-17,6133.0
2023-08-18,6228.0
2023-08-21,6278.0
2023-08-22,6284.0
2023-08-23,6325.0
2023-08-24,6343.0
2023-08-25,6355.0
2023-08-28,6261.0
2023-08-29,6166.0
2023-08-30,6301.0
2023-08-31,6246.0
2023-09-01,6390.0
2023-09-04,6515.0
2023-09-05,6535.0
2023-09-06,6548.0
2023-09-07,6518.0
2023-09-08,6428.0
2023-09-11,6462.0
2023-09-12,6492.0
2023-09-13,6385.0
2023-09-14,6395.0
2023-09-15,6453.0
2023-09-18,6390.0
2023-09-19,6488.0
2023-09-20,6420.0
2023-09-21,6307.0
2023-09-22,6303.0
2023-09-25,6247.0
2023-09-26,6173.0
2023-09-27,6117.0
2023-09-28,6137.0
2023-10-09,6008.0
2023-10-10,5909.0
2023-10-11,5930.0
2023-10-12,5968.0
2023-10-13,5955.0
2023-10-16,5973.0
2023-10-17,5918.0
2023-10-18,5872.0
2023-10-19,5938.0
