datetime,OI2209
2021-09-15,10273.0
2021-09-16,10317.0
2021-09-17,10153.0
2021-09-22,10191.0
2021-09-23,10544.0
2021-09-24,10520.0
2021-09-27,10334.0
2021-09-28,10275.0
2021-09-29,10306.0
2021-09-30,10552.0
2021-10-08,10859.0
2021-10-11,11021.0
2021-10-12,11178.0
2021-10-13,11218.0
2021-10-14,11196.0
2021-10-15,11275.0
2021-10-18,11360.0
2021-10-19,11503.0
2021-10-20,11573.0
2021-10-21,11537.0
2021-10-22,11368.0
2021-10-25,11457.0
2021-10-26,11663.0
2021-10-27,11597.0
2021-10-28,11496.0
2021-10-29,11740.0
2021-11-01,11521.0
2021-11-02,11579.0
2021-11-03,11725.0
2021-11-04,11534.0
2021-11-05,11415.0
2021-11-08,11233.0
2021-11-09,10862.0
2021-11-10,11205.0
2021-11-11,11300.0
2021-11-12,11340.0
2021-11-15,11415.0
2021-11-16,11363.0
2021-11-17,11520.0
2021-11-18,11587.0
2021-11-19,11635.0
2021-11-22,11358.0
2021-11-23,11240.0
2021-11-24,11443.0
2021-11-25,11569.0
2021-11-26,11507.0
2021-11-29,11436.0
2021-11-30,11190.0
2021-12-01,11195.0
2021-12-02,11028.0
2021-12-03,11310.0
2021-12-06,11452.0
2021-12-07,11711.0
2021-12-08,11547.0
2021-12-09,11420.0
2021-12-10,11329.0
2021-12-13,11038.0
2021-12-14,10963.0
2021-12-15,10865.0
2021-12-16,11010.0
2021-12-17,11265.0
2021-12-20,11046.0
2021-12-21,11170.0
2021-12-22,11187.0
2021-12-23,11209.0
2021-12-24,11423.0
2021-12-27,11377.0
2021-12-28,11487.0
2021-12-29,11393.0
2021-12-30,11495.0
2021-12-31,11538.0
2022-01-04,11405.0
2022-01-05,11280.0
2022-01-06,11170.0
2022-01-07,11374.0
2022-01-10,11408.0
2022-01-11,11413.0
2022-01-12,11370.0
2022-01-13,11332.0
2022-01-14,11235.0
2022-01-17,11176.0
2022-01-18,11311.0
2022-01-19,11413.0
2022-01-20,11623.0
2022-01-21,11777.0
2022-01-24,11641.0
2022-01-25,11524.0
2022-01-26,11554.0
2022-01-27,11656.0
2022-01-28,11853.0
2022-02-07,12053.0
2022-02-08,11845.0
2022-02-09,11593.0
2022-02-10,11534.0
2022-02-11,11523.0
2022-02-14,11564.0
2022-02-15,11511.0
2022-02-16,11504.0
2022-02-17,11429.0
2022-02-18,11526.0
2022-02-21,11824.0
2022-02-22,11880.0
