datetime,PX2505
2024-05-20,8728.0
2024-05-21,8676.0
2024-05-22,8636.0
2024-06-05,8530.0
2024-06-06,8518.0
2024-06-07,8406.0
2024-06-11,8452.0
2024-06-12,8520.0
2024-06-13,8500.0
2024-06-14,8510.0
2024-06-18,8490.0
2024-06-19,8570.0
2024-06-21,8500.0
2024-06-24,8610.0
2024-06-25,8640.0
2024-06-26,8618.0
2024-06-28,8644.0
2024-07-01,8646.0
2024-07-02,8658.0
2024-07-03,8694.0
2024-07-04,8696.0
2024-07-08,8624.0
2024-07-09,8550.0
2024-07-10,8510.0
2024-07-11,8540.0
2024-07-15,8480.0
2024-07-16,8420.0
2024-07-17,8426.0
2024-07-18,8450.0
2024-07-19,8364.0
2024-07-22,8372.0
2024-07-23,8354.0
2024-07-24,8330.0
2024-07-25,8272.0
2024-07-26,8344.0
2024-07-29,8318.0
2024-07-30,8250.0
2024-07-31,8346.0
2024-08-01,8384.0
2024-08-02,8362.0
2024-08-05,8140.0
2024-08-06,8098.0
2024-08-07,8072.0
2024-08-08,8070.0
2024-08-09,8058.0
2024-08-12,8098.0
2024-08-13,8094.0
2024-08-14,8104.0
2024-08-15,7906.0
2024-08-16,7960.0
2024-08-19,7790.0
2024-08-20,7760.0
2024-08-21,7812.0
2024-08-22,7746.0
2024-08-23,7746.0
2024-08-26,7870.0
2024-08-27,7920.0
2024-08-28,7838.0
2024-08-29,7822.0
2024-08-30,7840.0
2024-09-02,7480.0
2024-09-03,7508.0
2024-09-04,7390.0
2024-09-05,7246.0
2024-09-06,7268.0
2024-09-09,7134.0
2024-09-10,6840.0
2024-09-11,6962.0
2024-09-12,7050.0
2024-09-13,7036.0
2024-09-18,6886.0
2024-09-19,7020.0
2024-09-20,7002.0
2024-09-23,6926.0
2024-09-24,7116.0
2024-09-25,7152.0
2024-09-26,7086.0
2024-09-27,7260.0
2024-09-30,7542.0
2024-10-08,7714.0
2024-10-09,7582.0
2024-10-10,7558.0
2024-10-11,7576.0
2024-10-14,7512.0
2024-10-15,7326.0
2024-10-16,7230.0
2024-10-17,7122.0
2024-10-18,7246.0
2024-10-21,7172.0
2024-10-22,7250.0
2024-10-23,7298.0
2024-10-24,7266.0
2024-10-25,7254.0
2024-10-28,7206.0
2024-10-29,7026.0
2024-10-30,7062.0
2024-10-31,7114.0
2024-11-01,7146.0
2024-11-04,7156.0
2024-11-05,7180.0
2024-11-06,7008.0
2024-11-07,7152.0
2024-11-08,7160.0
2024-11-11,7108.0
2024-11-12,7056.0
2024-11-13,7092.0
2024-11-14,6986.0
2024-11-15,6912.0
2024-11-18,6942.0
2024-11-19,7010.0
2024-11-20,7066.0
2024-11-21,7076.0
2024-11-22,7078.0
2024-11-25,7014.0
2024-11-26,6966.0
2024-11-27,6990.0
2024-11-28,6920.0
2024-11-29,6946.0
2024-12-02,6922.0
2024-12-03,6926.0
2024-12-04,6986.0
2024-12-05,6860.0
2024-12-06,6820.0
2024-12-09,6750.0
2024-12-10,6824.0
2024-12-11,6904.0
2024-12-12,6936.0
2024-12-13,6950.0
2024-12-16,7116.0
2024-12-17,7096.0
2024-12-18,7072.0
2024-12-19,7016.0
2024-12-20,6998.0
2024-12-23,7050.0
2024-12-24,7038.0
2024-12-25,7022.0
2024-12-26,6930.0
2024-12-27,6852.0
2024-12-30,6926.0
2024-12-31,6992.0
2025-01-02,7082.0
2025-01-03,7086.0
2025-01-06,7114.0
2025-01-07,6998.0
2025-01-08,7016.0
2025-01-09,7260.0
2025-01-10,7238.0
2025-01-13,7440.0
2025-01-14,7418.0
2025-01-15,7478.0
2025-01-16,7584.0
2025-01-17,7522.0
2025-01-20,7396.0
2025-01-21,7420.0
2025-01-22,7332.0
2025-01-23,7220.0
2025-01-24,7168.0
2025-01-27,7110.0
2025-02-05,7152.0
2025-02-06,7136.0
2025-02-07,7330.0
2025-02-10,7406.0
2025-02-11,7390.0
2025-02-12,7366.0
2025-02-13,7182.0
2025-02-14,7234.0
2025-02-17,7268.0
2025-02-18,7308.0
2025-02-19,7292.0
2025-02-20,7298.0
2025-02-21,7196.0
2025-02-24,7120.0
2025-02-25,7114.0
2025-02-26,7010.0
2025-02-27,7034.0
2025-02-28,7016.0
2025-03-03,7032.0
2025-03-04,6846.0
2025-03-05,6808.0
2025-03-06,6756.0
2025-03-07,6760.0
2025-03-10,6716.0
2025-03-11,6674.0
2025-03-12,6598.0
2025-03-13,6720.0
2025-03-14,6816.0
2025-03-17,6826.0
2025-03-18,6856.0
2025-03-19,6782.0
2025-03-20,6846.0
2025-03-21,6860.0
2025-03-24,6898.0
2025-03-25,6888.0
2025-03-26,6928.0
2025-03-27,6968.0
2025-03-28,6932.0
2025-03-31,6858.0
2025-04-01,6986.0
2025-04-02,6934.0
2025-04-03,6792.0
2025-04-07,6392.0
2025-04-08,5976.0
2025-04-09,5724.0
2025-04-10,6104.0
2025-04-11,6054.0
2025-04-14,6012.0
2025-04-15,5930.0
2025-04-16,5858.0
2025-04-17,5964.0
2025-04-18,6072.0
2025-04-21,6070.0
2025-04-22,6014.0
2025-04-23,6194.0
2025-04-24,6170.0
2025-04-25,6294.0
2025-04-28,6286.0
2025-04-29,6206.0
2025-04-30,6242.0
2025-05-06,6116.0
2025-05-13,6532.0
2025-05-16,7002.0
