datetime,SF2201
2021-01-18,7248.0
2021-01-19,7246.0
2021-01-20,7168.0
2021-01-21,6912.0
2021-01-22,6788.0
2021-01-25,6772.0
2021-01-26,6828.0
2021-01-27,6782.0
2021-01-28,6850.0
2021-01-29,6730.0
2021-02-01,6764.0
2021-02-02,6568.0
2021-02-03,6574.0
2021-02-04,6898.0
2021-02-05,6656.0
2021-02-08,6714.0
2021-02-09,6836.0
2021-02-10,7006.0
2021-02-18,7250.0
2021-02-19,7054.0
2021-02-22,7186.0
2021-02-23,7276.0
2021-02-24,7356.0
2021-02-25,7496.0
2021-02-26,7466.0
2021-03-01,7556.0
2021-03-02,7516.0
2021-03-03,7512.0
2021-03-04,7500.0
2021-03-05,7746.0
2021-03-08,7624.0
2021-03-09,7536.0
2021-03-10,7630.0
2021-03-11,7470.0
2021-03-12,7412.0
2021-03-15,7282.0
2021-03-16,7144.0
2021-03-17,7100.0
2021-03-18,7262.0
2021-03-19,7052.0
2021-03-22,7244.0
2021-03-23,7136.0
2021-03-24,7050.0
2021-03-25,7156.0
2021-03-26,7102.0
2021-03-29,6972.0
2021-03-30,6818.0
2021-03-31,6842.0
2021-04-01,6874.0
2021-04-02,6972.0
2021-04-06,6954.0
2021-04-07,6906.0
2021-04-08,6886.0
2021-04-09,6782.0
2021-04-12,6740.0
2021-04-13,6764.0
2021-04-14,6908.0
2021-04-15,7140.0
2021-04-16,7374.0
2021-04-19,7312.0
2021-04-20,7290.0
2021-04-21,7284.0
2021-04-22,7360.0
2021-04-23,7574.0
2021-04-26,7462.0
2021-04-27,7340.0
2021-04-28,7400.0
2021-04-29,7570.0
2021-04-30,7364.0
2021-05-06,7492.0
2021-05-07,7590.0
2021-05-10,7786.0
2021-05-11,7748.0
2021-05-12,8188.0
2021-05-13,7890.0
2021-05-14,8030.0
2021-05-17,7896.0
2021-05-18,8212.0
2021-05-19,7974.0
2021-05-20,8052.0
2021-05-21,8184.0
2021-05-24,7928.0
2021-05-25,7722.0
2021-05-26,7722.0
2021-05-27,7612.0
2021-05-28,7980.0
2021-05-31,8246.0
2021-06-01,8376.0
2021-06-02,8380.0
2021-06-03,8498.0
2021-06-04,8634.0
2021-06-07,8590.0
2021-06-08,8502.0
2021-06-09,8524.0
2021-06-10,8416.0
2021-06-11,8570.0
2021-06-15,8350.0
