datetime,FG2309
2022-09-16,1518.0
2022-09-19,1525.0
2022-09-20,1524.0
2022-09-21,1518.0
2022-09-22,1538.0
2022-09-23,1525.0
2022-09-26,1537.0
2022-09-27,1539.0
2022-09-28,1538.0
2022-09-29,1511.0
2022-09-30,1509.0
2022-10-10,1529.0
2022-10-11,1521.0
2022-10-12,1524.0
2022-10-13,1500.0
2022-10-14,1496.0
2022-10-17,1483.0
2022-10-18,1483.0
2022-10-19,1464.0
2022-10-20,1464.0
2022-10-21,1461.0
2022-10-24,1462.0
2022-10-25,1439.0
2022-10-26,1436.0
2022-10-27,1412.0
2022-10-28,1415.0
2022-10-31,1377.0
2022-11-01,1395.0
2022-11-02,1393.0
2022-11-03,1399.0
2022-11-04,1441.0
2022-11-07,1445.0
2022-11-08,1470.0
2022-11-09,1476.0
2022-11-10,1466.0
2022-11-11,1480.0
2022-11-14,1498.0
2022-11-15,1502.0
2022-11-16,1497.0
2022-11-17,1468.0
2022-11-18,1466.0
2022-11-21,1469.0
2022-11-22,1459.0
2022-11-23,1450.0
2022-11-24,1474.0
2022-11-25,1502.0
2022-11-28,1512.0
2022-11-29,1528.0
2022-11-30,1514.0
2022-12-01,1520.0
2022-12-02,1539.0
2022-12-05,1565.0
2022-12-06,1585.0
2022-12-07,1578.0
2022-12-08,1583.0
2022-12-09,1632.0
2022-12-12,1613.0
2022-12-13,1628.0
2022-12-14,1629.0
2022-12-15,1678.0
2022-12-16,1650.0
2022-12-19,1606.0
2022-12-20,1619.0
2022-12-21,1628.0
2022-12-22,1612.0
2022-12-23,1623.0
2022-12-26,1637.0
2022-12-27,1686.0
2022-12-28,1716.0
2022-12-29,1713.0
2022-12-30,1721.0
2023-01-03,1721.0
2023-01-04,1704.0
2023-01-05,1707.0
2023-01-06,1733.0
2023-01-09,1724.0
2023-01-10,1707.0
2023-01-11,1723.0
2023-01-12,1716.0
2023-01-13,1723.0
2023-01-16,1701.0
2023-01-17,1713.0
2023-01-18,1748.0
2023-01-19,1761.0
2023-01-20,1785.0
2023-01-30,1691.0
2023-01-31,1667.0
2023-02-01,1662.0
2023-02-02,1627.0
2023-02-03,1645.0
2023-02-06,1627.0
2023-02-07,1605.0
2023-02-08,1600.0
2023-02-09,1596.0
2023-02-10,1595.0
2023-02-13,1580.0
2023-02-14,1588.0
2023-02-15,1593.0
2023-02-16,1600.0
2023-02-17,1591.0
2023-02-20,1596.0
2023-02-21,1619.0
2023-02-22,1609.0
2023-02-23,1614.0
2023-02-24,1592.0
2023-02-27,1585.0
2023-02-28,1586.0
2023-03-01,1585.0
2023-03-02,1596.0
2023-03-03,1607.0
2023-03-06,1633.0
2023-03-07,1641.0
2023-03-08,1639.0
2023-03-09,1631.0
2023-03-10,1651.0
2023-03-13,1678.0
2023-03-14,1651.0
