direction,entry_date,exit_date,entry_price,exit_price,pnl_pct,bars,pnl%
long,2026-03-23 22:30:00,2026-03-24 22:30:00,1109.2448,1104.6799,-0.004115322424770307,23,-0.41
long,2026-03-30 14:30:00,2026-03-30 21:15:00,1090.7804,1075.9211,-0.013622632016490277,3,-1.36
short,2026-04-01 14:15:00,2026-04-08 09:45:00,1046.3736,1025.0877,0.020764955037505528,75,2.08
short,2026-04-10 21:15:00,2026-04-10 23:00:00,1013.1463,1020.0106,-0.0067296359469205536,7,-0.67
short,2026-04-13 10:00:00,2026-04-13 21:45:00,1013.1179,1020.4402,-0.007175628713960935,14,-0.72
long,2026-04-15 10:45:00,2026-04-16 09:45:00,1025.2424,1021.8241,-0.0033341383462096585,20,-0.33
long,2026-04-20 13:45:00,2026-04-21 09:45:00,1057.3529,1053.0174,-0.004100333956619573,16,-0.41
short,2026-04-27 09:15:00,2026-04-28 22:15:00,1052.8326,1033.6195,0.01858817485544728,42,1.86
short,2026-04-29 21:15:00,2026-04-30 09:45:00,1023.3824,1030.3884,-0.006799377788026417,10,-0.68
long,2026-05-07 13:45:00,2026-05-08 10:00:00,1069.2684,1070.1402,0.0008153238232797566,17,0.08
long,2026-05-11 22:15:00,2026-05-12 10:15:00,1065.7002,1051.4546,-0.013367361665128641,8,-1.34
long,2026-05-13 14:15:00,2026-05-13 22:30:00,1064.0211,1051.1339,-0.012111789888377134,9,-1.21
short,2026-05-15 10:15:00,2026-05-18 11:00:00,1042.9318,1040.9308,0.001922317986940092,25,0.19
short,2026-05-18 21:30:00,2026-05-21 09:45:00,1031.1378,1028.5296,0.002535853124693732,55,0.25
short,2026-05-22 22:15:00,2026-05-25 09:30:00,1018.8657,1039.7373,-0.0200739167480094,5,-2.01
long,2026-05-28 21:15:00,2026-05-29 23:00:00,1044.594,1056.0235,0.010941571557945062,30,1.09
